SampleID,Auto PIT 30 10 1,Auto PIT 30 10 2,Auto PIT 30 10 3,Auto PIT 30 10 4,Auto PIT 30 10 5,Auto PIT 30 10 6,Auto PIT 30 10 7,Auto PIT 30 10 8,Auto PIT 30 10 9,Auto PIT 30 10 10
train7108,-1.0626,0.41067,0.055242,-0.28326,0.95299,0.24304,-1.2177,-0.0037247,-0.16338,-0.61255
train7109,-0.83688,0.45522,-0.079579,0.12052,0.98183,0.06756,-1.066,0.15842,-0.41076,0.14295
train7110,-1.2178,0.71816,-0.33089,-0.078067,1.382,0.25234,-1.468,0.20983,-0.25589,-0.086679
train7111,-1.4038,0.68896,-0.41646,0.014367,1.0486,0.21692,-1.5549,-0.031638,-0.76588,-0.062524
train7112,-0.71452,0.64529,-0.17893,0.46619,0.81679,0.23803,0.20943,0.24001,-0.15472,-0.37577
train7113,-1.5214,0.47155,-0.10288,-0.47015,1.302,0.19403,-1.2682,-0.18903,-0.69819,0.30142
train7114,-1.0071,0.21863,-0.56751,-0.29104,0.45679,0.45664,-1.062,-0.049835,-0.68954,-0.12296
train7115,-0.31813,1.0003,0.23671,-0.72169,0.27725,0.1081,-0.88631,-0.056975,-0.40145,0.26087
train7116,-0.85918,0.30979,0.075397,0.043082,0.59329,0.14822,0.022614,0.079301,-0.45801,-0.23891
train7117,-0.63658,0.40981,-0.24179,0.15647,0.28522,0.075734,-0.23574,0.17865,-0.32393,0.021618
train7118,-0.9734,0.81567,0.18424,-0.21249,-0.14075,0.28037,-1.2084,-0.6393,-0.092348,0.14028
train7119,-0.59628,0.68314,-0.18748,-0.14163,2.0701,-0.27341,-1.3975,0.9744,-1.1902,0.41694
train7120,-1.6741,0.63294,-0.49406,-0.21545,0.73152,-0.31793,-0.97918,0.28717,-0.88823,0.28265
train7121,-1.4227,0.49309,-0.002454,-0.38574,1.0425,0.16999,-0.70548,-0.26785,-0.66103,0.4332
train7122,-1.2543,0.32677,-0.21049,-0.29062,1.9207,0.20056,-1.4503,0.26797,-1.2783,0.21365
train7123,-1.7505,1.1545,-0.12478,-0.81369,1.4511,0.57348,-2.2582,0.18725,-0.09566,0.26907
train7124,-1.2444,0.31345,-0.17961,0.18507,1.3895,-0.037751,-1.9818,0.061606,-0.29788,-0.40511
train7125,-0.75376,0.73978,-0.15734,-0.13216,0.36511,0.11813,-0.91611,-0.51496,-0.39758,0.11226
train7126,-0.8927,0.57977,-0.1285,0.013878,0.85351,0.01731,-1.3396,0.12397,-0.67076,-0.11949
train7127,-0.91616,0.841,-0.104,-0.16158,0.3676,0.42124,-1.4025,-0.17627,-0.53223,0.075176
train7128,-1.5893,0.81088,-0.31095,-0.17516,1.8756,0.17151,-2.4084,0.030856,-0.75866,0.015874
train7129,-0.76275,0.44013,-0.26659,-0.23434,0.62553,0.15552,-0.98951,0.15801,-0.60022,-0.0071382
train7130,-0.47802,0.44684,0.24216,0.29475,0.1583,-0.04546,-0.85616,-0.34645,-0.18102,0.24036
train7131,-1.0881,0.55625,-0.29883,-0.051356,1.0357,0.070972,-1.3746,0.29991,-0.67911,-0.068354
train7132,-1.2511,0.41458,-0.10238,-0.2514,0.67867,-0.06874,-0.98034,0.12124,-0.42923,-0.11312
train7133,-1.7386,0.38401,-0.50708,-0.11138,1.4947,-0.060749,-2.2553,-0.19569,-0.35085,0.19171
train7134,-0.39171,0.36048,-0.021439,0.1162,0.40224,0.18879,-0.67834,-0.16723,-0.27686,0.16169
train7135,-1.2455,0.45116,0.046752,-0.3912,0.82612,0.21288,-0.88007,-0.096362,-0.41606,0.22436
train7136,-0.8578,0.13476,0.17668,-0.13082,0.80648,0.1845,-0.1789,0.19964,-0.37184,-0.70847
train7137,-1.4228,1.0453,-0.35854,-0.077937,1.1456,0.4436,-1.4937,0.07184,-0.36458,0.17104
train7138,-2.0036,1.1956,-0.077977,-0.34685,1.4132,0.44059,-2.2464,0.82338,-0.84337,0.24707
train7139,-1.0484,0.67874,-0.34804,-0.0084803,0.85284,0.099385,-1.0393,0.33339,-0.76379,0.20747
train7140,-1.0918,0.39223,0.1682,-0.37409,1.2016,0.17953,-0.80447,0.25855,-0.62693,0.089276
train7141,-1.1965,0.60895,-0.23768,0.17477,0.65925,0.055512,-1.1395,-0.095675,-0.3206,0.106
train7142,-1.4373,0.52628,0.010722,-0.47087,0.99042,0.21983,-0.82457,0.070354,-0.49644,0.31353
train7143,-1.1006,0.58459,-0.19673,-0.05207,1.4657,0.6115,-1.4515,0.38223,-0.84534,-0.15636
train7144,-0.79863,0.4316,-0.22321,0.19927,0.70723,-0.06768,-1.473,0.51187,-0.62597,-0.21695
train7145,-1.2524,0.49656,0.038563,-0.33081,1.0292,0.20956,-1.037,0.10994,-0.4483,0.19329
train7146,-1.7726,0.1844,-0.7152,0.25177,0.8817,-0.023975,-1.6228,0.20963,-0.06594,0.25719
train7147,-1.0131,0.33815,0.03482,0.14269,1.2418,0.1512,-1.6173,-0.01015,-0.38841,-0.30297
train7148,-1.2488,0.68154,-0.29136,-0.072748,0.84694,0.29377,-1.2924,-0.0010998,-0.45809,0.056503
train7149,-0.756,0.79602,0.38144,-0.14001,0.31223,0.35139,-1.4937,-0.64546,-0.34182,-0.091455
train7150,-0.85624,0.84689,-0.19758,-0.29163,1.1202,0.362,-1.4376,0.30424,-0.5995,0.10476
train7151,-0.9447,0.85272,-0.22081,-0.11877,0.79497,0.23082,-1.0153,0.44856,-0.7102,0.10168
train7152,-0.61624,0.80777,-0.55329,0.0059408,0.60547,0.084814,-0.33516,0.7804,-0.67262,0.26291
train7153,-0.63042,0.70777,0.028136,-0.31391,-0.016445,-0.059178,-1.0867,-0.34657,-0.17729,0.068783
train7154,-1.3447,0.49437,0.11171,-0.22078,0.6345,-0.18072,-1.147,-0.097072,-0.57007,0.46702
train7155,-1.2028,1.2798,-0.28454,-0.19665,1.161,0.31101,-0.64283,-0.24386,0.10561,0.027845
train7156,-1.0666,-0.034465,-0.3057,0.041722,1.1091,-0.17047,-1.8959,0.3736,0.20437,0.012402
train7157,-1.2611,0.61783,0.44465,-0.19983,0.54816,0.42553,-1.083,-0.75473,-0.38526,-0.061657
train7158,-1.9003,0.64293,-0.16123,-0.1418,0.81712,0.057201,-1.674,0.37257,-0.5891,0.022722
train7159,-1.3624,0.40867,0.025797,-0.48104,1.0046,0.17344,-0.80956,-0.20622,-0.55354,0.31563
train7160,-0.89174,1.0481,-0.3931,-0.33573,1.2145,0.34525,-0.68743,-0.11043,-0.18307,0.34575
train7161,-0.85127,0.74821,-0.049087,-0.39708,0.75795,0.13204,-0.64707,0.18134,-0.81159,0.12857
train7162,-0.50093,0.74307,-0.71312,-0.12204,0.83779,0.028199,-0.42126,1.0523,-0.63857,0.33248
train7163,-1.487,1.2312,-0.41195,-0.22799,1.3206,0.34191,-1.7125,0.11741,0.40217,0.34149
train7164,-1.5898,1.0523,-0.38479,-0.14553,1.3863,0.47184,-1.3497,0.041529,-0.61281,-0.11441
train7165,-1.0193,0.53102,-0.2625,-0.18247,0.89106,0.085677,-0.66364,0.35772,-0.84006,0.4046
train7166,-0.81612,0.46646,0.00018263,1.0269,0.47638,-0.096494,-0.68925,-0.012315,-0.19219,0.40606
train7167,-0.84904,0.32809,-0.16789,0.5498,0.7172,0.088602,-1.3021,0.30478,-0.24291,0.20995
train7168,-0.67147,0.60481,-0.18427,0.23074,0.71299,-0.10595,-1.5787,0.11462,-0.71785,-0.26027
train7169,-0.32594,0.66345,-0.63923,-0.18332,1.0994,0.087264,-0.50565,0.51123,-0.19212,0.1625
train7170,-0.99522,0.67488,-0.43365,-0.097688,1.0817,0.41049,-1.0928,0.28892,-0.43457,-0.07456
train7171,-0.65315,0.43765,-0.64544,0.051228,0.71523,-0.20943,-1.2723,0.80636,-1.0583,0.1372
train7172,-1.4542,0.49765,-0.5094,-0.074306,1.5381,-0.050851,-2.5078,0.37043,-1.0946,-0.036029
train7173,-0.91586,0.70178,-0.96366,-0.27865,0.3932,-0.07881,-0.8913,1.3551,-0.82792,0.44913
train7174,-1.1247,0.29314,-0.28478,0.023402,1.2446,-0.36992,-1.6619,-0.10247,-0.98568,0.21125
train7175,-1.3617,0.31927,-0.70143,-0.46762,1.1418,0.88131,-1.3619,0.40891,-0.12942,-0.008877
train7176,-1.1548,0.78326,-0.29088,-0.15327,1.0357,0.29755,-1.2048,0.20641,-0.51999,0.28414
train7177,-1.3378,0.73914,0.28287,-0.82122,1.0142,0.60387,-0.97009,0.27678,-0.54194,0.058985
train7178,-1.0632,0.71366,-0.37366,-0.17473,1.1441,-0.062992,-1.1708,0.52397,-0.91268,0.36292
train7179,-0.77778,0.33289,-0.27038,0.1035,1.7748,0.25803,-1.2399,0.75146,-0.87928,-0.2303
train7180,-1.402,0.033469,0.034404,-0.41717,0.95989,0.049798,-0.76405,0.31857,-0.69981,0.082821
train7181,-1.3373,0.66748,-0.34119,-0.13659,0.97128,0.0086536,-1.8214,-0.11667,-0.012263,-0.10492
train7182,-0.88073,0.47244,-0.72777,-0.46047,0.94199,0.56612,-1.304,0.40978,-1.3688,0.40274
train7183,-1.5136,0.83881,-0.10454,-0.44987,0.98899,0.45261,-1.9977,0.81968,-0.45234,0.46063
train7184,0.063431,1.013,0.37796,-0.72695,0.90159,-0.18877,-1.2196,0.1556,-0.72378,0.46883
train7185,-0.60128,0.86908,-0.60964,0.21483,0.89545,0.29388,-0.78233,0.71755,-0.023612,-0.59852
train7186,-1.849,0.040724,-0.76586,0.069922,1.064,0.31703,-1.9016,0.34506,-0.30648,0.028428
train7187,-0.94767,0.74507,-0.22384,0.16279,1.4202,0.25215,-1.2739,0.51908,-0.47803,0.05047
train7188,-0.75575,0.66883,-0.20851,-0.12238,1.2193,-0.42996,-1.1694,-0.76028,-1.2346,0.1326
train7189,-0.87594,0.63316,-0.10697,-0.23919,0.94438,0.20139,-1.2868,0.31181,-0.702,0.045423
train7190,-0.83795,-0.032842,-0.40305,-0.61805,0.7216,0.26364,-1.3046,0.042011,0.58761,-0.28652
train7191,-0.60547,0.14381,-0.40881,-0.075276,0.65698,-0.1227,-0.60003,0.16906,-0.33776,0.11537
train7192,-1.0172,0.38456,-0.037686,0.40054,0.96907,0.16151,-1.5515,-0.20038,-0.15063,0.27243
train7193,-0.9804,0.20538,-0.63211,-0.34132,0.40561,0.37131,-1.0152,0.061072,-0.90005,0.029744
train7194,-1.5543,1.274,-0.20382,-0.53635,1.4743,0.60089,-1.6628,0.5964,-0.21855,0.51461
train7195,-1.3135,1.0159,-0.26799,-0.11167,1.1666,0.34392,-1.8502,0.37945,-0.39272,0.24051
train7196,-1.0766,1.2525,-0.34696,-0.5434,0.73526,0.42496,-1.1579,0.39947,-0.68598,0.20744
train7197,-1.3397,0.54982,-0.8423,-0.44325,1.1973,0.60074,-1.3344,0.58736,-1.5029,-0.11278
train7198,-1.2904,0.73646,-0.27575,0.051373,1.4596,0.29843,-1.7418,0.31467,-0.1639,-0.22619
train7199,-0.58819,0.5602,0.044994,0.52048,0.33869,0.21422,-0.78929,-0.43794,0.0012292,0.3732
train7200,-1.385,0.45067,0.047452,-0.3925,0.88642,0.23131,-0.71342,0.079764,-0.50666,0.31171
train7201,-1.9075,1.0211,-0.39391,-0.097291,1.3002,0.56125,-1.8903,0.15743,-0.69434,0.10541
train7202,-1.5435,0.69321,-0.44739,0.24955,1.0477,0.13355,-1.4266,-0.29507,-0.39687,-0.10262
train7203,-1.1114,0.96762,-0.57378,-0.10868,0.42859,0.32988,-0.85186,0.30997,-0.41408,-0.18975
train7204,-1.5133,1.1204,-0.58932,-0.37373,1.7752,0.27707,-1.8805,0.65265,-1.3243,-0.10224
train7205,-1.879,1.3497,-0.2755,-0.26549,1.4171,0.40404,-2.1915,0.62148,-0.35331,0.53517
train7206,-0.87473,0.80746,-0.35364,-0.14437,0.9806,0.4569,-0.67503,0.12892,-0.15943,0.001476
train7207,-1.1071,0.52795,-0.20214,-0.18291,1.1653,0.18157,-1.7432,0.0027113,-0.54955,-0.14259
train7208,-0.73234,0.71021,-0.70623,-0.50333,0.50562,0.0029893,-0.53051,0.76905,-1.185,0.58317
train7209,-1.3533,0.83967,-0.031872,-0.064522,1.5106,0.21008,-2.1797,-0.060176,-0.57682,-0.10097
train7210,-2.0539,0.55212,-0.65798,0.34405,0.76386,-0.28162,-1.2927,-0.22169,-0.32153,-0.064899
train7211,-0.40211,0.92006,-0.41896,-0.47956,0.57914,0.13822,-0.63762,0.42064,-0.60914,-0.16034
train7212,-1.0114,0.79514,-0.13053,-0.13211,1.0505,0.25638,-1.1665,0.13234,-0.43461,-0.033085
train7213,-0.92051,0.90213,-0.073813,-0.17533,1.1395,0.29571,-1.1634,0.23547,-0.49023,0.054331
train7214,-2.1113,1.0274,-0.23335,0.31435,1.1036,-0.30776,-1.9658,-0.24832,-0.7299,0.2196
train7215,-0.62987,0.61563,-0.10262,-0.35108,0.81025,0.22896,-0.89272,0.32562,-0.42362,0.091477
train7216,-0.51058,0.054169,0.3251,0.063281,0.6069,0.30083,0.0057127,-0.052888,-0.25616,-0.69218
train7217,-0.82546,0.62516,-0.21249,-0.35385,0.64189,0.0050442,-0.34134,0.22147,-0.92721,0.1146
train7218,-0.81599,0.69503,-0.2352,-0.13873,0.80575,0.15508,-0.89335,0.37661,-0.79292,0.12941
train7219,-0.67103,1.1782,0.26341,0.583,0.65009,-0.032079,-1.1099,-0.83894,-0.50635,-0.0013683
train7220,-1.0236,0.78291,0.052567,-0.066829,0.37322,0.57553,-1.4926,-0.4308,-0.42644,0.1133
train7221,-1.0696,0.50898,-0.33307,-0.13543,0.78125,0.18664,-1.1539,0.18059,-0.51899,0.1109
train7222,-1.1794,0.88243,-0.57573,-0.32577,1.1703,0.53919,-1.2226,0.21025,-0.020106,0.24785
train7223,-1.3189,1.0244,-0.35154,0.060546,0.97012,0.7431,-0.96381,-0.13292,-0.099871,-0.22443
train7224,-0.67951,0.9182,-0.17904,-0.42825,0.87425,0.36952,-1.0174,0.378,-0.76601,-0.042219
train7225,-1.0568,0.67806,-0.13177,-0.015245,1.2859,0.5782,-1.6317,0.14736,-1.0012,-0.15961
train7226,-1.1193,0.72521,-0.24555,-9.03E-05,0.65718,-0.064176,-1.077,-0.34558,-0.30853,0.18884
train7227,-1.8509,0.50038,-0.55526,-0.10648,0.89772,0.4523,-1.9881,0.0049415,-0.047919,-0.32806
train7228,-0.97267,0.41618,-0.40403,-0.077328,1.2865,-0.18915,-1.2365,0.27291,0.046467,-0.14391
train7229,-1.2963,0.56906,-0.14803,-0.12718,1.2062,0.084802,-1.3202,0.012055,-0.55905,-0.22761
train7230,-0.58279,0.77989,-0.11124,0.038767,0.50608,-0.057308,-1.0774,0.20648,-0.30628,0.54962
train7231,-0.63925,1.2546,-0.036707,-0.12053,1.5776,0.48754,-0.54793,-0.13052,-0.45195,-0.47524
train7232,-1.0884,0.68184,-0.17948,-0.19864,0.99182,0.25078,-1.2392,0.25261,-0.55624,-0.052881
train7233,-0.74497,0.71847,0.016263,-0.21389,1.1332,0.15143,-1.7399,0.20995,-1.0879,-0.008432
train7234,-1.3861,0.19529,-0.34208,-0.26606,1.5111,-0.00073769,-1.9709,-0.060044,0.076157,-0.21773
train7235,-1.4945,0.93606,-0.20557,0.247,0.8249,0.10055,-1.5037,-0.32022,-0.30295,0.16267
train7236,-0.89553,0.51541,-0.25572,-0.21577,0.73855,0.048109,-1.0131,0.17713,-0.44373,0.0015228
train7237,-1.4355,0.53457,0.011356,-0.46831,0.99498,0.22645,-0.85763,0.090484,-0.49389,0.29878
train7238,-1.4323,0.80568,-0.5513,0.11442,0.78719,0.11942,-1.1156,0.46225,-0.71936,0.13403
train7239,-1.4011,0.84605,-0.33328,-0.22965,1.1508,0.18093,-1.5647,-0.10755,0.17296,-0.25507
train7240,-0.83839,0.048723,0.25984,-0.072554,0.45495,0.020068,-0.50173,0.087662,-0.46489,-0.39048
train7241,-0.63531,0.49522,-0.3606,0.14213,0.75527,-0.15673,-0.34558,0.6204,-0.8061,-0.20048
train7242,-2.1912,1.2698,0.11167,-0.25614,1.7199,0.35668,-2.5057,0.7115,-0.98529,0.069976
train7243,-0.87528,0.32797,-0.52298,-0.024708,0.44178,0.32673,-0.71587,-0.099325,-0.16191,-0.3585
train7244,-0.80429,0.60022,-0.54826,0.0047078,0.52168,0.048932,-0.51772,0.58285,-0.76232,0.064408
train7245,-1.1648,0.28094,-0.28537,0.26437,1.0159,0.047533,-1.6295,0.047423,-0.25553,-0.36982
train7246,-1.3866,0.66734,-0.36049,-0.4087,1.9227,0.33365,-2.4764,0.11432,-0.90275,-0.37733
train7247,-0.79837,0.66323,0.045665,-0.19776,1.2669,0.29196,-2.0687,0.61064,-0.49963,0.093374
train7248,-0.59264,0.44393,-0.19865,0.031361,1.1768,0.15771,-1.2396,0.3466,-0.23819,-0.72726
train7249,-0.68436,1.1319,0.18154,-0.39301,0.069853,0.46652,-1.3337,-0.35635,-0.31701,0.14076
train7250,-1.0445,0.019478,-0.26853,-0.28027,1.1641,0.015625,-1.6489,0.098665,0.22907,-0.16924
train7251,-0.56165,0.4037,0.41775,-0.45069,0.87444,-0.037134,-0.33577,0.17095,-0.23516,-0.39639
train7252,-0.8592,0.53213,0.014037,0.06881,0.97256,-0.21753,-1.177,0.099065,-0.1589,0.17013
train7253,-1.0368,0.59792,-0.44149,0.24165,1.1669,0.11235,-2.0536,0.44596,-0.88548,-0.42443
train7254,-0.37277,0.27451,0.052182,0.21956,0.27592,0.21087,-0.60548,-0.25241,-0.26464,0.3277
train7255,-0.56562,0.50829,-0.98874,-0.12158,0.25548,-0.19435,-0.14053,1.2034,-0.79264,0.22893
train7256,-0.62353,0.15435,-0.10634,-0.1524,-0.038094,0.074498,0.16763,0.30533,-0.24658,-0.37162
train7257,-1.302,0.8089,-0.41315,-0.3625,1.1364,0.22164,-1.6099,0.36332,-0.60362,0.026112
train7258,-2.1093,0.70879,-0.51187,-0.076166,1.0364,-0.19234,-2.2236,-0.35545,-0.55443,0.27406
train7259,-1.1428,0.5531,-0.26497,-0.064071,1.0882,-0.070375,-1.4067,0.41203,-0.52533,0.027851
train7260,-0.34135,1.1667,-0.35255,0.17177,1.0258,0.39083,-0.086429,0.089977,0.065531,-0.33389
train7261,-0.97362,0.64206,-0.88081,-0.19347,0.7953,0.030906,-0.54256,0.94044,-1.2862,0.16294
train7262,-0.49287,0.30181,0.26659,-0.14752,1.1826,0.10323,-0.71571,-0.35024,-0.96844,-0.08953
train7263,-1.4422,0.50297,-0.49969,0.14089,1.3456,-0.038822,-1.6427,-0.040297,0.22527,-0.10826
train7264,-1.4694,0.64412,-0.31794,-0.35348,2.2639,0.89343,-1.8778,0.75966,-1.525,-0.5006
train7265,-1.6142,0.93713,-0.38674,-0.28862,1.079,0.45736,-1.6172,0.27439,-0.19327,0.33916
train7266,-1.0513,0.49865,-0.63377,-0.18722,0.87954,-0.046788,-1.6677,0.71545,-1.2112,0.054319
train7267,-1.6349,0.22521,-0.31333,0.80701,0.65133,-0.29213,-1.177,-0.29466,-0.050184,0.1332
train7268,-1.4596,0.85132,-0.22645,-0.092858,1.2163,0.37531,-1.7249,0.058535,-0.8115,-0.025812
train7269,-1.4931,0.59503,-0.71883,-0.085564,1.0396,0.32029,-1.6803,0.017525,-1.2762,-0.34122
train7270,-1.139,0.58629,-0.11251,-0.011671,1.6266,0.60724,-1.5044,0.37796,-0.93913,-0.22349
train7271,-0.68385,0.61958,0.24413,-0.28988,1.0108,-0.0013468,-1.6522,0.081946,-1.137,0.012037
train7272,-0.41198,0.79777,-0.073329,0.24226,0.85062,0.13187,-1.0712,0.13499,-0.55742,-0.56254
train7273,-0.43923,0.45347,-0.070586,0.59039,0.54412,0.13237,-0.67224,0.017213,0.028473,0.28923
train7274,-1.7963,0.75847,-0.091305,0.58305,1.0528,-0.098552,-1.9072,-0.019471,-0.47658,0.33747
train7275,-1.1433,0.91862,-0.32108,-0.6148,1.265,0.62131,-1.796,-0.0098877,0.31035,-0.34892
train7276,-0.92681,1.3111,-0.2737,-0.28636,1.1982,0.11404,-0.83844,-0.21802,0.18668,-0.046838
train7277,-0.83664,0.86858,-0.30386,-0.071289,0.67263,0.31229,-0.72466,0.53772,-0.52002,0.096438
train7278,-0.64985,0.73953,-0.26691,-0.14751,0.27893,0.050039,-0.60781,0.41831,-0.59311,0.23399
train7279,-0.44677,0.5899,-0.86959,0.0020988,0.3616,-0.23193,-0.16634,1.1885,-0.9735,0.24968
train7280,-1.3753,0.79472,-0.13365,0.13356,0.73224,0.19429,-1.0584,-0.0021782,-0.14615,-0.30374
train7281,-1.3638,0.58662,0.32011,-0.13227,0.82871,0.077593,-1.1073,-0.17926,-0.70955,-0.39631
train7282,-0.50845,0.5521,-0.50133,0.083414,0.8882,0.0033533,-0.63051,0.38426,-0.31932,-0.21178
train7283,-1.5162,0.8391,-0.30772,-0.17357,1.5528,0.21298,-1.9564,0.17059,-0.44415,0.022413
train7284,-1.474,0.66714,-0.6044,-0.1761,0.95956,0.33934,-1.5248,-0.00097303,-0.87468,-0.14155
train7285,-0.60099,0.59057,-0.27917,0.33099,0.44066,0.10945,-0.65673,0.30715,-0.37408,0.20501
train7286,-1.081,0.68658,-0.041685,-0.41168,0.76015,0.25338,-1.6808,-0.12584,-0.53589,-0.013918
train7287,-1.2785,0.52602,-0.2437,-0.25226,0.68638,0.34443,-1.4607,0.53784,-0.2673,0.35628
train7288,-0.54616,0.35774,0.013561,0.14382,0.36189,0.052222,-0.53912,-0.17064,-0.29441,0.28531
train7289,-0.80524,0.34265,-0.60204,-0.23021,0.65521,-0.17238,-0.62009,0.64745,-0.67274,0.23797
train7290,-0.96293,0.62256,-0.20963,-0.095613,0.78779,0.23542,-1.1626,0.17208,-0.48108,0.078764
train7291,-2.1745,0.88861,-0.61693,0.024972,1.056,0.49329,-2.1235,-0.39176,-0.71584,-0.032944
train7292,-1.428,0.83998,-0.60081,-0.18261,1.0845,0.72675,-1.2923,-0.15575,-0.74172,-0.2755
train7293,-0.79172,0.96796,-0.51815,-0.19303,0.66717,0.27804,-0.54282,0.64115,-0.90871,0.023789
train7294,-1.2595,0.59637,-0.13945,-0.0076286,1.3713,0.19933,-1.9178,0.14298,-0.347,-0.061097
train7295,-1.8745,0.92508,-0.57594,-0.36001,1.6403,0.24014,-2.3234,0.21828,-0.7873,0.10279
train7296,-0.67978,0.65369,-0.44636,-0.13856,0.47331,0.38313,-0.58947,0.41091,-0.48029,0.26024
train7297,-0.67129,0.71794,-0.30102,0.16309,0.44053,0.053831,-0.64739,-0.56665,0.24852,0.52653
train7298,-1.1059,0.18045,-0.63364,0.083715,0.16528,0.15245,-0.78244,-0.24198,-0.33201,-0.11951
train7299,-0.69118,0.46208,-0.13393,-0.10556,1.0952,0.10829,-0.66325,0.57311,-0.54692,-0.27123
train7300,-0.99838,-0.047116,-0.29852,-0.36392,1.3882,-0.052688,-1.6367,-0.0044484,0.30588,-0.34801
train7301,-1.6348,0.348,-0.0089797,-0.38348,0.97495,0.022709,-0.78396,0.031393,-0.53866,0.1529
train7302,-1.5191,0.80075,-0.59551,-0.13667,1.0217,0.15427,-1.5184,0.24104,-0.47756,0.04875
train7303,-1.1328,0.421,-0.26019,-0.076029,1.378,0.19906,-1.2639,0.36102,-0.95524,-0.27471
train7304,-1.0552,0.51143,-0.079489,-0.13737,1.1349,0.10623,-1.4054,-0.053397,-0.44854,-0.093593
train7305,-0.99578,0.9465,0.18713,-0.068766,1.2585,0.32645,-1.2014,-0.20943,0.28312,-0.44033
train7306,-1.0133,0.7084,0.056221,-0.31854,0.92772,-0.24151,-1.1582,-0.19206,-1.0598,0.075952
train7307,-1.3859,1.1138,-0.45323,-0.54017,1.5958,0.4984,-1.7849,0.33031,-0.42991,0.149
train7308,-0.66355,0.70114,-0.12026,-0.24032,0.85999,0.060647,-1.0923,0.17808,-0.74287,0.024195
train7309,-0.77945,0.90615,-0.32955,-0.22066,0.68116,0.27657,-0.70792,0.41282,-0.83219,-0.077862
train7310,-1.2188,0.037689,-0.89919,-0.062776,0.11486,0.35104,-0.84028,-0.1808,-0.59608,-0.16875
train7311,-0.82577,0.42253,-0.7175,-0.2645,0.64823,0.032885,-0.97387,0.065056,-0.08733,0.46444
train7312,-1.1867,0.37222,-0.3884,-0.28796,1.5414,0.35886,-1.5725,0.6581,-0.66101,-0.088095
train7313,-0.98387,0.54141,-0.26533,-0.42966,0.72303,0.38519,-1.25,0.40601,-0.25632,0.46006
train7314,-0.6031,0.94014,-0.079244,-0.1772,0.011281,0.28956,-1.0521,-0.048897,-0.56832,0.14608
train7315,-1.3024,0.3819,-0.41307,-0.35837,1.146,-0.038659,-2.0381,0.18836,-0.40772,-0.045251
train7316,-0.70202,1.0522,-0.24823,-0.14055,0.98332,0.35634,-0.50719,-0.095151,0.030197,-0.11936
train7317,-0.9923,0.96716,-0.024993,-0.18712,0.41874,0.56447,-1.4364,-0.5334,-0.31717,0.14781
train7318,-0.98757,0.70838,0.14974,-0.16812,0.95498,0.014226,-1.1051,0.24972,-0.30085,0.29568
train7319,-1.1075,1.1556,-0.38542,-0.14036,0.61775,0.16444,-1.684,0.67109,-0.92764,0.020659
train7320,-0.85767,0.63806,-0.75727,-0.3443,0.53159,0.094058,-0.55428,0.65853,-1.1231,0.29534
train7321,-0.40753,0.77597,0.10861,-0.3681,2.2096,0.45284,-1.3301,0.66339,-1.0403,-0.13037
train7322,-1.2019,0.35215,0.080024,-0.46639,1.2841,0.059777,-0.85299,-0.067239,-0.80575,0.30339
train7323,-0.36384,0.3621,0.025406,0.25001,0.41808,0.26004,-0.82283,-0.22498,-0.22183,0.27401
train7324,-0.82384,0.46773,-0.2682,-0.21553,1.0414,-0.35375,-1.1992,0.29585,-0.64653,-0.21517
train7325,-1.672,0.39413,-0.049619,-0.48776,1.1359,-0.013182,-1.0819,-0.21311,-0.66072,0.22079
train7326,-0.30511,0.19325,-0.60277,0.14086,0.18399,-0.15746,-0.31042,0.75411,-0.44509,0.29407
train7327,-0.42811,0.78804,-0.46629,-0.23022,0.96341,-0.13578,-0.69438,0.42996,-0.15929,0.33482
train7328,-1.4792,0.55894,-0.20739,0.064119,1.3981,0.11309,-2.425,0.97126,-1.054,-0.1435
train7329,-1.4953,0.86707,-0.074249,-0.014925,1.5077,-0.56353,-2.0402,0.33946,-0.1808,-0.29849
train7330,-0.76838,0.51871,-0.026209,-0.25847,0.574,0.14744,-1.1165,-0.09425,-0.15951,-0.094711
train7331,-0.89477,0.82364,-0.23,-0.030798,0.63919,-0.21975,-1.0055,0.19958,-0.30379,0.36868
train7332,-1.2905,0.75439,-0.39665,-0.2692,1.3314,0.19585,-1.4279,-0.085843,-0.2429,0.26
train7333,-0.93828,0.66362,0.0010656,-0.49619,0.70715,0.32965,-0.70526,0.56108,-0.1267,-0.125
train7334,-0.98036,0.48323,-0.10293,0.067239,0.7746,-0.019809,-1.4044,0.35752,-0.96441,0.075052
train7335,-1.7557,0.69963,-0.59172,-0.2209,1.4969,0.47873,-1.7596,0.44605,-1.0508,-0.1978
train7336,-0.49682,0.45411,-0.19373,0.15051,0.57061,0.25335,-0.96662,0.059315,-0.21682,0.2962
train7337,-0.74556,0.92587,-0.011075,-0.55641,1.5142,0.36236,-1.6542,-0.19242,-0.58237,-0.065743
train7338,-1.167,1.176,-0.34356,-0.38244,1.6285,0.46786,-1.6081,0.44249,-0.2244,0.21196
train7339,-1.8098,0.90862,-0.6845,-0.2103,1.6519,0.2974,-2.5279,0.73293,-1.3025,0.23384
train7340,-0.8646,0.93192,-0.1379,-0.0091639,0.91735,0.19063,-0.77663,0.22817,-0.34973,0.056588
