SampleID,Auto PIT 10 05 1,Auto PIT 10 05 2,Auto PIT 10 05 3,Auto PIT 10 05 4,Auto PIT 10 05 5
train1812,-1.1915,-1.7347,0.73978,-0.9352,-0.13224
train1813,-0.3847,1.0118,0.12917,-0.42574,0.49911
train1814,0.9627,1.489,0.30085,-0.63901,0.84228
train1815,-0.29902,-0.21564,-0.13377,0.015953,-0.031884
train1816,-0.47875,-0.14531,-0.46793,0.28522,0.54466
train1817,2.1592,0.056082,0.61512,-0.58468,-0.2059
train1818,0.4377,0.97948,0.36616,-0.22431,-1.5548
train1819,0.33995,0.11466,-0.24999,0.24435,-0.22152
train1820,-1.9057,0.39541,1.1727,-1.5352,0.88158
train1821,-0.39619,-0.038769,-0.40278,-0.01875,-0.14601
train1822,0.12264,-0.12502,0.066861,0.16161,-0.00078058
train1823,0.61967,0.44549,0.0075787,-0.39652,-0.024042
train1824,-0.11584,-0.39772,0.22194,-1.0354,-0.51683
train1825,-2.5098,0.63907,-4.2461,-1.3641,-0.064414
train1826,1.5496,-0.13459,-0.33528,-1.9111,0.68016
train1827,0.38319,2.929,-0.15111,-0.41977,1.2056
train1828,0.82525,0.53444,-0.45409,0.82973,-0.50406
train1829,-0.23599,-0.037192,-0.025523,0.077577,0.19611
train1830,-3.0129,0.14093,1.3151,-1.8739,1.4808
train1831,0.573,-0.34406,0.59292,0.34522,-0.30994
train1832,0.3198,1.8979,2.1909,-0.090156,2.2256
train1833,-2.2129,-2.2506,1.202,-0.9568,-0.046712
train1834,-0.069875,0.38039,0.11436,-0.31786,-0.71837
train1835,-0.23289,0.31454,-0.25565,0.12213,0.3248
train1836,0.55968,-0.43831,-0.17895,0.27022,0.34281
train1837,-1.312,-0.20017,-1.3922,-0.80136,-0.12216
train1838,0.44395,-0.14024,0.41354,-0.27578,-0.3672
train1839,-0.2243,-0.31571,-0.064643,-0.90728,-0.71972
train1840,-0.54508,-0.97024,0.41352,-0.75957,0.38185
train1841,1.5275,0.67251,-0.66949,0.79533,0.11381
train1842,0.4778,-0.97503,-0.035472,-0.11931,-0.43381
train1843,0.22418,0.78218,0.81129,-0.75136,-1.8993
train1844,0.78397,1.5517,-0.96658,-0.56005,0.7791
train1845,-3.095,-2.8653,1.6515,-1.7495,-0.0667
train1846,0.12374,-0.454,-0.37378,0.58848,0.983
train1847,-0.37632,-0.30983,-0.14552,0.0084294,0.38084
train1848,1.2397,-0.29129,-0.11262,1.0232,0.86759
train1849,0.13298,0.38209,-0.14805,0.084633,0.023582
train1850,-3.169,-3.6052,1.7727,-1.0579,0.027957
train1851,-0.70576,-0.093642,-0.65951,-0.56397,-0.014092
train1852,1.6126,-0.92682,-0.26454,-0.46203,-0.41829
train1853,0.43153,-0.71445,-0.38969,0.34627,1.2305
train1854,-0.48644,-0.45268,-0.095182,-0.034603,-0.12472
train1855,0.092683,0.67351,0.012796,-0.20107,-0.3414
train1856,-0.94382,0.087299,-0.42606,-0.070513,0.21893
train1857,-1.4512,0.60534,-1.8424,1.352,0.10976
train1858,-2.3252,0.14615,1.3808,-1.4154,1.2285
train1859,0.17012,0.42012,0.43637,0.62046,0.7992
train1860,-0.33198,0.095296,0.15541,-0.18402,0.012015
train1861,-1.4149,-2.8054,1.2341,-0.78417,-0.66661
train1862,0.5815,0.16569,0.63449,0.0059137,1.074
train1863,-0.28465,0.99949,-0.054472,-0.91837,-1.7506
train1864,-2.3543,1.4643,-2.3989,1.584,0.0054349
train1865,0.62271,2.5727,-1.5306,0.20579,-0.52199
train1866,0.74797,3.8139,0.64189,-0.14298,0.95588
train1867,-2.5288,0.46448,-2.5188,-0.17493,0.17349
train1868,0.87437,-0.2687,-0.40068,1.3389,-0.68526
train1869,-2.2473,0.61073,-3.9596,-1.3192,0.24671
train1870,-0.27697,-0.58117,0.37059,-0.3203,0.0078849
train1871,-0.54782,-0.32994,-0.27456,0.10051,-0.075254
train1872,-1.9693,0.82654,-3.5293,-0.98191,-0.47519
train1873,-0.87666,-0.39432,-0.22319,0.036816,0.1241
train1874,0.33205,1.0447,0.043949,-0.7756,-1.3124
train1875,0.372,0.25007,1.9541,-0.080489,0.73801
train1876,-0.38132,1.8036,-3.7442,-1.7566,0.39995
train1877,0.78419,-0.54742,1.2455,1.4131,-0.16298
train1878,0.78924,-0.29517,-0.1633,0.83899,-0.44744
train1879,-0.36355,-0.22746,-1.3259,-1.6816,0.68063
train1880,2.2824,-0.56682,0.17581,-0.741,0.23262
train1881,0.62287,0.20355,0.0045367,0.4552,0.33369
train1882,0.2502,0.69189,2.0462,-0.89487,1.1261
train1883,-1.3892,-0.86762,0.18403,-0.61038,0.0098335
train1884,0.20244,0.36968,-0.27021,0.15162,0.060251
train1885,0.81857,-0.49662,-0.22797,-0.2562,0.041872
train1886,-2.4184,1.0661,-3.386,0.059617,-0.81198
train1887,-2.4352,0.57016,-1.6885,1.0533,0.27602
train1888,0.47695,0.5018,0.32315,0.1201,0.13936
train1889,-0.92099,0.89201,-1.1051,0.40352,-1.2572
train1890,-0.41258,-0.15345,-1.1714,-0.45136,0.95901
train1891,-1.2734,0.90416,-0.73732,0.95359,-0.80518
train1892,-0.59343,0.0039604,-0.071847,-0.11147,0.13597
train1893,-2.2282,-2.594,2.1237,-2.0377,0.49465
train1894,0.045162,0.95295,0.83995,0.08223,0.61295
train1895,-0.6731,0.41954,-0.78724,0.73839,0.068289
train1896,0.068001,-0.13635,0.60937,1.3133,0.37993
train1897,-0.40856,0.081232,0.34001,-0.11679,-0.12926
train1898,0.34527,-0.7161,-0.31244,0.36507,0.8779
train1899,-0.47392,0.0144,-0.027883,-0.12159,0.09952
train1900,0.61512,-0.98974,-0.25499,1.5178,-1.2473
train1901,0.81992,0.13532,-0.73063,0.88754,-0.26718
train1902,0.59071,1.8629,0.095332,-0.20199,0.41471
train1903,-1.5552,0.24773,-1.8671,-0.60514,-0.32831
train1904,-0.20301,0.27799,0.016654,-0.35629,-1.096
train1905,-0.92495,0.52302,-0.76313,0.40509,-0.55866
train1906,-0.052458,0.58399,-1.3531,-1.1723,0.19998
train1907,1.1424,-0.42355,0.28123,0.011981,1.2476
train1908,1.0142,-0.35112,0.75438,0.93998,1.815
train1909,-2.3855,-2.5528,1.1161,-1.0925,0.21399
train1910,-0.31286,-0.22667,0.092902,0.93041,0.37057
train1911,-2.1047,-2.2067,0.91366,-1.9662,0.49803
train1912,-3.5146,-2.6726,1.7173,-1.7657,0.59606
train1913,0.62024,0.25715,-2.404,-1.3352,0.28076
train1914,-0.28359,-0.53363,-2.6309,-1.6171,-0.25132
train1915,2.0558,-0.82671,0.43637,0.17946,-0.8952
train1916,-0.36634,0.006146,-0.58044,0.042842,-0.082253
train1917,-0.039231,0.051239,-0.24931,0.21808,-0.07656
train1918,-1.368,0.31271,-1.6252,0.7378,0.89963
train1919,0.49651,0.82939,0.025765,-0.10858,0.35417
train1920,-2.0414,-3.5288,1.1172,-0.82693,-0.36608
train1921,0.90411,3.9347,0.17219,-0.70944,0.34465
train1922,1.0746,0.093524,-0.91434,-0.1713,0.2635
train1923,0.43106,0.088429,1.1678,2.3491,-0.23594
train1924,-0.3685,0.11987,-0.11479,0.047962,0.027282
train1925,-0.0093421,-0.095415,0.029938,0.037225,0.27055
train1926,-1.5904,-0.12336,0.42904,-0.78943,0.72649
train1927,0.76469,0.76743,-0.46535,0.44829,-0.23575
train1928,-3.6036,-1.9325,1.6575,-2.2047,1.1073
train1929,1.9712,3.2583,0.25852,-0.079663,1.074
train1930,-3.2137,-1.6569,1.7496,-2.2641,0.73845
train1931,-1.3061,-3.1597,1.3885,-0.67604,0.1856
train1932,-0.62649,-0.96492,0.012781,0.14884,-0.090367
train1933,1.215,-1.3033,-1.0036,1.1944,-2.16
train1934,-2.9548,1.4542,-3.3829,1.372,0.16964
train1935,-3.2181,1.1522,-4.1279,0.46007,0.10603
train1936,-2.1055,1.5303,-2.0824,2.0545,0.015287
train1937,-2.996,-1.5161,1.3088,-1.4081,0.47474
train1938,0.41012,-0.38648,-0.66879,-1.4775,0.14462
train1939,-0.075675,0.65606,1.79,2.0112,-0.014193
train1940,1.2686,-0.46784,-1.5342,-3.3386,-0.14341
train1941,1.6062,-0.43175,-0.79525,0.049502,-0.1408
train1942,0.2136,0.39064,2.0883,3.6987,-0.44402
train1943,0.89877,-0.50914,1.1245,0.36602,-0.19727
train1944,-1.415,0.39495,-0.36255,-0.0085866,0.22777
train1945,-1.2784,-1.0994,0.34103,-0.29481,-0.055151
train1946,-0.55306,1.1293,-1.1494,1.0011,-0.10643
train1947,-1.094,0.24452,-0.62576,-0.19645,0.059416
train1948,0.55938,1.6031,0.23487,-0.31012,-2.0408
train1949,0.28456,0.94751,1.5704,1.6262,-1.4416
train1950,-1.8769,0.85539,-3.2538,-0.64876,-0.64103
train1951,0.78363,-0.256,-0.14734,1.7103,-1.3928
train1952,-2.1409,0.23499,-3.4514,-1.004,-0.12443
train1953,-2.2726,-0.042097,-0.22108,0.14798,0.98311
train1954,0.34928,0.18939,0.10174,-0.33784,-0.64721
train1955,-2.0047,0.13502,0.46239,-1.0644,1.1178
train1956,0.41557,-0.3221,-0.93821,0.56124,1.5261
train1957,-2.4797,0.61242,-4.2246,-1.9941,0.12632
train1958,3.6756,-0.25026,1.3963,-0.85863,0.032154
train1959,-2.526,0.49251,-3.1736,0.94046,-0.29406
train1960,-3.197,0.12323,1.5118,-2.1694,1.6346
train1961,-0.86309,0.7265,-0.92508,0.84411,0.23521
train1962,-2.895,-2.9874,0.73553,-1.1386,0.15602
train1963,-1.8828,1.457,-2.2143,1.2534,0.19089
train1964,-3.1088,1.2288,-3.9177,0.15607,-0.33714
train1965,-3.4828,-3.1956,1.6905,-1.3818,0.279
train1966,-0.6691,1.8569,-0.95546,0.71992,-0.77387
train1967,0.24051,1.3,0.48953,-1.0547,-1.8299
train1968,-3.0599,-0.54224,1.3949,-1.74,1.0787
train1969,1.6039,1.7876,0.015602,0.91156,-0.79103
train1970,-0.68931,-0.01865,-0.036343,-0.099072,-0.098615
train1971,-0.65424,-0.38245,0.11232,-0.53847,0.53599
train1972,-0.65384,-0.63601,0.10592,0.51169,-0.089709
train1973,0.66717,-0.56795,-0.19259,0.049982,-0.019092
train1974,-1.5573,-0.44293,0.65281,-0.98584,0.60093
train1975,0.4827,-0.03991,-0.5963,0.36254,1.1097
train1976,-3.0415,-2.9156,0.9451,-0.97765,0.18812
train1977,2.077,-0.5946,-0.34424,0.067618,-0.3381
train1978,-2.4623,-3.4079,1.6449,-0.96391,-0.66002
train1979,0.1283,2.8484,-0.30536,-0.44372,0.98128
train1980,-2.379,0.5575,-4.1519,-1.3357,-0.076052
train1981,-2.2504,-0.20727,1.3436,-1.582,0.98612
train1982,-3.0761,0.49851,-3.5413,1.0603,0.0094211
train1983,-0.11161,-0.95071,0.11092,0.34405,-0.25992
train1984,1.3575,0.32494,-1.2103,-0.44917,0.04649
train1985,0.25231,-0.082634,-1.1979,-0.62472,0.14586
train1986,-1.6599,0.19373,-1.5149,-0.31882,0.07767
train1987,-1.1981,-0.0039304,0.17536,-0.52238,0.82113
train1988,0.13035,0.22383,-0.003163,-0.076468,-0.022651
train1989,1.8789,-0.41393,0.10657,-1.7886,-0.54352
train1990,0.40923,0.39952,1.4625,-0.11976,1.1435
train1991,-1.6385,-2.2888,0.84037,-0.75764,-0.080251
train1992,-1.6576,-0.95787,-0.16513,-0.77782,0.2699
train1993,-0.10641,0.21751,-0.083124,0.18555,0.076671
train1994,-0.19606,0.031666,0.013452,-0.17126,0.30398
train1995,-1.6136,-0.17223,-0.83252,0.5862,0.35302
train1996,0.17621,-0.0083186,0.22676,-0.13578,-0.076012
train1997,1.059,-0.75608,-0.61577,1.2144,-0.10787
train1998,-0.33091,0.023357,-0.23618,0.099706,-0.06944
train1999,-1.4275,0.44388,-2.7613,-0.90283,-0.40812
train2000,-1.9817,0.8441,-1.3445,1.6628,0.61384
train2001,-2.8419,-2.807,0.9025,-0.87182,-0.46552
train2002,-0.18974,-0.065507,0.1124,-0.055807,0.023674
train2003,-2.2809,0.58959,-3.5269,-1.4373,0.23706
train2004,-3.3433,-3.1448,1.7393,-1.4212,0.026351
train2005,0.46313,1.5092,0.74923,0.94042,-0.91988
train2006,0.10455,-1.2856,-0.46265,0.19197,-1.1648
train2007,1.8197,-0.05137,-1.0144,-2.2647,0.46841
train2008,1.2357,-0.33299,-0.98234,-1.5079,0.8078
train2009,0.47618,0.053237,-0.36495,0.57285,-0.42997
train2010,0.58139,1.1523,-0.59564,-1.2548,-0.42397
train2011,-2.1725,1.3801,-2.4986,1.5326,-0.39286
train2012,-2.6652,1.13,-3.345,1.4008,0.47072
train2013,-0.41479,-0.13071,0.17321,-0.48915,0.30006
train2014,0.0083272,0.58904,1.273,2.1597,1.0259
train2015,-1.1008,-0.28804,0.24662,-1.0512,0.65964
train2016,0.037051,0.42502,0.45716,-0.66731,0.15458
train2017,-2.5346,0.32352,-2.862,-0.081361,0.04276
train2018,-2.3229,-0.07439,1.0158,-1.7592,1.2403
train2019,-0.38303,0.14949,-0.011913,-0.15963,-0.099948
train2020,2.3033,-1.6115,-0.53974,0.36089,-0.90547
train2021,-0.79346,-1.8398,0.83854,-1.0052,-0.48978
train2022,-2.5353,-2.9339,1.767,-1.2935,-0.75084
train2023,-1.5694,0.42984,-5.1169,-2.29,0.10275
train2024,-1.9839,-2.3563,1.4945,-0.46191,-0.37199
train2025,0.09304,0.43767,-0.007418,0.14643,0.02323
train2026,-2.9876,-4.0174,1.608,-1.1386,-0.12691
train2027,-2.6923,0.71077,-4.1759,-1.4466,0.1685
train2028,-2.128,-2.097,1.1889,-1.9101,0.48229
train2029,-2.5972,-3.5842,1.2848,-1.1526,0.32586
train2030,-1.7496,1.3343,-1.6671,0.76859,1.0747
train2031,-0.79075,-0.57896,0.62244,-0.086003,0.15677
train2032,-0.15454,0.031211,-0.82877,0.051318,-0.70913
train2033,0.06676,1.4134,1.6606,2.064,0.098158
train2034,-0.0059304,0.6248,0.1971,-0.34561,-1.022
train2035,1.1199,-0.99771,-1.0873,0.30764,-1.0531
train2036,-2.0923,1.0574,-2.5386,0.56679,0.3247
train2037,0.078441,0.32938,0.11923,0.066424,-0.034265
train2038,-1.4928,0.15678,-1.8224,-0.6355,0.34795
train2039,-2.5814,0.41091,-3.732,-0.92595,0.2299
train2040,-2.3085,-2.7854,1.3585,-1.1234,-0.39693
train2041,0.32426,0.77466,2.0144,2.3866,-0.41402
train2042,-1.397,0.017613,-1.2642,-0.36453,-0.055112
train2043,-2.9263,1.4271,-3.7348,0.91706,-0.58907
train2044,-1.4925,0.090047,-0.98366,0.26379,-0.1444
train2045,-0.69514,0.2539,-1.3444,-0.24457,-0.83897
train2046,-2.5635,0.64067,-4.0729,-0.42428,0.07844
train2047,-0.81303,0.437,0.13917,0.28558,0.29749
train2048,-0.51141,0.12757,-0.17495,-0.11372,0.088
train2049,-0.8951,-0.30765,0.24522,-0.4255,0.39673
train2050,-0.67573,-0.093252,1.3754,-0.30088,0.34023
train2051,0.98328,-0.24018,0.28049,0.179,-0.45187
train2052,-2.7629,1.4711,-3.6588,-0.16965,0.32669
train2053,-1.9974,-2.4395,0.91344,-0.36652,-0.18429
train2054,-2.9132,-0.29729,1.0561,-1.8703,1.4454
train2055,-1.4924,-2.0492,0.72723,-0.34661,-0.30252
train2056,-0.37616,0.75818,0.37818,-0.18228,-1.3678
train2057,1.9452,-0.11596,0.23735,-0.8242,-0.2389
train2058,1.6354,-0.5341,0.30964,-1.3509,0.49457
train2059,-0.071121,-0.48507,0.042578,0.04743,-0.39242
train2060,0.45729,-0.18376,-0.27459,0.30187,-1.263
train2061,-0.020946,0.12889,0.27194,-0.43474,0.038751
train2062,-0.7751,0.18959,-0.77571,-0.067562,-0.028498
train2063,-0.29495,1.0791,0.31961,-0.32493,-2.0095
train2064,0.66625,0.46838,-0.67147,0.44363,-0.17821
train2065,-0.32821,0.26389,0.25177,0.29602,0.033237
train2066,1.7575,-0.62322,-0.30002,0.33415,-0.50456
train2067,0.37951,0.33632,0.83438,-1.0752,1.0795
train2068,-0.59434,0.26742,-0.6007,-0.33843,-0.63353
train2069,0.32077,0.54813,0.25136,0.30965,-1.4553
train2070,-0.13959,0.0030203,0.38885,-0.41522,0.11069
train2071,0.81321,0.67152,-1.5945,-1.1642,0.32547
train2072,-1.1022,-0.24456,-0.71226,-0.4706,-0.80542
train2073,1.58,-0.50356,-0.55777,0.93406,0.11913
train2074,0.003491,0.83876,0.62965,-0.67404,-1.2891
train2075,1.3551,1.4665,0.53572,-1.1935,-0.64327
train2076,-0.22811,-0.66022,0.018995,0.076875,-0.58578
train2077,0.20667,0.2078,1.1362,1.118,0.24953
train2078,-0.22543,0.090034,1.2183,-0.75115,0.76335
train2079,0.2648,0.0079372,-0.24221,-0.070067,-0.24495
train2080,0.14451,0.089909,-0.13704,0.26039,0.52784
train2081,0.75567,-0.57351,-0.67628,0.70006,0.22691
train2082,0.76175,-0.48735,1.033,0.19711,-0.18388
train2083,0.05315,-1.6519,2.1506,-0.43766,0.11241
train2084,1.1772,-0.53237,-0.48822,1.0297,-0.8441
train2085,0.95505,-0.54528,1.1736,0.38833,-0.23078
train2086,-2.7406,-3.1879,1.3085,-1.3313,-0.0098814
train2087,1.3673,-1.2485,-0.18276,-2.839,0.23354
train2088,-0.29798,-0.22391,-0.1527,-1.765,0.53459
train2089,0.25056,0.24866,0.46479,0.46882,-0.55348
train2090,-2.2985,0.70077,-3.8285,-1.8688,-0.18246
train2091,-0.9113,-1.1091,0.43446,-0.39995,-0.060127
train2092,-3.0911,1.3221,-3.7096,0.67465,0.30877
train2093,-2.3567,1.3721,-2.1938,2.3419,0.41481
train2094,-1.566,-1.1377,0.31387,-0.54709,0.27826
train2095,-0.011594,-0.17943,-0.13231,0.42575,-0.18925
train2096,-0.25454,-0.68662,0.3008,-0.12538,-0.10948
train2097,0.044121,0.42267,-0.1089,-0.50214,-1.4368
train2098,-0.92659,0.3144,-0.97978,0.047859,-0.40023
train2099,1.3368,0.29022,-1.097,1.2074,-0.36603
train2100,-0.17189,1.1979,-0.11498,-0.011892,-1.9786
train2101,0.096309,0.37023,0.81348,1.1079,-0.11489
train2102,-0.10052,0.29446,0.091562,0.095163,-0.19952
train2103,0.31232,0.019302,-0.28379,0.31588,-0.73915
train2104,0.39134,0.64084,-0.21951,0.32253,-0.96756
train2105,0.18828,0.29752,0.20263,0.22104,-0.87409
train2106,-0.81468,-0.94043,0.29913,-1.0341,0.066891
train2107,-0.6298,0.019528,-0.081108,-0.10472,0.14123
train2108,-0.7549,-0.77047,1.1559,-1.3282,0.31042
train2109,-1.3144,0.39609,-1.7227,0.79428,0.79076
train2110,0.48266,1.4617,0.026566,-0.31508,-1.7393
train2111,0.24704,0.012765,-0.11166,-0.039308,0.21858
train2112,0.52807,0.85125,-0.16211,0.13345,0.068427
train2113,0.30302,1.3283,-1.1615,-2.3187,0.58566
train2114,-0.73335,-0.23224,-0.22395,-0.18528,-0.042015
train2115,-3.1635,1.3639,-3.3502,0.73443,-0.27229
train2116,0.089227,-0.52359,-1.1884,1.5009,-0.35834
train2117,0.90853,-0.9028,-0.57778,-0.83523,-0.39674
train2118,0.24984,-0.26877,0.23473,0.48087,1.1709
train2119,-1.4042,-0.09272,0.032879,-0.29771,0.77708
train2120,0.89927,-0.32856,-0.16,0.36059,0.994
train2121,0.21063,0.24337,0.26658,0.17016,1.5033
train2122,-0.61431,-0.19621,0.033914,0.084155,0.091616
train2123,0.66657,-0.092945,2.3497,1.8909,0.24583
train2124,0.0093573,-1.6269,-0.082421,0.28858,-0.86455
train2125,0.44185,-0.057592,0.28606,0.17016,-0.10095
train2126,-2.6513,-1.8785,1.3827,-1.3274,0.1768
train2127,0.23625,-0.20908,0.11798,1.0022,0.098737
train2128,1.3994,0.59566,1.9979,-0.39497,0.49959
train2129,0.95787,1.2158,0.89325,-1.9034,0.35789
train2130,-2.6849,-2.2085,0.47861,-1.1964,0.41735
train2131,0.4843,-0.48901,-0.47485,0.45813,-0.038532
train2132,0.29869,-0.2248,0.54317,0.37849,-0.12545
train2133,0.36002,-0.10412,-0.010002,-0.075217,-0.5523
train2134,0.12844,-2.0195,0.10436,0.60419,-0.50217
train2135,-1.0808,-0.69452,0.70882,-1.1418,0.51794
train2136,-2.7171,-1.6821,1.4457,-1.3733,0.47543
train2137,-3.0073,0.84655,-4.0764,0.46679,0.48278
train2138,0.71004,-0.41784,0.038547,-0.66993,0.545
train2139,0.05584,0.3188,-0.51552,-0.31242,0.13006
train2140,-1.0068,-0.19678,-0.57455,0.058053,-0.042357
train2141,0.054795,0.020755,0.041669,-0.29446,-0.13787
train2142,1.2787,-0.49461,-1.9033,-1.4412,-0.21134
train2143,1.2617,0.48198,-0.41643,1.1847,-0.35076
train2144,-0.70902,-0.32149,0.067039,0.025763,0.05469
train2145,0.5162,0.3149,0.0053967,0.53628,1.6936
train2146,0.31586,-0.32333,-0.52276,-0.68238,1.069
train2147,-1.0875,0.7233,-0.83405,0.85182,0.59868
train2148,0.27229,0.13878,1.4922,0.82499,-0.2649
train2149,-2.8074,0.72062,-3.7025,0.52166,0.51949
train2150,0.45948,-0.46814,-0.25973,0.38202,1.5752
train2151,0.15998,0.034296,-0.19434,-0.036862,0.3574
train2152,-1.9698,0.70474,-3.359,-0.81536,-0.53113
train2153,-0.30729,0.19175,-0.67623,0.14115,-0.048984
train2154,-0.037888,0.22198,0.081784,0.25703,-0.070992
train2155,-2.5026,-3.3885,1.4547,-0.65308,-0.38678
train2156,-1.9902,-1.6875,0.7181,-1.5387,0.57447
train2157,-2.269,-3.2843,1.0599,-0.81361,0.66971
train2158,-0.54794,0.1123,-0.14912,-0.12786,-0.2649
train2159,-2.935,-0.31243,1.2381,-1.7409,1.0347
train2160,0.45748,-0.46735,-0.51324,0.15604,0.79591
train2161,0.021124,0.58943,0.21159,-0.25035,-0.49307
train2162,-2.8517,-4.0538,1.6376,-0.93402,-0.20285
train2163,-0.02548,-0.43105,-0.26843,-0.60031,0.53248
train2164,1.3314,-1.4051,-1.1245,-0.23644,-0.11785
train2165,-0.058784,2.1419,2.1891,-1.2896,1.4334
train2166,-1.1799,0.51242,-2.1376,1.5811,-0.2222
train2167,-3.4886,-3.0465,1.6791,-1.8796,0.60526
train2168,-0.70164,-0.20951,0.21992,-0.32552,0.22564
train2169,-2.9596,0.23158,2.0041,-2.3114,1.6286
train2170,1.9168,-0.29645,-0.38023,-2.6213,-0.27683
train2171,-0.3457,0.58236,1.7622,2.0087,0.53928
train2172,-2.9691,1.2287,-4.1132,0.46255,-0.038969
train2173,-0.40558,-0.4187,0.036381,-0.1547,0.1293
train2174,-0.26607,0.049719,-0.11624,0.1498,-0.048598
train2175,-2.22,1.9573,-2.8313,2.7832,0.61528
train2176,0.63574,-0.53075,-0.17145,0.57109,1.7269
train2177,0.75386,1.967,3.3296,-1.5171,1.9072
train2178,-2.3698,-0.75266,0.9143,-1.5791,0.92816
train2179,-0.265,0.28356,0.26168,2.2472,-0.33139
train2180,0.86426,0.27804,-0.6768,0.58466,-0.4404
train2181,0.076622,-0.79026,-0.29621,0.23486,0.076116
train2182,0.47488,0.449,0.18604,0.717,-1.3256
train2183,-0.95876,0.3146,0.28473,-0.74096,0.45034
train2184,0.51535,1.0201,-0.2918,0.071893,-0.15599
train2185,-2.491,0.48295,1.4281,-1.5309,1.4234
train2186,0.41279,0.39046,-0.185,0.40821,0.085303
train2187,0.88493,0.95463,1.7032,0.72186,0.11198
train2188,-1.872,0.11615,-3.0567,-1.2356,-0.39954
train2189,-0.08449,-2.7556,-0.13127,0.75993,-1.4059
train2190,1.1495,-0.12395,3.3632,-1.78,0.93802
train2191,0.51338,0.1211,1.6085,2.3125,-0.42427
train2192,-0.59472,0.38414,-0.42116,-0.27333,-0.25122
train2193,1.4238,-0.82937,-1.263,-0.17884,-0.5265
train2194,0.47288,-0.060857,0.00094537,0.36656,-0.024353
train2195,-1.4836,0.27859,-2.76,-0.00054783,-0.33576
train2196,-1.6123,-0.51757,0.58813,-0.92529,0.015339
train2197,-2.0339,0.27385,-3.2861,-0.47707,-0.35083
train2198,0.069643,0.27097,0.74743,0.98046,-0.65064
train2199,-2.2927,0.56014,-1.5644,0.99108,0.20869
train2200,-3.0106,0.83508,-3.6409,1.0279,0.032234
train2201,-0.098976,-0.10954,0.43899,1.1826,0.81005
train2202,0.26363,-0.67786,-0.049041,0.53761,-0.0078549
train2203,-3.2484,1.2239,-3.7603,0.72947,-0.17533
train2204,0.02726,-0.057553,-0.3073,1.1077,-0.12941
train2205,0.69471,-0.44395,-0.96701,0.83486,-0.66266
train2206,1.0182,1.3048,-1.4247,-1.3595,0.072014
train2207,-2.8494,-0.88686,1.2225,-1.5899,1.0116
train2208,-0.035398,0.56508,1.5705,2.3053,0.06478
train2209,1.4138,-0.78498,-1.2969,1.349,-0.17885
train2210,0.056471,-0.57791,-0.10823,0.26313,0.37138
train2211,-3.391,-2.5241,1.964,-1.5562,0.67931
train2212,-1.0497,0.079563,-0.41,-0.18964,0.23626
train2213,-0.35868,-0.42839,-0.086459,-0.15336,0.022039
train2214,2.1094,0.98202,-3.0233,-2.122,1.4261
train2215,0.74935,0.10851,-0.014654,-0.039044,0.49206
train2216,0.54134,0.41754,-0.26813,0.31238,-0.16756
train2217,1.9348,0.048463,0.0021042,0.0023426,-0.3004
train2218,0.76544,-1.3986,-0.79242,1.2225,-2.076
train2219,-0.35058,-0.1726,-0.3036,0.032582,-0.037757
train2220,1.9297,1.0304,-3.3506,-3.5724,0.20349
train2221,0.38972,0.39531,1.2687,0.39109,1.0975
train2222,-0.49105,-0.089173,-0.028731,0.10699,0.089093
train2223,-1.1979,-0.27042,-0.23735,-0.14412,0.087345
train2224,1.1161,-1.2317,-1.1913,0.19138,-0.72322
train2225,-0.19531,0.55127,-0.16189,-0.032625,-1.6923
train2226,-1.4999,0.83078,-1.3734,1.0572,0.287
train2227,-0.29879,-0.15574,0.06057,-0.15831,0.08841
train2228,1.0769,0.45001,0.37137,0.91389,0.38568
train2229,-0.32918,-0.069232,-0.18702,0.2957,0.34515
train2230,-1.4385,1.2915,-1.8689,1.8144,0.56988
train2231,-0.23748,-0.030997,0.57153,0.83575,-0.3294
train2232,-2.2502,0.51829,-3.3154,-0.95347,-0.40702
train2233,-1.5296,-1.4903,0.64039,-0.6481,-0.09726
train2234,2.388,1.7852,-0.89504,-1.0759,0.5462
train2235,0.45092,0.27654,0.24387,0.98661,0.47124
train2236,0.56874,-2.1747,-0.84015,0.93278,-1.5631
train2237,1.3167,-0.71367,1.8243,1.666,-0.66879
train2238,1.0068,0.036329,-0.74704,0.9827,-0.37419
train2239,-1.3339,-0.40687,-0.32546,-0.18509,0.11776
train2240,-2.5385,1.5531,-2.3049,2.1498,0.37103
train2241,-2.7613,-3.9504,1.5738,-0.96342,-0.38018
train2242,-1.4365,-1.5471,1.6516,-1.1766,0.35136
train2243,0.11405,-0.10821,-0.29368,-0.24545,-0.18354
train2244,0.52729,1.8036,0.26997,-0.20036,0.5834
train2245,-1.7414,0.43358,-2.3084,-0.88674,0.15626
train2246,-0.4453,0.32346,-0.71206,0.089765,-0.024636
train2247,1.3711,-1.3287,-1.1663,1.1071,-1.1407
train2248,-0.82841,0.52836,-0.55204,0.18279,0.088409
train2249,-2.882,0.98289,-3.8331,0.85841,0.42347
train2250,-0.17682,-0.82848,-0.86786,-0.17767,-0.19579
train2251,-2.7835,-3.5572,1.3425,-0.99282,-0.17836
train2252,-0.33704,0.29062,-0.74345,0.35082,0.71427
train2253,-0.71644,-0.24691,0.70168,-1.1874,0.49647
train2254,1.1624,0.10642,-0.35227,-0.22051,0.64631
