SampleID,Auto PIT 20 10 1,Auto PIT 20 10 2,Auto PIT 20 10 3,Auto PIT 20 10 4,Auto PIT 20 10 5,Auto PIT 20 10 6,Auto PIT 20 10 7,Auto PIT 20 10 8,Auto PIT 20 10 9,Auto PIT 20 10 10
train5520,-2.5474,-1.3995,2.4236,-0.56092,-2.1379,2.6677,0.12447,1.5451,-0.77497,0.57128
train5521,-2.277,-1.3136,2.6116,-0.69011,-1.8773,3.1397,0.1714,1.9872,-0.50047,0.35618
train5522,-2.6135,-1.5959,2.6225,-0.4357,-1.7182,3.3327,-0.01962,1.6372,-0.87548,0.48262
train5523,-2.233,-1.3486,2.3443,-0.41083,-2.1333,3.2885,0.037714,1.9359,-0.88988,0.52951
train5524,-2.4648,-1.6914,2.4406,-0.63901,-1.9819,3.1577,0.40868,1.4779,-0.88822,0.4987
train5525,-2.2993,-1.5714,2.5346,-0.61413,-2.0904,2.8256,0.27551,1.8004,-0.69406,0.36608
train5526,-2.6989,-1.1283,2.6768,-0.51687,-1.622,3.1171,0.22976,1.8809,-0.97677,0.19661
train5527,-2.4894,-1.4096,2.2168,-0.57435,-1.9877,3.2209,0.087894,1.6881,-0.65983,0.55455
train5528,-2.7357,-0.7862,2.3733,-0.64629,-1.6854,3.0869,0.062661,1.7591,-0.70439,0.24434
train5529,-2.4994,-1.6848,2.1365,-0.69509,-1.925,3.3393,0.082622,1.7837,-0.83574,0.60274
train5530,-2.621,-1.1766,2.4498,-0.23276,-1.978,3.3114,0.070488,1.7402,-0.87482,0.59788
train5531,-2.5058,-1.1556,2.2389,-0.41178,-2.1436,2.9818,0.25717,1.7052,-0.70877,0.62122
train5532,-2.7509,-1.6332,2.2441,-0.60958,-1.748,2.8701,0.10778,1.6972,-0.579,0.31949
train5533,-2.6209,-1.3792,2.5084,-0.51058,-1.8989,2.9771,0.22072,1.7429,-0.69225,0.51758
train5534,-2.5663,-1.9381,2.3129,-0.8458,-1.7736,2.9723,-0.008083,1.997,-0.83994,0.56651
train5535,-2.2748,-1.4246,2.4976,-0.56154,-2.0151,3.0679,0.14856,1.8622,-0.64261,0.43374
train5536,-2.6266,-1.0268,2.6408,-0.50607,-1.8261,3.044,0.31218,1.9091,-0.55661,0.49735
train5537,-2.8833,-0.95916,2.3175,-0.4998,-1.9085,2.5219,0.31586,1.625,-0.5629,0.28503
train5538,-2.7693,-1.3026,2.2184,-0.38677,-2.0118,3.0057,0.11553,1.3955,-0.61807,0.61494
train5539,-2.5832,-1.3647,2.5526,-0.39734,-1.8204,3.177,0.41799,2.0168,-0.99742,0.50134
train5540,-2.5591,-1.5963,2.245,-0.46319,-1.9605,2.9108,0.22602,1.4925,-0.75292,0.20899
train5541,-2.7117,-1.2276,2.5085,-0.43137,-1.9107,2.9335,0.12744,1.664,-0.71226,0.54205
train5542,-2.6583,-1.4629,2.3954,-0.50974,-1.8854,2.9474,0.14315,1.7082,-0.70564,0.43665
train5543,-2.5485,-1.9132,2.2677,-0.7055,-1.8233,3.1323,0.18001,1.7778,-0.90679,0.46677
train5544,-2.4838,-1.7085,2.3788,-0.3462,-2.0268,2.8832,0.19427,1.6242,-0.66094,0.5194
train5545,-2.7476,-1.1315,2.4742,-0.68965,-1.7326,3.1331,0.053897,1.7227,-0.8476,0.49008
train5546,-2.4736,-1.0459,2.2736,-0.63685,-1.8553,3.0548,0.19308,1.9246,-0.69144,0.32161
train5547,-2.7884,-1.5417,2.3768,-0.5438,-1.6735,2.8744,0.011996,1.3325,-0.35649,0.30995
train5548,-2.2878,-1.7269,2.0174,-0.15865,-2.0141,3.4041,0.52055,1.9079,-0.60216,0.22928
train5549,-2.5112,-1.6535,2.3632,-0.76387,-1.8087,3.16,-0.017032,1.8708,-0.80316,0.49578
train5550,-2.576,-1.4862,2.4623,-0.7836,-2.0869,2.692,0.10288,1.6815,-0.91571,0.64868
train5551,-2.593,-1.5085,2.4128,-0.59949,-1.8911,3.0097,0.15202,1.7584,-0.7424,0.47093
train5552,-2.7089,-1.5207,2.4728,-0.56536,-1.6322,3.1782,0.11122,1.5583,-0.3947,0.45373
train5553,-2.5808,-1.9788,2.3666,-0.89761,-1.6536,3.0661,0.10004,1.8954,-0.8047,0.44072
train5554,-2.4849,-1.4205,2.3783,-0.39914,-2.0122,3.2237,-0.017236,1.7165,-0.807,0.5147
train5555,-2.4586,-1.6018,2.3033,-0.49233,-2.0008,3.2618,-0.011973,1.748,-0.8149,0.56808
train5556,-2.3942,-1.4693,2.4228,-0.39069,-2.1904,2.9662,0.076257,1.7002,-1.0548,0.64464
train5557,-2.8203,-1.5083,2.2713,-0.73834,-1.8787,2.6433,0.29238,1.574,-0.61326,0.36528
train5558,-2.6306,-2.0909,2.0537,-0.67817,-1.5651,3.2919,-0.1074,1.9967,-0.86543,0.27759
train5559,-2.8029,-0.99813,2.7062,-0.25053,-1.6341,3.3489,-0.21554,1.6031,-0.78354,0.38316
train5560,-3.0671,-1.5213,2.3749,-0.66387,-1.6494,2.6744,0.2071,1.4067,-0.45008,0.33707
train5561,-2.6392,-1.2145,2.4444,-0.55578,-1.8155,3.0065,0.49961,1.7947,-0.80447,0.20157
train5562,-2.4355,-1.6405,2.3009,-0.68027,-1.9174,3.0263,0.0066636,1.7551,-0.66128,0.44077
train5563,-2.3437,-1.1434,2.4105,-0.40244,-2.0852,2.8462,0.11727,1.673,-0.65399,0.27768
train5564,-2.5367,-1.4164,2.4637,-0.50642,-1.8775,3.2377,0.25849,1.9212,-0.87657,0.56796
train5565,-2.3763,-1.5129,2.0634,-0.70625,-1.9729,3.1738,0.12606,1.5877,-0.37841,0.5152
train5566,-2.7282,-1.8062,2.2019,-0.70686,-1.6746,2.8137,-0.11421,1.7671,-0.63048,0.31182
train5567,-2.961,-1.2477,2.7701,-0.51465,-1.4979,2.9598,0.65392,2.0377,-0.7756,0.29904
train5568,-2.3024,-1.4759,2.5736,-0.61381,-1.9585,3.0503,0.14894,1.8077,-0.68455,0.32676
train5569,-2.7885,-1.396,2.1057,-0.80766,-1.8013,2.8047,0.22424,1.5004,-0.40152,0.35811
train5570,-2.4964,-1.9638,2.4619,-0.48168,-1.7977,3.1129,-0.1581,1.8251,-0.84976,0.59095
train5571,-2.5285,-1.7573,2.3406,-0.81706,-1.7426,3.1455,0.059507,1.9671,-0.78303,0.51353
train5572,-2.5619,-1.8259,2.3076,-0.6423,-1.6442,3.3136,-0.11165,1.9223,-0.8379,0.46629
train5573,-2.5795,-1.7357,2.3034,-0.94633,-1.723,2.9682,-0.049786,2.0325,-0.80814,0.49567
train5574,-2.4179,-1.2296,2.1709,-0.8099,-1.9454,3.0087,0.1499,1.9367,-0.81727,0.42852
train5575,-2.5125,-1.386,2.682,-0.80399,-1.6884,3.1311,0.2577,2.0641,-0.71413,0.41589
train5576,-2.6129,-1.5126,2.5634,-0.63477,-1.868,3.0546,0.3051,1.5449,-0.76848,0.50508
train5577,-2.3326,-1.742,2.0903,-0.54897,-2.1497,2.8372,0.50855,1.9192,-0.67395,0.41823
train5578,-2.6766,-1.1443,2.4308,-0.3787,-1.7997,3.1316,-0.038428,1.7121,-0.62816,0.44616
train5579,-2.6186,-1.5484,2.3563,-0.60038,-1.927,3.175,0.45619,1.4213,-0.73199,0.48578
train5580,-2.4865,-1.5651,2.299,-0.6147,-1.9123,3.0598,0.082279,1.8416,-0.7325,0.53821
train5581,-2.6422,-1.3525,2.3291,-0.51516,-1.9205,2.9637,0.13359,1.7098,-0.64365,0.45976
train5582,-2.6494,-1.4047,2.3759,-0.62258,-1.8718,3.0064,0.24826,1.736,-0.71879,0.45696
train5583,-2.6924,-1.2352,2.5869,-0.29789,-1.6221,3.4279,-0.045066,1.6917,-0.70266,0.31394
train5584,-2.5433,-1.3604,2.1883,-0.69971,-1.8668,3.0714,0.20587,1.614,-0.45069,0.46222
train5585,-2.4012,-1.157,2.4942,-0.2876,-2.1422,2.7385,0.057469,1.5867,-0.67644,0.37984
train5586,-2.6888,-1.6156,2.4589,-0.71678,-2.0355,2.6362,0.057057,1.4875,-0.78924,0.64493
train5587,-2.8172,-1.4837,2.4116,-0.55131,-1.7378,3.0454,0.097736,1.5184,-0.61043,0.51306
train5588,-2.6553,-1.3119,2.4301,-0.65574,-1.8424,2.9474,0.19999,1.7402,-0.76222,0.34142
train5589,-2.5077,-1.2725,2.4522,-0.40083,-2.1513,2.8063,0.040633,1.6109,-0.80384,0.62788
train5590,-2.5065,-0.87615,2.2712,-0.47186,-1.9955,3.0243,0.19556,1.844,-0.68343,0.46394
train5591,-2.4231,-1.4655,2.4827,-0.3846,-1.9701,3.3401,0.20652,1.8659,-0.90071,0.58685
train5592,-2.3515,-1.9361,2.4417,-0.24385,-2.0516,3.1659,0.2443,1.5398,-0.82782,0.55123
train5593,-2.3662,-1.4811,2.3851,-0.39098,-2.0418,3.3377,0.11985,1.823,-0.89116,0.61612
train5594,-2.7,-0.57511,2.2812,-0.33889,-1.9291,2.8852,0.16822,1.6995,-0.49207,0.28161
train5595,-2.8632,-0.49116,2.3581,-0.11367,-1.9747,3.0615,0.30836,1.7318,-0.52965,0.54563
train5596,-2.5993,-1.1262,2.4152,-0.90423,-1.8963,2.9916,0.24352,1.7464,-0.98154,0.48986
train5597,-2.6157,-1.4157,2.4653,-0.61918,-1.71,3.154,0.36384,2.1881,-0.8386,0.56309
train5598,-2.5345,-1.7456,2.3839,-0.47807,-1.9075,3.0347,0.17937,1.738,-0.75927,0.53998
train5599,-2.2875,-1.2955,2.1028,-0.65074,-2.0749,2.9448,0.27923,1.9803,-0.75717,0.42666
train5600,-2.5228,-1.4246,2.3916,-0.55255,-1.8897,3.0379,0.19092,1.7416,-0.64395,0.40702
train5601,-2.4936,-1.5007,2.3308,-0.51505,-1.9813,3.1315,0.37651,1.6149,-0.78275,0.35685
train5602,-2.6254,-1.4919,2.4754,-0.3648,-1.9776,2.9069,0.11065,1.648,-0.69785,0.64519
train5603,-2.5678,-2.0603,2.0672,-0.71617,-1.6386,3.2244,-0.075607,1.992,-0.8658,0.30096
train5604,-2.5799,-1.8674,2.3207,-0.59431,-2.1972,2.7287,0.3949,1.8213,-0.86568,0.79049
train5605,-2.3063,-1.1443,2.032,-0.59767,-2.0159,2.7996,0.22282,1.9863,-0.50625,0.2999
train5606,-2.6116,-1.1597,2.4204,-0.53723,-1.7828,3.068,0.2152,1.8902,-0.76369,0.3759
train5607,-2.4353,-1.3019,2.407,-0.60591,-1.878,3.1379,0.05647,2.0119,-0.89956,0.47133
train5608,-2.4606,-1.371,2.3618,-0.55704,-1.9468,3.219,0.25663,1.8871,-0.84985,0.50318
train5609,-2.52,-1.6024,2.5376,-0.61833,-1.9038,3.0961,0.27808,1.5896,-0.8432,0.4924
train5610,-2.8543,-1.272,2.5615,-0.59638,-1.681,2.9131,0.020365,1.5345,-0.685,0.35885
train5611,-2.7664,-1.6152,2.4545,-0.6169,-1.7699,2.9361,0.15148,1.6349,-0.68698,0.51442
train5612,-2.2992,-1.4687,2.5247,-0.54959,-1.9942,3.1648,0.12212,1.8445,-0.6932,0.46762
train5613,-2.464,-1.1688,2.1462,-0.48372,-2.0886,2.9351,0.2182,1.8379,-0.64859,0.55134
train5614,-2.49,-1.8679,2.1334,-0.81674,-1.7192,3.0625,-0.090222,1.9933,-0.79513,0.2864
train5615,-2.19,-1.3691,2.4755,-0.55562,-2.0335,3.183,0.096521,1.8686,-0.64773,0.39233
train5616,-2.4073,-1.8345,2.3538,-0.76018,-1.9631,3.0489,0.34817,1.6605,-0.89768,0.32742
train5617,-2.571,-1.8164,2.222,-0.79232,-1.6662,3.2067,-0.17107,1.9297,-0.78614,0.43171
train5618,-2.6504,-1.4161,2.5403,-0.72876,-1.7333,2.9869,0.22817,1.864,-0.54329,0.50184
train5619,-2.5539,-1.7401,2.4598,-0.78739,-1.8964,2.7987,0.10368,1.7679,-0.78953,0.4772
train5620,-2.7168,-1.3845,2.5301,-0.080529,-1.9093,3.2572,0.16715,1.5141,-0.61229,0.56219
train5621,-2.7165,-1.0328,2.368,-0.69248,-1.8298,2.8758,0.10202,1.7697,-0.73203,0.4377
train5622,-2.7025,-1.6177,2.4321,-0.76171,-1.6896,2.8668,0.026583,1.8396,-0.75305,0.36245
train5623,-2.4062,-1.4474,2.3072,-0.50685,-2.1244,2.9875,0.19756,1.8825,-0.8731,0.62605
train5624,-2.8497,-1.026,2.4879,-0.030955,-2.0091,2.837,0.11809,1.5404,-0.54549,0.55164
train5625,-2.6508,-2.0164,2.5251,-0.5956,-1.6069,3.2025,0.016262,1.7701,-0.85547,0.50484
train5626,-2.7229,-1.6042,2.1505,-0.64123,-1.5889,3.4077,-0.21118,1.6526,-0.63097,0.35866
train5627,-2.5581,-1.9065,2.2226,-0.54447,-1.8887,3.0372,0.17502,1.6912,-0.68278,0.46335
train5628,-2.6288,-1.2995,2.3411,-0.63248,-1.8609,2.9881,0.27692,1.7805,-0.76093,0.37666
train5629,-2.4165,-1.1929,2.7851,-0.44758,-1.9085,2.9899,0.091336,1.8398,-0.59761,0.35324
train5630,-2.5608,-1.5643,2.4681,-0.7099,-2.1032,2.6909,0.0594,1.6418,-0.89747,0.68547
train5631,-2.2366,-1.5294,2.1448,-0.33725,-2.2408,3.4772,0.081191,1.7588,-0.91449,0.65689
train5632,-2.5936,-1.8188,2.3876,-0.82702,-1.6904,3.0695,0.13994,1.8738,-0.76556,0.45387
train5633,-2.3283,-1.5144,2.4354,-0.53068,-2.0152,3.1592,0.023421,1.9375,-0.82883,0.54992
train5634,-2.4526,-1.1601,2.4167,-0.046695,-2.1814,3.1652,0.02126,1.7285,-0.85481,0.56279
train5635,-2.6194,-1.5081,2.2751,-0.86972,-1.9912,2.5572,0.45516,1.6759,-0.77777,0.29507
train5636,-2.608,-1.5593,2.154,-0.58579,-1.9416,3.0791,0.10275,1.5265,-0.63051,0.50387
train5637,-2.6177,-1.4372,2.3489,-0.78427,-1.7277,3.0756,0.27217,1.9438,-0.77622,0.38228
train5638,-2.2447,-1.4076,2.5781,-0.46623,-2.0023,3.0014,0.050423,1.7995,-0.71196,0.24704
train5639,-2.4378,-1.685,2.0071,-0.64643,-2.03,3.1273,-0.11972,1.2998,-0.36907,0.64764
train5640,-2.6028,-0.91299,2.3695,-0.71263,-1.8358,3.0036,0.14803,1.7841,-0.85546,0.36542
train5641,-2.3182,-1.9177,2.2503,-0.22241,-2.1416,3.4107,0.23304,1.6223,-0.68081,0.69314
train5642,-2.7859,-1.9456,2.1454,-0.76017,-1.491,3.1016,0.15242,1.7097,-0.78317,0.074125
train5643,-2.5586,-1.6315,2.2596,-0.7933,-2.1746,2.7851,0.46686,1.756,-0.99612,0.64489
train5644,-2.9108,-1.4965,2.4168,-0.57203,-1.7843,2.8088,0.21844,1.5561,-0.67135,0.42876
train5645,-2.3238,-1.5638,2.4633,-0.7796,-2.0779,2.9032,0.56445,1.5536,-0.7679,0.31345
train5646,-2.5312,-1.4021,2.3843,-0.44103,-1.9943,3.1786,0.16399,1.7457,-0.76888,0.55987
train5647,-2.2785,-1.4955,2.3759,-0.38131,-2.1212,3.3283,0.084471,1.8664,-0.92448,0.58523
train5648,-2.4422,-1.6737,2.3631,-0.58469,-1.989,3.1766,0.33261,1.6048,-0.86335,0.4536
train5649,-2.6209,-1.5041,2.6493,-0.26018,-1.7586,3.3939,0.044275,1.6032,-0.80888,0.43102
train5650,-2.2664,-1.3227,2.3414,-0.67229,-2.0069,2.8645,0.13598,1.8711,-0.65179,0.24935
train5651,-2.9608,-1.441,2.3963,-0.64155,-1.7888,2.5066,0.32327,1.6057,-0.69607,0.20193
train5652,-2.6703,-1.0244,2.5124,-0.22662,-1.9786,2.9202,0.11719,1.6038,-0.63173,0.41732
train5653,-2.4663,-1.7697,2.4062,-0.71418,-1.9345,3.1487,0.30434,1.5646,-0.90179,0.47653
train5654,-2.389,-1.6327,2.4675,-0.60905,-1.8831,2.8824,0.16777,1.7459,-0.82446,0.079488
train5655,-2.6676,-1.0417,2.459,-0.28331,-2.0119,3.0437,0.3863,1.5701,-0.67636,0.46195
train5656,-2.5514,-1.9731,2.2624,-0.85469,-1.6674,3.104,0.026942,1.9269,-0.84583,0.37312
train5657,-2.5637,-1.7509,2.1569,-0.56538,-1.7629,3.2633,-0.13723,1.917,-0.82984,0.44421
train5658,-2.4362,-1.6613,2.3735,-0.68198,-2.0218,3.1052,0.61538,1.4681,-0.8078,0.42068
train5659,-2.5346,-1.8298,2.3781,-0.81846,-1.7099,3.0969,0.15766,1.8613,-0.81621,0.359
train5660,-2.353,-1.354,2.4614,-0.602,-2.071,2.5924,0.11797,1.6798,-0.72311,0.12191
train5661,-2.663,-1.2577,2.4377,-0.62779,-1.8335,2.8827,0.1954,1.7726,-0.77378,0.38116
train5662,-2.5418,-2.0923,2.2166,-0.89185,-1.7222,3.2367,0.25787,1.7623,-0.92941,0.405
train5663,-2.6294,-1.1362,2.4285,-0.4434,-2.0035,3.0612,0.28273,1.6718,-0.8137,0.54459
train5664,-2.3096,-0.95135,2.2295,-0.5912,-2.0862,3.2163,0.39014,1.855,-0.72838,0.43045
train5665,-2.6407,-1.3515,2.2593,-0.64125,-1.8846,2.9367,0.27197,1.5405,-0.69109,0.2803
train5666,-2.5639,-1.1454,2.6003,-0.51062,-1.7318,2.9365,0.40548,1.9704,-0.87366,0.10881
train5667,-2.3586,-1.5344,2.1375,-0.59919,-1.9908,3.2495,0.10416,1.6064,-0.46405,0.55536
train5668,-2.735,-1.0847,2.571,-0.53965,-1.6567,3.3155,-0.13983,1.7197,-0.85138,0.48232
train5669,-2.5045,-1.8839,2.3214,-0.69133,-1.8126,3.1312,-0.005431,1.9648,-0.88614,0.61557
train5670,-2.4674,-1.5449,2.5889,-0.14053,-1.8865,3.3367,0.084751,1.7078,-0.90797,0.51959
train5671,-2.3563,-1.5329,2.3017,-0.45384,-1.9702,3.1954,-0.10188,1.8171,-0.76889,0.4016
train5672,-2.5042,-1.5222,2.6945,-0.50967,-1.7838,3.21,0.30398,2.0795,-1.0488,0.49507
train5673,-2.7045,-1.1907,2.7319,-0.63757,-1.6487,3.0797,0.24265,2.0125,-0.60795,0.5908
train5674,-2.7279,-1.1693,2.2085,-0.83284,-1.8484,2.7255,0.24227,1.7267,-0.56015,0.37222
train5675,-2.5158,-1.4207,2.6107,-0.10589,-2.1873,2.6495,-0.11115,1.4924,-0.79638,0.6768
train5676,-2.8658,-0.88678,2.6903,-0.025624,-1.7965,3.1178,0.10555,1.6717,-0.70487,0.34872
train5677,-2.5903,-2.0363,2.0273,-0.733,-1.5995,3.3112,-0.075813,1.9975,-0.85222,0.30162
train5678,-2.5605,-1.9712,2.27,-0.79037,-1.7188,3.0416,-0.10885,1.9303,-0.81238,0.45371
train5679,-2.424,-1.6833,2.0697,-0.69019,-2.0429,3.1728,0.018576,1.772,-0.76283,0.59746
train5680,-2.4464,-1.3495,2.4103,-0.64293,-1.8795,2.9923,0.30117,2.0844,-0.8945,0.3835
train5681,-2.3248,-1.3779,2.4053,-0.23419,-2.1516,3.3823,0.089965,1.8626,-0.89374,0.69191
train5682,-2.2104,-1.3718,2.6146,-0.55269,-2.011,2.9725,0.092408,1.8118,-0.65408,0.24021
train5683,-2.607,-1.5775,2.3707,-0.28782,-1.8544,3.249,0.17292,1.6211,-0.69714,0.43558
train5684,-3.0217,-1.5371,2.4504,-0.50242,-1.6584,2.5722,0.20276,1.5349,-0.80141,0.051868
train5685,-2.5922,-0.96874,2.5186,-0.18601,-2.0706,3.0161,0.18194,1.5888,-0.68788,0.48291
train5686,-2.6863,-1.41,2.6309,-0.73703,-1.6053,3.1017,0.24719,2.0407,-0.61779,0.51967
train5687,-2.4982,-1.7601,2.124,-0.80877,-1.8821,2.9327,0.63267,1.8488,-0.70107,0.22546
train5688,-2.5981,-1.8888,2.1544,-0.7593,-1.5704,3.1557,0.069134,1.9018,-0.79717,0.14357
train5689,-2.4221,-1.2855,2.4207,-0.54513,-1.8322,3.3421,0.22475,2.0341,-0.89488,0.37182
train5690,-2.1809,-1.3718,2.4957,-0.55751,-2.0405,3.1911,0.10145,1.8719,-0.64431,0.41237
train5691,-2.7472,-0.90445,2.3839,0.14042,-2.0382,3.1901,0.22402,1.625,-0.64798,0.50122
train5692,-2.6925,-1.0877,2.1811,-0.19901,-2.0496,3.0379,0.23827,1.3036,-0.5532,0.35053
train5693,-2.3123,-1.5811,2.4632,-0.68733,-1.8768,3.007,0.14404,1.8504,-0.66811,0.18627
train5694,-2.2596,-1.3522,2.1871,-0.57311,-2.1106,2.9707,0.47294,2.0099,-0.90285,0.31879
train5695,-2.7612,-1.4162,2.1728,-0.72245,-1.9461,2.5147,0.49501,1.657,-0.56693,0.2152
train5696,-2.4955,-1.2825,2.3056,-0.63125,-1.972,3.1169,0.1829,1.7472,-0.75342,0.49246
train5697,-2.4836,-1.425,2.3087,-0.17619,-2.0415,3.1331,0.41646,1.6914,-0.61413,0.27258
train5698,-2.9405,-1.4527,2.7317,-0.29583,-1.5329,2.976,-0.050153,1.4386,-0.68278,0.22907
train5699,-2.3237,-1.6665,2.2002,-0.62586,-2.0747,3.1011,0.23696,1.9407,-0.87574,0.54111
train5700,-2.511,-1.7659,2.0528,-0.42165,-2.0456,2.7685,0.3993,1.677,-0.38762,0.45949
train5701,-2.3908,-1.6047,2.113,-0.70628,-2.2183,2.6803,0.4003,1.8073,-0.71796,0.46648
train5702,-2.7793,-1.309,2.4646,-0.3977,-1.7511,3.0806,-0.029327,1.4838,-0.47235,0.52754
train5703,-2.4814,-1.7978,2.4163,-0.75385,-1.936,3.0626,0.36536,1.6387,-0.89281,0.44793
train5704,-2.6462,-1.1586,2.2032,-0.75082,-1.732,3.029,-0.0091484,1.5466,-0.29197,0.37326
train5705,-2.601,-1.3561,2.3624,-0.6578,-1.9795,3.0054,0.18027,1.6714,-0.78841,0.54408
train5706,-2.7673,-0.96232,2.7091,-0.31368,-1.5464,3.5121,-0.081007,1.7346,-0.77615,0.27162
train5707,-2.762,-1.5137,2.2356,-0.66393,-1.8187,2.812,0.11904,1.4315,-0.45508,0.35461
train5708,-2.3721,-1.2521,2.4236,-0.60277,-1.8546,3.4608,0.49096,2.1825,-0.86611,0.58788
train5709,-2.6327,-1.6698,2.4943,-0.91295,-2.0117,2.7096,0.26036,1.3631,-0.89651,0.59413
train5710,-2.2871,-1.5826,2.1995,-0.50622,-2.1209,3.371,-0.029159,1.7564,-0.77568,0.66627
train5711,-2.4989,-1.4308,2.3671,-0.49796,-1.9921,2.7877,0.24978,1.6514,-0.54889,0.28583
train5712,-2.5912,-1.6157,2.3913,-0.64218,-1.8809,3.159,0.34552,1.4903,-0.74233,0.47438
train5713,-2.5874,-1.6249,2.4847,-0.58929,-2.1298,2.6066,0.023231,1.6772,-0.86637,0.74118
train5714,-2.7344,-1.2701,2.6722,-0.65006,-1.6383,3.0403,0.46711,2.0972,-0.55655,0.55927
train5715,-2.7152,-0.99741,2.3408,-0.24299,-1.98,2.8425,0.20038,1.5334,-0.54235,0.2756
train5716,-2.7,-2.0471,2.0773,-0.8104,-1.5962,3.1711,0.0021508,1.8402,-0.8079,0.31961
train5717,-2.6908,-1.2203,2.3446,-0.20252,-2.0268,2.8537,0.28277,1.4379,-0.65032,0.27998
train5718,-2.8006,-0.79975,2.3645,-0.054085,-2.0748,2.8454,0.28373,1.5415,-0.51959,0.44228
train5719,-2.5507,-1.507,2.2715,-0.42686,-1.9457,3.0703,0.011186,1.5204,-0.6268,0.47227
train5720,-2.3153,-1.4648,2.5647,-0.6728,-1.8792,2.8932,0.08783,1.8283,-0.61649,0.18012
train5721,-2.1893,-1.3564,2.5936,-0.54643,-2.0323,2.9861,0.086601,1.8015,-0.64749,0.24061
train5722,-2.859,-1.0204,2.4939,0.0063774,-1.9123,3.1432,0.17929,1.7336,-0.68164,0.53538
train5723,-2.5619,-1.5179,2.2474,-0.59553,-2.0406,2.8996,0.39275,1.6968,-0.6199,0.45257
train5724,-2.5008,-1.5994,2.3635,-0.75224,-1.9257,3.0232,0.52174,1.4752,-0.7362,0.37823
train5725,-2.2423,-1.2311,1.9514,-0.70422,-2.1157,2.6396,0.40911,1.9803,-0.54844,0.26872
train5726,-2.5023,-1.5777,2.3424,-0.50259,-1.9951,3.1812,0.050881,1.7555,-0.82025,0.56779
train5727,-2.4769,-1.5383,2.2135,-0.42749,-1.9593,2.8637,0.12526,1.5526,-0.68783,0.14848
train5728,-2.5858,-1.484,2.2884,-0.73138,-1.8223,3.1232,0.18236,1.7607,-0.63564,0.49319
train5729,-2.491,-1.9321,2.3706,-0.0014778,-1.9576,3.0204,-0.02662,1.4654,-0.59019,0.49435
train5730,-2.2622,-1.4302,2.5016,-0.71647,-1.9039,3.0294,0.13378,1.9503,-0.63554,0.25489
train5731,-2.5662,-1.4607,2.4011,-0.70944,-2.089,2.7816,0.098851,1.6593,-0.87467,0.61006
train5732,-2.476,-1.4269,2.4558,-0.31321,-2.131,2.6459,-0.043116,1.576,-0.75971,0.59531
train5733,-2.7321,-1.1811,2.4744,-0.46394,-1.8677,2.8869,0.077282,1.5615,-0.6666,0.36202
train5734,-2.4909,-1.2977,2.3734,-0.5716,-1.9642,3.1015,0.24918,1.8764,-0.79833,0.48009
train5735,-2.6289,-1.6929,2.4064,-0.74881,-1.6657,3.0867,0.17636,1.839,-0.76229,0.37459
train5736,-2.5757,-1.5368,2.4732,-0.72283,-2.0914,2.6704,0.060302,1.6631,-0.90221,0.6653
train5737,-2.7181,-0.66216,2.4045,0.020843,-1.9657,3.3356,0.31176,1.5722,-0.60238,0.40545
train5738,-2.4472,-1.2193,1.9795,-0.54975,-2.0584,2.9632,0.41885,1.8259,-0.55776,0.39598
train5739,-2.5076,-1.4499,2.3404,-0.58941,-1.9808,2.9615,0.24675,1.8112,-0.77971,0.41873
train5740,-2.7167,-1.3406,2.8154,-0.38207,-1.6907,3.1492,0.17123,1.8288,-0.65252,0.54943
train5741,-2.7072,-1.4487,2.3438,-0.35123,-1.782,3.3915,0.024827,1.8615,-0.77799,0.73756
train5742,-2.5348,-1.9532,2.484,-0.7001,-1.8776,2.8992,0.3231,1.4593,-0.78077,0.37421
train5743,-2.468,-1.7045,2.5826,-0.61131,-1.9486,2.7973,-0.017399,1.7951,-0.84268,0.42686
train5744,-2.2148,-1.4844,2.4305,-0.17593,-2.3441,3.011,0.058609,1.6942,-0.95578,0.70035
train5745,-2.9017,-1.4572,2.5138,-0.6752,-1.6589,2.6181,0.40714,1.8233,-0.8071,0.14607
train5746,-2.2825,-1.3482,2.164,-0.28821,-2.2742,3.3937,0.016567,1.7055,-0.87018,0.70662
train5747,-2.7396,-1.551,2.285,-0.82136,-1.7036,2.8714,0.34163,1.808,-0.56082,0.3443
train5748,-2.538,-1.3604,2.0551,-0.63725,-2.0493,2.7998,0.51275,1.77,-0.55105,0.39299
train5749,-2.6707,-0.9917,2.6309,-0.39328,-1.9216,3.006,0.31865,1.6989,-0.80942,0.43007
train5750,-2.5626,-1.7238,2.3424,-0.72284,-1.8288,3.0161,0.1656,1.9188,-0.8537,0.49949
train5751,-2.4191,-1.3274,2.44,-0.541,-1.8653,3.1756,0.28889,1.7849,-0.40194,0.33823
train5752,-2.7151,-1.8639,2.2784,-0.61473,-1.6504,3.5455,0.2832,1.8417,-0.78514,0.4448
train5753,-2.7612,-1.2673,2.8478,-0.53162,-1.5693,3.1549,0.22538,2.0087,-0.55462,0.55239
train5754,-2.6881,-1.6394,2.5772,-0.48257,-1.68,2.9123,0.042829,1.6998,-0.72603,0.29597
train5755,-2.4998,-1.7341,2.0437,-0.73186,-1.7062,3.2587,0.0062521,2.022,-0.7912,0.32367
