SampleID,Auto 20 10 1,Auto 20 10 2,Auto 20 10 3,Auto 20 10 4,Auto 20 10 5,Auto 20 10 6,Auto 20 10 7,Auto 20 10 8,Auto 20 10 9,Auto 20 10 10
train6144,-2.6463,-2.4056,1.7186,-1.0632,-2.2971,3.4679,0.40929,1.9411,-0.12569,-1.5378
train6145,-2.1909,-2.6333,2.2345,-1.1795,-2.7662,3.5646,0.41275,1.8662,-0.4027,-0.99303
train6146,-1.9646,-2.7082,2.3989,-1.214,-3.0963,3.616,0.48831,1.7392,-0.52524,-0.56467
train6147,-2.3759,-2.4639,1.9718,-1.0666,-2.7484,3.6025,0.4633,1.8408,-0.28641,-0.97762
train6148,-2.4657,-2.3241,1.7633,-0.92326,-3.0427,3.7277,0.57449,1.7285,-0.24941,-0.57471
train6149,-1.9722,-2.7539,2.4873,-1.2477,-2.9568,3.6908,0.39531,1.8559,-0.59779,-0.77763
train6150,-2.0457,-2.6777,2.3374,-1.1899,-3.0886,3.5764,0.48652,1.7671,-0.49587,-0.59407
train6151,-1.8175,-2.8839,2.6939,-1.3199,-2.96,3.5396,0.42211,1.7833,-0.58035,-0.74718
train6152,-2.3341,-2.6006,2.1515,-1.1642,-2.355,3.4873,0.32724,1.9819,-0.27252,-1.492
train6153,-1.9457,-2.7614,2.51,-1.2328,-2.9369,3.6063,0.40781,1.8161,-0.5167,-0.7921
train6154,-1.8109,-2.9235,2.6973,-1.2869,-2.87,3.6068,0.3252,1.87,-0.59932,-0.89922
train6155,-2.0816,-2.9074,2.5106,-1.2811,-2.2812,3.4494,0.2149,1.995,-0.3779,-1.6225
train6156,-1.9928,-2.6813,2.3304,-1.1589,-3.1949,3.5936,0.51085,1.724,-0.50846,-0.43848
train6157,-1.8264,-2.8117,2.6105,-1.2845,-3.0739,3.6006,0.44734,1.7521,-0.59922,-0.60931
train6158,-1.9509,-2.9181,2.7231,-1.2966,-2.3997,3.4959,0.22771,1.9754,-0.46263,-1.4666
train6159,-2.1698,-2.7265,2.3665,-1.229,-2.4612,3.509,0.30718,1.9645,-0.36934,-1.3741
train6160,-2.3919,-2.4502,1.8912,-1.0314,-2.9103,3.6013,0.51624,1.7601,-0.27164,-0.77322
train6161,-1.7984,-2.8076,2.681,-1.2705,-3.0101,3.5969,0.42683,1.7777,-0.60284,-0.71262
train6162,-2.2834,-2.6451,2.1405,-1.1635,-2.725,3.5544,0.42556,1.8592,-0.36229,-1.0473
train6163,-2.4025,-2.4456,1.9839,-1.0557,-2.6897,3.6102,0.48159,1.819,-0.24105,-1.0326
train6164,-1.8872,-2.8358,2.6108,-1.2503,-2.8914,3.5928,0.36528,1.8479,-0.52873,-0.85351
train6165,-2.5381,-2.2752,1.6671,-0.88274,-3.0412,3.6975,0.61488,1.7055,-0.22105,-0.58056
train6166,-1.83,-2.9571,2.7016,-1.3172,-2.8831,3.5975,0.32097,1.8737,-0.59458,-0.88176
train6167,-1.8081,-2.8472,2.656,-1.3027,-3.0316,3.6001,0.41586,1.7722,-0.59853,-0.67212
train6168,-1.8949,-2.8864,2.6059,-1.3006,-2.8611,3.6014,0.33212,1.8566,-0.56708,-0.91865
train6169,-1.8253,-2.8081,2.7339,-1.2339,-2.959,3.6676,0.39756,1.8367,-0.6097,-0.78335
train6170,-1.8228,-2.886,2.7789,-1.2675,-2.5344,3.4877,0.27942,1.9103,-0.50845,-1.3073
train6171,-1.8265,-2.8002,2.5857,-1.2789,-3.1545,3.6137,0.46945,1.7291,-0.60717,-0.51265
train6172,-1.8026,-2.8718,2.6915,-1.2804,-2.9188,3.6058,0.36206,1.8324,-0.59018,-0.82678
train6173,-1.8306,-2.817,2.6419,-1.2839,-2.9763,3.6173,0.39874,1.7898,-0.58417,-0.74573
train6174,-1.8392,-2.9276,2.763,-1.2631,-2.5715,3.5008,0.26733,1.9316,-0.49838,-1.2643
train6175,-2.3685,-2.6641,2.1436,-1.2054,-2.1428,3.3948,0.29475,1.9992,-0.22185,-1.7542
train6176,-1.8618,-2.8725,2.6554,-1.2977,-2.9153,3.5791,0.37594,1.8191,-0.55956,-0.83255
train6177,-2.1857,-2.742,2.3054,-1.2393,-2.7005,3.5718,0.35372,1.8884,-0.42239,-1.1128
train6178,-2.1362,-2.6061,2.2284,-1.1305,-2.9921,3.6771,0.47886,1.7934,-0.45309,-0.69837
train6179,-1.9911,-2.7604,2.4031,-1.2912,-3.0253,3.6486,0.44418,1.8019,-0.62322,-0.68168
train6180,-1.9776,-2.7239,2.4758,-1.1908,-2.9668,3.6061,0.44518,1.8274,-0.52184,-0.7426
train6181,-2.4065,-2.6065,2.0404,-1.1737,-2.3831,3.4491,0.3709,1.9337,-0.241,-1.4617
train6182,-1.8795,-2.8615,2.6272,-1.2744,-2.92,3.6304,0.35761,1.8439,-0.55739,-0.81584
train6183,-2.5494,-2.4038,1.8388,-1.0588,-2.3159,3.4432,0.41929,1.9376,-0.1498,-1.5027
train6184,-1.8773,-2.827,2.6113,-1.2906,-2.8978,3.6483,0.34195,1.8459,-0.5334,-0.81836
train6185,-1.8869,-2.7753,2.5797,-1.2526,-2.9807,3.6466,0.40691,1.7947,-0.56633,-0.73547
train6186,-1.8669,-2.8813,2.6034,-1.2804,-2.9849,3.7349,0.345,1.8496,-0.64294,-0.73738
train6187,-2.4391,-2.4566,1.9642,-1.0993,-2.4856,3.4419,0.43611,1.9215,-0.23402,-1.3285
train6188,-1.9222,-2.7965,2.5331,-1.2353,-2.9623,3.6387,0.39335,1.8161,-0.55048,-0.76193
train6189,-1.8946,-2.7851,2.5277,-1.2835,-3.0399,3.5923,0.44517,1.7716,-0.57437,-0.65336
train6190,-1.8848,-2.7424,2.4765,-1.2394,-3.1818,3.6089,0.49808,1.7071,-0.56977,-0.45877
train6191,-2.1578,-2.5877,2.1985,-1.0494,-2.8475,3.5885,0.43737,1.8152,-0.29875,-0.85312
train6192,-2.4645,-2.3543,1.8035,-0.94762,-2.9164,3.6668,0.54498,1.7613,-0.23346,-0.74959
train6193,-1.8763,-2.8161,2.6223,-1.2736,-2.9727,3.613,0.40692,1.8094,-0.5806,-0.76244
train6194,-2.1425,-2.6545,2.3829,-1.1651,-2.5299,3.505,0.3633,1.9422,-0.37295,-1.2784
train6195,-1.9812,-2.779,2.5361,-1.2736,-2.671,3.5428,0.33394,1.8879,-0.45975,-1.109
train6196,-1.9521,-2.8011,2.5898,-1.281,-2.7253,3.5737,0.33522,1.8882,-0.49815,-1.0543
train6197,-1.9107,-2.8016,2.5926,-1.2377,-2.8996,3.568,0.39873,1.8347,-0.53137,-0.84555
train6198,-2.4651,-2.3398,1.7526,-0.93775,-3.0003,3.6681,0.57092,1.7247,-0.21912,-0.62727
train6199,-2.5299,-2.5412,1.8273,-1.1218,-2.5406,3.5551,0.39595,1.8953,-0.24141,-1.2726
train6200,-1.8127,-2.9484,2.7496,-1.3535,-2.7809,3.5361,0.30734,1.8689,-0.59562,-1.0178
train6201,-1.8576,-2.8447,2.6713,-1.2722,-2.9276,3.5928,0.39256,1.8327,-0.59055,-0.81524
train6202,-2.0657,-2.6542,2.2609,-1.1528,-3.1013,3.6058,0.50875,1.7368,-0.46492,-0.55451
train6203,-1.8919,-2.8212,2.5923,-1.2888,-2.9814,3.6245,0.40283,1.8188,-0.60596,-0.76383
train6204,-1.9731,-2.756,2.5186,-1.2086,-2.7998,3.5711,0.37149,1.8821,-0.46969,-0.94605
train6205,-2.3897,-2.4087,1.9213,-0.98488,-2.9421,3.6387,0.55345,1.7555,-0.25987,-0.73143
train6206,-2.2644,-2.5957,2.0904,-1.1226,-2.8125,3.6057,0.4061,1.8543,-0.33475,-0.92777
train6207,-2.0233,-2.8427,2.55,-1.3029,-2.6218,3.5086,0.3187,1.9073,-0.47214,-1.2087
train6208,-1.9755,-2.7228,2.495,-1.2047,-2.9428,3.6338,0.42755,1.8346,-0.5422,-0.78073
train6209,-2.3456,-2.4776,1.9911,-1.0507,-2.8741,3.5652,0.51217,1.7949,-0.2757,-0.82573
train6210,-1.8704,-2.7449,2.4901,-1.2183,-3.2247,3.5894,0.51243,1.7053,-0.57816,-0.40803
train6211,-2.1042,-2.788,2.4507,-1.2629,-2.5474,3.4947,0.31302,1.9288,-0.39702,-1.2845
train6212,-2.391,-2.5085,2.0688,-1.1105,-2.4391,3.5038,0.40241,1.964,-0.32012,-1.4032
train6213,-2.4265,-2.5412,2.0294,-1.1321,-2.2791,3.4294,0.35869,1.9561,-0.20203,-1.5775
train6214,-2.4353,-2.387,1.8222,-0.9973,-2.9412,3.6425,0.53436,1.7861,-0.26672,-0.71751
train6215,-2.249,-2.6858,2.3124,-1.1934,-2.175,3.4347,0.2637,2.0209,-0.27422,-1.7242
train6216,-2.4477,-2.5451,2.0009,-1.1351,-2.2159,3.4205,0.34696,1.9815,-0.19194,-1.6466
train6217,-2.2949,-2.5307,2.0936,-1.0862,-2.6267,3.5777,0.39373,1.9032,-0.30212,-1.1361
train6218,-1.9397,-2.9096,2.6372,-1.3166,-2.6448,3.5202,0.28957,1.898,-0.48543,-1.1915
train6219,-1.8465,-2.833,2.7447,-1.2346,-2.7825,3.5219,0.3989,1.8631,-0.55107,-0.98672
train6220,-1.867,-2.8477,2.6466,-1.2715,-2.871,3.5863,0.35926,1.8554,-0.5589,-0.88527
train6221,-1.8293,-2.8466,2.7088,-1.2819,-2.7898,3.5185,0.3691,1.8522,-0.56014,-0.98621
train6222,-1.841,-2.7439,2.6347,-1.2233,-3.1081,3.6192,0.47622,1.7674,-0.60093,-0.58536
train6223,-1.8448,-2.8749,2.7447,-1.2777,-2.7683,3.5048,0.36661,1.8607,-0.53746,-1.0041
train6224,-2.1525,-2.6005,2.1714,-1.1189,-3.0613,3.7159,0.49544,1.7752,-0.4759,-0.61343
train6225,-1.8359,-2.8916,2.6869,-1.2878,-2.8844,3.5904,0.34253,1.8458,-0.55587,-0.86461
train6226,-2.4736,-2.5285,1.942,-1.1122,-2.2878,3.4737,0.34247,2.0023,-0.21302,-1.5678
train6227,-1.7226,-2.9235,2.8343,-1.3631,-2.7789,3.4959,0.34689,1.8227,-0.61429,-1.0021
train6228,-2.1394,-2.7367,2.4415,-1.2258,-2.518,3.5882,0.29946,1.9812,-0.43974,-1.3406
train6229,-1.7694,-2.9416,2.7473,-1.3131,-2.816,3.5678,0.30985,1.8668,-0.5972,-0.96677
train6230,-2.1738,-2.6373,2.293,-1.1372,-2.5454,3.546,0.3431,1.9431,-0.32763,-1.2303
train6231,-2.2875,-2.744,2.2076,-1.2743,-2.4659,3.4988,0.31744,1.939,-0.34744,-1.3952
train6232,-1.7693,-2.9794,2.7338,-1.3424,-2.9966,3.6608,0.33706,1.8311,-0.67466,-0.72991
train6233,-2.516,-2.3846,1.8224,-1.0389,-2.5117,3.5291,0.44415,1.8987,-0.19046,-1.2645
train6234,-1.8752,-2.7558,2.5362,-1.2438,-3.0568,3.603,0.45181,1.7497,-0.55092,-0.61926
train6235,-2.1426,-2.653,2.3352,-1.1411,-2.6805,3.568,0.37492,1.9255,-0.38431,-1.0814
train6236,-1.9852,-2.827,2.4264,-1.2754,-3.0863,3.6806,0.42084,1.7715,-0.59022,-0.62894
train6237,-2.3211,-2.5515,2.1115,-1.1376,-2.5192,3.5339,0.3919,1.8999,-0.30879,-1.3031
train6238,-2.1091,-2.7235,2.3402,-1.2015,-2.7938,3.6002,0.39305,1.853,-0.4629,-0.97383
train6239,-1.737,-2.8753,2.7451,-1.3188,-3.0572,3.6006,0.41509,1.7719,-0.65678,-0.66578
train6240,-1.9939,-2.7582,2.5005,-1.225,-2.8378,3.5883,0.39359,1.8583,-0.52215,-0.93354
train6241,-2.1379,-2.658,2.3597,-1.2045,-2.6911,3.541,0.40908,1.8779,-0.4241,-1.1025
train6242,-2.1868,-2.7258,2.4114,-1.176,-2.2829,3.4187,0.29558,1.9872,-0.31023,-1.6029
train6243,-1.9014,-2.7055,2.5955,-1.1677,-2.9097,3.6486,0.42618,1.8249,-0.5362,-0.81793
train6244,-1.9487,-2.7168,2.4155,-1.2007,-3.2061,3.6811,0.48025,1.7338,-0.547,-0.44379
train6245,-1.851,-2.8047,2.665,-1.2584,-2.8885,3.5951,0.39178,1.8436,-0.59721,-0.86781
train6246,-2.3429,-2.4456,1.9425,-1.0055,-3.002,3.6391,0.53063,1.7613,-0.28709,-0.64645
train6247,-1.8865,-2.826,2.599,-1.2543,-2.9032,3.5942,0.37489,1.8362,-0.53167,-0.83304
train6248,-1.8793,-2.7703,2.5562,-1.2572,-3.084,3.5982,0.46219,1.7661,-0.59172,-0.58639
train6249,-2.0434,-2.7809,2.451,-1.2435,-2.6536,3.5732,0.31242,1.8862,-0.39879,-1.1317
train6250,-2.2694,-2.7665,2.3199,-1.2357,-2.1943,3.457,0.25964,2.0146,-0.32112,-1.7301
train6251,-1.9668,-2.7222,2.3704,-1.2047,-3.1235,3.5782,0.48957,1.7292,-0.51468,-0.52488
train6252,-2.0485,-2.8305,2.5567,-1.2734,-2.44,3.477,0.28434,1.9377,-0.41314,-1.4276
train6253,-2.117,-2.843,2.525,-1.26,-2.2036,3.3951,0.25477,2,-0.35569,-1.7113
train6254,-1.9739,-2.8901,2.7093,-1.2856,-2.2857,3.3965,0.25584,1.9662,-0.41373,-1.6289
train6255,-1.9077,-2.8106,2.5782,-1.2616,-2.874,3.5946,0.37637,1.8357,-0.54049,-0.87874
train6256,-1.9423,-2.8441,2.6285,-1.2971,-2.4931,3.4454,0.30285,1.9041,-0.45102,-1.3446
train6257,-2.0186,-2.6831,2.3381,-1.1458,-3.106,3.669,0.47106,1.7684,-0.4997,-0.57071
train6258,-1.8187,-2.8668,2.7144,-1.2825,-2.9435,3.5925,0.38781,1.824,-0.60452,-0.79712
train6259,-2.1815,-2.5579,2.1154,-1.0844,-3.0812,3.6573,0.50577,1.763,-0.40619,-0.56368
train6260,-1.8299,-2.9714,2.7785,-1.3449,-2.6013,3.4844,0.26825,1.9185,-0.54929,-1.2346
train6261,-2.2857,-2.4863,2.0458,-1.0809,-2.9367,3.6482,0.50492,1.8137,-0.38418,-0.74501
train6262,-2.0403,-2.8207,2.594,-1.2471,-2.2757,3.3913,0.27136,1.9819,-0.39347,-1.6304
train6263,-2.5691,-2.3555,1.7689,-1.0114,-2.4714,3.5732,0.44518,1.8844,-0.19198,-1.3246
train6264,-2.4169,-2.5099,1.8623,-1.0493,-2.7639,3.5449,0.49688,1.7911,-0.24455,-0.96444
train6265,-2.2887,-2.5306,2.0346,-1.0704,-2.8541,3.6293,0.43989,1.8443,-0.31848,-0.83238
train6266,-1.8741,-2.7521,2.6449,-1.2095,-2.8761,3.6061,0.41096,1.8209,-0.53257,-0.86523
train6267,-1.8068,-2.8514,2.6841,-1.2883,-2.9218,3.5976,0.3708,1.8193,-0.58353,-0.82066
train6268,-2.1307,-2.6094,2.1749,-1.1011,-3.1952,3.7622,0.52083,1.7197,-0.50257,-0.43261
train6269,-2.1323,-2.5778,2.2398,-1.0977,-3.0861,3.6712,0.50464,1.7537,-0.41001,-0.56274
train6270,-1.9185,-2.8066,2.5411,-1.2498,-2.9482,3.654,0.38293,1.8221,-0.5661,-0.78524
train6271,-1.9313,-2.7698,2.5655,-1.2561,-2.9226,3.6087,0.40562,1.8236,-0.54039,-0.81503
train6272,-1.9304,-2.7685,2.5558,-1.2613,-2.9157,3.5944,0.41387,1.8234,-0.56386,-0.81904
train6273,-1.9967,-2.743,2.4145,-1.2052,-2.9917,3.6504,0.41081,1.8138,-0.48813,-0.70627
train6274,-1.7589,-2.9286,2.7922,-1.3434,-2.8168,3.5286,0.34659,1.8228,-0.57795,-0.94174
train6275,-2.3573,-2.5388,2.0825,-1.1263,-2.4054,3.4868,0.36261,1.9456,-0.2642,-1.4306
train6276,-2.1221,-2.6924,2.3328,-1.1809,-2.72,3.5828,0.39002,1.8649,-0.39987,-1.0395
train6277,-1.8517,-2.7918,2.6732,-1.2202,-2.8948,3.625,0.38966,1.8475,-0.57221,-0.85886
train6278,-2.4083,-2.4496,1.9471,-1.0467,-2.6227,3.5877,0.43101,1.8701,-0.22473,-1.1146
train6279,-1.7848,-2.8382,2.7178,-1.2858,-2.9328,3.6136,0.37274,1.7881,-0.55179,-0.7875
train6280,-2.5716,-2.3498,1.7385,-1.035,-2.5409,3.4557,0.50593,1.8463,-0.16258,-1.2196
train6281,-1.879,-2.8317,2.6339,-1.2506,-2.9093,3.5843,0.38581,1.8386,-0.55342,-0.83849
train6282,-2.0364,-2.6869,2.342,-1.1767,-3.063,3.7011,0.45674,1.7664,-0.50601,-0.60884
train6283,-2.6516,-2.27,1.6004,-0.94255,-2.6827,3.5844,0.53881,1.7998,-0.11753,-1.0225
train6284,-1.8194,-2.8869,2.7737,-1.2931,-2.8053,3.5379,0.37438,1.8554,-0.57229,-0.95025
train6285,-2.3231,-2.6632,2.1438,-1.1592,-2.2884,3.3916,0.32314,1.968,-0.19219,-1.5289
train6286,-1.9694,-2.7507,2.5287,-1.2272,-2.8765,3.5945,0.40404,1.8332,-0.49787,-0.86384
train6287,-2.1143,-2.6777,2.2544,-1.2157,-3.0117,3.7281,0.42312,1.7824,-0.48462,-0.66819
train6288,-1.8372,-2.8143,2.6505,-1.2887,-2.9253,3.6078,0.39291,1.8096,-0.58933,-0.81296
train6289,-2.541,-2.3552,1.7436,-0.98936,-2.5794,3.5186,0.48378,1.8373,-0.14159,-1.1508
train6290,-1.9592,-2.662,2.4718,-1.1235,-2.9821,3.6707,0.45359,1.821,-0.52555,-0.72095
train6291,-2.2263,-2.5199,2.107,-1.0943,-2.8974,3.6506,0.4803,1.8054,-0.38345,-0.79222
train6292,-1.7871,-2.8786,2.775,-1.3291,-2.7907,3.4849,0.36986,1.819,-0.55068,-0.97424
train6293,-1.8974,-2.7961,2.5852,-1.2518,-2.9287,3.6043,0.39241,1.8215,-0.53888,-0.80304
train6294,-2.3285,-2.6549,2.1386,-1.192,-2.3468,3.466,0.31934,1.9699,-0.28542,-1.5133
train6295,-1.8864,-2.86,2.635,-1.2858,-2.7245,3.5364,0.32085,1.8753,-0.51326,-1.0692
train6296,-2.2975,-2.5108,2.0145,-1.0702,-2.9565,3.691,0.49263,1.7714,-0.35439,-0.72269
train6297,-1.9102,-2.7898,2.59,-1.2398,-2.9049,3.5926,0.40125,1.826,-0.51938,-0.8191
train6298,-1.7927,-2.9062,2.7359,-1.3564,-2.804,3.5206,0.33922,1.8291,-0.58325,-0.97734
train6299,-2.0961,-2.5909,2.246,-1.1487,-3.1149,3.5807,0.52445,1.7486,-0.47668,-0.55222
train6300,-1.8993,-2.8513,2.622,-1.2698,-2.825,3.5581,0.34518,1.8626,-0.48551,-0.91772
train6301,-2.2382,-2.5478,2.0454,-1.0795,-3.0496,3.7268,0.49561,1.7624,-0.41384,-0.60343
train6302,-2.5098,-2.3094,1.7365,-0.94033,-2.9238,3.6585,0.57319,1.754,-0.21797,-0.73238
train6303,-1.9692,-2.7506,2.5294,-1.2272,-2.8755,3.5942,0.40395,1.8336,-0.49797,-0.865
train6304,-1.911,-2.741,2.442,-1.1947,-3.2617,3.6393,0.49682,1.7166,-0.57019,-0.37028
train6305,-1.9439,-2.7693,2.6145,-1.2263,-2.691,3.4283,0.40968,1.8563,-0.43951,-1.0744
train6306,-2.2427,-2.7051,2.2671,-1.1978,-2.4505,3.5093,0.3289,1.9686,-0.374,-1.4154
train6307,-1.952,-2.7293,2.5139,-1.1934,-2.9833,3.7235,0.41007,1.8234,-0.56902,-0.72726
train6308,-2.0482,-2.7404,2.4223,-1.1885,-2.686,3.4959,0.37769,1.8748,-0.39773,-1.0825
train6309,-1.8861,-2.841,2.5573,-1.2897,-3.0661,3.6873,0.41218,1.7978,-0.65036,-0.63926
train6310,-2.5192,-2.5639,1.9414,-1.1315,-2.1487,3.3997,0.33145,2.0017,-0.15173,-1.7456
train6311,-2.257,-2.7216,2.2844,-1.2369,-2.2816,3.4636,0.27468,1.9949,-0.31929,-1.6192
train6312,-1.8187,-2.7985,2.721,-1.2438,-2.9497,3.6498,0.39795,1.8366,-0.61669,-0.80027
train6313,-1.7737,-2.8802,2.7096,-1.3192,-3.0032,3.5909,0.39106,1.7949,-0.62625,-0.7285
train6314,-2.2677,-2.7248,2.2699,-1.2354,-2.2842,3.4188,0.30118,1.9882,-0.30924,-1.6082
train6315,-2.0083,-2.8863,2.5842,-1.3173,-2.5097,3.5091,0.25439,1.9507,-0.47517,-1.3665
train6316,-2.0242,-2.7123,2.4352,-1.1953,-2.8969,3.6215,0.41236,1.831,-0.47241,-0.82167
train6317,-1.9759,-2.7366,2.4962,-1.2042,-2.9313,3.683,0.39981,1.8337,-0.5424,-0.79676
train6318,-1.8749,-2.8875,2.6369,-1.3024,-2.8464,3.6164,0.32872,1.8599,-0.58398,-0.93856
train6319,-2.3146,-2.5431,2.113,-1.1043,-2.7838,3.5691,0.47503,1.8324,-0.32854,-0.96298
train6320,-2.3704,-2.6464,2.1031,-1.1929,-2.4644,3.5693,0.33541,1.9616,-0.35012,-1.3958
train6321,-2.3071,-2.6454,2.1864,-1.1669,-2.3058,3.4402,0.34229,1.9591,-0.29178,-1.5715
train6322,-1.9985,-2.7924,2.5848,-1.2608,-2.5366,3.4831,0.31466,1.925,-0.44752,-1.3126
train6323,-1.8459,-2.7896,2.7051,-1.2184,-2.8874,3.5648,0.41635,1.8201,-0.52901,-0.85128
train6324,-2.3549,-2.629,1.9666,-1.1369,-2.6874,3.5653,0.39371,1.8695,-0.27652,-1.069
train6325,-2.0273,-2.8096,2.5564,-1.2286,-2.5076,3.44,0.33139,1.9483,-0.43597,-1.3348
train6326,-2.0079,-2.7072,2.4214,-1.183,-2.9471,3.637,0.4189,1.8161,-0.46352,-0.75404
train6327,-1.8597,-2.8551,2.6896,-1.2747,-2.7783,3.4997,0.36228,1.8502,-0.51335,-1.0002
train6328,-2.1611,-2.5838,2.1295,-1.103,-3.127,3.6082,0.52387,1.7392,-0.41283,-0.51004
train6329,-1.8651,-2.8238,2.6594,-1.2629,-2.8988,3.567,0.40034,1.8276,-0.58245,-0.85699
train6330,-2.1332,-2.6256,2.2671,-1.135,-2.9518,3.6262,0.46098,1.8022,-0.41804,-0.75305
train6331,-1.8425,-2.7578,2.6889,-1.1925,-2.8786,3.6314,0.40186,1.8372,-0.55151,-0.86551
train6332,-2.4849,-2.4171,1.861,-1.0438,-2.612,3.5334,0.48392,1.8461,-0.20074,-1.1416
train6333,-2.5249,-2.4619,1.7951,-1.0882,-2.4893,3.5172,0.42405,1.881,-0.18405,-1.2902
train6334,-1.8932,-2.6603,2.5577,-1.1543,-3.0382,3.6549,0.492,1.7564,-0.54374,-0.64533
train6335,-2.0474,-2.6576,2.2211,-1.1792,-3.2714,3.6933,0.53267,1.6901,-0.54337,-0.34657
train6336,-2.0035,-2.7601,2.5259,-1.2542,-2.733,3.5818,0.35371,1.8987,-0.4861,-1.0319
train6337,-1.8497,-2.8478,2.6846,-1.2797,-2.8771,3.5787,0.37482,1.8278,-0.55812,-0.86291
train6338,-1.9153,-2.7857,2.581,-1.2396,-2.8995,3.6031,0.38763,1.8501,-0.55433,-0.86401
train6339,-1.897,-2.8114,2.5822,-1.2626,-2.9675,3.6213,0.39445,1.8102,-0.54696,-0.75554
train6340,-2.69,-2.317,1.6377,-1.006,-2.4005,3.4867,0.4739,1.8925,-0.11147,-1.4061
train6341,-2.0193,-2.8341,2.5077,-1.2823,-2.7716,3.5758,0.33629,1.8943,-0.51899,-1.0383
train6342,-1.9455,-2.6254,2.3517,-1.1406,-3.3717,3.6495,0.5721,1.6524,-0.55675,-0.20573
train6343,-2.0167,-2.6746,2.3495,-1.1659,-3.1476,3.6688,0.48124,1.7531,-0.49826,-0.50771
train6344,-2.4017,-2.5122,1.9658,-1.1076,-2.4855,3.4953,0.39114,1.9122,-0.22598,-1.2991
train6345,-1.8879,-2.8962,2.6722,-1.3038,-2.7535,3.5617,0.31891,1.8849,-0.5461,-1.043
train6346,-2.2261,-2.7304,2.2727,-1.2273,-2.506,3.5136,0.33131,1.926,-0.3501,-1.3272
train6347,-1.8506,-3.0179,2.7143,-1.3371,-2.6345,3.5285,0.24241,1.9289,-0.54933,-1.2101
train6348,-2.1632,-2.5892,2.1955,-1.1276,-2.91,3.5683,0.48245,1.7941,-0.39707,-0.80461
train6349,-1.895,-2.7878,2.5269,-1.268,-3.1269,3.7185,0.43084,1.7771,-0.62803,-0.54887
train6350,-2.2516,-2.597,2.1591,-1.119,-2.5705,3.5732,0.35574,1.9077,-0.29329,-1.1992
train6351,-1.825,-2.8345,2.7098,-1.2383,-2.9291,3.6422,0.37595,1.8577,-0.6062,-0.82473
train6352,-2.299,-2.6333,2.1123,-1.1466,-2.7535,3.6287,0.40446,1.8674,-0.38148,-1.0278
train6353,-1.7891,-2.9017,2.743,-1.3051,-2.8908,3.5849,0.37224,1.8215,-0.58267,-0.83527
train6354,-1.8233,-2.7716,2.5778,-1.2728,-3.1756,3.5761,0.50714,1.7017,-0.60127,-0.47017
train6355,-1.7802,-2.8918,2.7098,-1.2885,-2.9499,3.6096,0.3614,1.8239,-0.60447,-0.79026
train6356,-2.4008,-2.423,1.8968,-1.0249,-2.7977,3.6329,0.47314,1.8316,-0.26702,-0.89681
train6357,-1.9549,-2.763,2.6475,-1.2301,-2.7476,3.6045,0.36624,1.9187,-0.54792,-1.0455
train6358,-2.2289,-2.5606,2.2225,-1.1177,-2.8866,3.5351,0.52418,1.8142,-0.39709,-0.84217
train6359,-1.9165,-2.7866,2.5558,-1.2437,-2.9315,3.5954,0.40009,1.8154,-0.52175,-0.79574
train6360,-1.9944,-2.799,2.5733,-1.2616,-2.6117,3.5626,0.32129,1.9204,-0.47323,-1.1944
train6361,-2.1039,-2.6809,2.3241,-1.181,-2.7455,3.5821,0.38451,1.8529,-0.39727,-1.0068
train6362,-1.915,-2.77,2.5698,-1.2637,-2.9381,3.6109,0.4059,1.8021,-0.535,-0.78867
train6363,-1.8877,-2.7771,2.6045,-1.2571,-2.9148,3.6121,0.40066,1.8214,-0.56055,-0.82449
train6364,-1.8715,-2.7662,2.6853,-1.2479,-2.934,3.6786,0.39943,1.8433,-0.60118,-0.81342
train6365,-1.8928,-2.7885,2.6424,-1.2395,-2.8367,3.6247,0.37175,1.8561,-0.5544,-0.93599
train6366,-1.98,-2.7499,2.4681,-1.2189,-2.9539,3.6611,0.39872,1.8234,-0.53453,-0.77109
train6367,-2.1109,-2.6951,2.4491,-1.2061,-2.52,3.416,0.37176,1.9127,-0.33506,-1.288
train6368,-1.8885,-2.8137,2.5893,-1.2677,-2.9074,3.5788,0.38635,1.8251,-0.54047,-0.8286
train6369,-2.0356,-2.688,2.3338,-1.1943,-3.0971,3.5931,0.47403,1.7799,-0.50484,-0.57123
train6370,-2.2615,-2.5017,2.0181,-1.0355,-3.0285,3.673,0.49941,1.7726,-0.35985,-0.63301
train6371,-2.059,-2.7559,2.5241,-1.2094,-2.4728,3.4341,0.34029,1.9403,-0.4083,-1.3834
train6372,-1.8004,-2.8559,2.6913,-1.3113,-2.9373,3.5846,0.37839,1.8051,-0.59793,-0.80522
train6373,-1.8288,-2.8976,2.6782,-1.2946,-2.9093,3.5791,0.34958,1.8379,-0.55806,-0.83148
train6374,-1.8998,-2.8778,2.6652,-1.3066,-2.6339,3.5474,0.28851,1.9092,-0.53469,-1.2022
train6375,-2.6727,-2.2476,1.5618,-0.91219,-2.6474,3.6053,0.52584,1.8008,-0.098485,-1.0628
train6376,-2.0289,-2.7693,2.5156,-1.2403,-2.5358,3.478,0.33064,1.9219,-0.42809,-1.2926
train6377,-1.7245,-2.8794,2.8328,-1.2846,-2.9228,3.5247,0.38939,1.8166,-0.59257,-0.82746
