SampleID,Kendall tau,Kendall tau p
train80,0.0446431315,0.0001632469
train11873,0.7441636162,0
train10064,-0.0199321406,0.1114336408
train1868,0.007688611,0.5545587665
train1500,0.0481536253,0.0512275354
train3863,-0.0301685702,0.2990980448
train9375,0.0513966792,1.5715676949111218e-06
train14936,0.0005739537,0.9816527671
train13083,0.011696897,0.5885566934
train4813,0.2985561653,1.2653225529184245e-43
train14768,-0.001594328,0.9135125171
train4963,0.0010815534,0.938354863
train1162,0.0009369513,0.9326347683
train7274,-0.002569754,0.8660297762
train4123,-0.2611905031,8.2547918976179811e-146
train2530,-0.0039000078,0.684311791
train13020,0.1200750496,9.0320114974470943e-24
train3124,-0.2464903736,4.0233109788279666e-184
train10890,-0.0634667467,0.0002421119
train3780,-0.0210272577,0.0925878088
train10452,-0.5084927398,0
train7884,0.5955240789,1.9528407934751454e-204
train7869,0.2536819712,2.7903664880618715e-29
train12828,-0.1476498748,1.8720029285160018e-36
train2904,0.0065188827,0.6694112207
train3015,0.0054166837,0.7732515771
train2598,-0.1704959503,1.8349430235461034e-14
train14692,0.1278843271,7.3680645805622998e-56
train2232,-0.3528504115,0
train13702,-0.0104293825,0.5902892286
train9141,0.1335747456,6.6025143141512528e-14
train13473,-0.1593094873,1.1846880299872327e-50
train6874,0.2004375773,8.4098612306489514e-128
train5232,0.0020601899,0.8399025094
train10497,-0.2999279446,5.4502484302673161e-82
train12216,-0.5024411568,0
train6514,-0.7165163346,0
train12524,0.018343101,0.2649491302
train1099,0.0007213775,0.9620802258
train5988,-0.3014909255,0
train114,0.0323518971,0.0424381217
train4054,-0.1894998715,4.7516429618678248e-119
train415,-0.1858470597,2.8170125471341801e-14
train9222,-0.0567521869,1.7780534150184847e-08
train15262,-0.1538085582,2.5732726741278392e-44
train14025,0.0522296863,3.8626729531629251e-10
train2659,0.019089946,0.5111453689
train404,-0.2743082801,2.3994563020002043e-42
train896,-0.4785580393,0
train9391,-0.0266496183,0.3558362468
train13459,0.0072879176,0.6926283229
train15214,0.4742472068,0
train8762,-0.6632159838,0
train12700,0.3829542475,0
train10827,-0.0310347897,0.0288357397
train6563,-0.4710443977,0
train14933,0.133464228,8.0238980683091729e-19
train13189,-0.0106161188,0.2802070227
train7204,-0.0987520832,2.2090311873849623e-19
train4738,0.5206925205,1.868678718981777e-140
train1263,0.0191335676,0.5101804811
train11111,0.019980281,0.4709964602
train6639,0.3819806012,0
train4277,0.3304768359,1.0076277541578445e-133
train7796,0.2187443889,1.0627924134491382e-42
train14036,0.0042474214,0.6150658359
train6911,0.0016407606,0.8879327283
train2759,-0.0143304215,0.2352125109
train12350,-0.7011680925,0
train14280,0.6852332943,5.099118162233036e-151
train12353,-0.0049585382,0.5200884186
train11723,0.0141747455,0.3980995592
train6045,-0.328486522,1.0737038493277848e-295
train14731,-0.1545937346,1.6061766978223369e-10
train5396,0.5355581102,4.9366175327685361e-157
train7723,0.0122406704,0.4058440852
train6680,-0.0223838103,0.0177307984
train11765,-0.0245966697,0.157262668
train11084,-0.2604294203,6.8450405049688958e-156
train13400,0.261929536,1.0065245748685296e-50
train4484,0.7752924567,0
train13782,-0.0353486527,0.1723234956
train14703,0.0028603707,0.7679423724
train13678,-0.007919824,0.6468231311
train6329,0.1671662649,3.2585228621744185e-103
train12021,0.4885529264,0
train11844,-0.0170427209,0.1827281094
train13105,-0.3218013862,4.7059577838573496e-146
train3254,-0.0091470482,0.6125367608
train5725,0.0086002607,0.3899316587
train5164,-0.0065837944,0.5365488632
train92,-0.0149345379,0.0509405218
train4361,0.172933842,1.7697297389108459e-48
train9647,-0.1509100003,4.8334554287879141e-09
train14353,0.5091930072,3.046490563749382e-67
train5332,0.246896427,8.3963747124356609e-125
train4273,-0.5648814172,0
train15905,0.0002105076,0.9899968789
train12318,0.2944216438,2.9853715430986441e-62
train10896,0.1248213434,1.5794701534371422e-10
train12157,0.0048452445,0.8202442367
train8516,0.0084224076,0.3282035352
train13363,-0.0917412528,8.8147106034278898e-12
train10467,0.0142569299,0.394324654
train969,-0.6212485755,0
train13604,-0.1346389546,6.2114464086876336e-39
train942,0.5104353018,0
train15063,0.013087719,0.4083817919
train7249,-0.0702135653,9.5147904741333328e-13
train12453,0.0022534444,0.8903480745
train3244,-0.3105172215,2.9067618962167466e-32
train10971,-0.2237122945,9.1489893824898303e-148
train11341,-0.1495009196,7.2454720928962776e-09
train821,-0.5918891307,0
train5919,-0.269613667,1.1925607746929233e-102
train8492,-0.3311004577,1.3789675287839436e-250
train14560,0.3268993028,1.3984999982209599e-51
train4177,0.1796022326,5.0480985779914709e-117
train8454,-0.5496194754,1.1089278568747873e-151
train3422,0.1987820825,2.993859021124755e-13
train118,0.3189948277,1.0443088385411112e-38
train1259,0.1523929989,1.4721884554904912e-12
train15216,-0.0090140823,0.7057975608
train13868,0.0873411495,6.5603306115207611e-10
train9301,0.0251195036,0.0265901885
train7736,-0.4299288647,0
train10904,-0.3235392156,0
train7666,0.0656765478,0.0007703069
train5317,0.0014894127,0.90214854
train13481,-0.0074188062,0.5614089577
train10032,-0.0906874813,1.007746408459283e-25
train8106,0.0861242457,6.5154596025550929e-05
train2856,-0.0221994369,0.1206435986
train8326,-0.0451920791,0.0105668749
train10416,0.0169754619,0.2720655107
train15388,0.0007564337,0.9638957798
train4647,0.1803164045,1.1900734784143657e-19
train12875,-0.0034647867,0.7130982458
train8705,-0.2045563251,6.3504794840782569e-13
train15670,0.0072637516,0.4761948992
train12140,0.417506485,3.80615161482125e-310
train13195,0.0105833014,0.5759199254
train6878,0.0093675681,0.4640325723
train15895,0.0050968347,0.74522185
train5805,0.3606092469,2.6478974751952165e-91
train13372,-0.1271434204,2.7564168309134766e-15
train5014,-0.0117698325,0.4221145252
train13166,-0.1409792529,1.580028196914432e-08
train3737,-0.5866006791,1.5187303356752749e-29
train7852,-0.0765127925,8.0043867582300419e-15
train2537,-0.0357993739,0.0820678469
train4769,-0.0001258344,0.995320425
train2166,0.0335650499,0.0060005345
train7436,0.4127551432,2.7735409402428568e-158
train10696,-0.0190695665,0.0198954674
train1142,0.3548052822,0
train4218,0.1965440017,1.1635479466657007e-123
train15330,0.2026769609,1.5649568378104342e-101
train3841,-0.0014882673,0.9479689366
train8140,0.0002832967,0.973768844
train435,0.1743475896,2.4664845554693915e-64
train10262,0.0291883734,0.011651149
train577,-0.2987851205,1.542090983418009e-145
train7861,0.0523601563,1.2821433340048991e-06
train13643,-0.2091297132,1.2738406531837829e-86
train9403,0.0699860365,0.0003080302
train10193,0.0706659193,0.0064857543
train1588,0.0090398155,0.4944035823
train9832,-0.0041920846,0.8674459372
train1999,-0.2173206538,4.4792231022404744e-19
train14268,0.5791499109,0
train9077,0.0319858467,0.1564214555
train14048,0.0076936862,0.710097767
train5288,0.061945822,0.0015058058
train1076,0.4678062916,2.9817238343118056e-88
train16040,0.7211223447,2.0850378153366387e-89
train15979,0.0732916145,1.1555607447971817e-05
train7658,0.0043475036,0.8550690011
train388,0.0377768577,0.1836693392
train12589,0.0100777229,0.2767224173
train5371,-0.0138205456,0.5555481928
train4906,0.6146161561,4.9621898127736887e-215
train16145,0.2488736354,2.9598054602099917e-07
train6352,0.0119819596,0.2264809663
train15379,0.0373556394,0.000101591
train13130,-0.1245420558,1.3508218426177866e-10
train11705,-0.0049041511,0.5888211706
train4886,0.2644843496,3.2339515771057569e-154
train13278,0.1307178999,3.037992007539736e-09
train16087,0.4892487411,2.9869379222012968e-44
train13798,0.3262269206,0
train6754,0.2203128598,7.6415609892440741e-86
train15231,-0.0010069448,0.9356148038
train12805,-0.0640763741,0.0029233279
train13825,-0.0027177809,0.7423942296
train11488,0.0319368826,0.2833520611
train14019,-0.4507483597,1.4952470946899168e-105
train7925,-0.1088268741,1.6800650979891875e-31
train8630,0.1462857231,4.7848268126039439e-31
train15969,0.0441555945,0.0350705813
train1320,-0.3585738187,1.5792539328230872e-122
train2736,0.0015051258,0.9509781593
train6096,-0.2420905418,2.7427422628818016e-125
train1372,-0.4844667173,8.5299455582675151e-110
train5000,-0.5008698581,9.9213193608881129e-117
train5614,-0.4815722866,3.4367692642390722e-178
train5508,0.4988155553,0
train1377,0.0067440399,0.7010192749
train5526,-0.1465895585,6.3982951085396936e-67
train11061,-0.0109992004,0.4434670131
train6298,0.4913047438,0
train3664,-0.1171844878,1.4816100644015783e-14
train5882,-0.0647739047,0.0137849581
train5532,-0.3457475706,2.7278172706183085e-291
train13502,0.0261889992,0.0041435285
train6246,0.4198847667,1.1945552945345928e-275
train1902,0.0054268825,0.4932081668
train14957,-0.07362361,9.1418751346394795e-11
train16018,-0.1870060481,1.0419255330233301e-22
train8371,0.1852897319,7.6753497015990983e-38
train1822,0.0611025238,3.904409944218202e-11
train802,-0.1285356912,1.1939733437037775e-06
train7693,0.608648846,8.1238876352988492e-239
train11397,0.0399905692,0.0029192956
train2837,0.0015439914,0.9188019039
train1245,-0.0254857452,0.2173037023
train8330,0.4116286048,0
train13750,-0.030897665,0.0836122946
train7850,-0.1794851753,2.3116965909943389e-11
train15123,-0.0086757724,0.5743700863
train11630,0.1346064278,6.6382401582975949e-11
train16022,0.0034314602,0.8498065273
train9315,-0.4929428392,0
train16195,0.0613443305,0.0890366174
train8056,0.2787509766,4.3155646757373657e-202
train14393,0.0139111813,0.6005918071
train547,-0.3868244021,4.6297964569170525e-42
train11645,0.3320880158,1.9553784101812764e-99
train11236,-0.0315001347,0.2852294453
train8874,0.0309331198,0.0747957238
train11731,-0.4317057255,6.0968218830530286e-50
train11161,0.0645108847,2.1678957721623139e-06
train8286,0.2414726988,9.0914573820713294e-101
train8518,-0.5080751644,0
train8480,0.2859000782,6.874108456240883e-23
train13169,0.1583576973,4.400185471937415e-50
train148,-0.0186844504,0.438379894
train4571,0.5353317543,0
train6707,0.3253708607,5.4510739158332197e-68
train7325,0.1796315738,2.9984712765360914e-50
train4081,0.2462969879,1.143546957651142e-31
train3687,0.0587275663,0.0112252042
train392,0.0266843515,0.0049236248
train5849,-0.4069334239,2.6546926952539259e-83
train9347,0.7241121314,0
train4423,-0.1506173684,9.2634330292007788e-77
train1135,0.0283799749,0.0527961753
train7956,0.0319064836,0.2809487462
train2256,0.1709722681,1.3818684587392641e-20
train10161,-0.0081441414,0.6188349743
train909,0.0464168347,0.0778201597
train15694,0.3659420873,2.8879419299112436e-158
train1552,-0.5035218301,0
train3670,-0.0016546643,0.8436239345
train10955,0.4998390437,1.8409701121585615e-179
train10143,-0.3795386793,0
train51,-0.0152028462,0.0842420255
train15332,0.0040728201,0.712267512
train12373,0.0307721026,0.0007585576
train13885,-0.1434374957,9.000028254458092e-14
train2178,0.0008934373,0.9614241015
train7544,0.0562382639,1.5209656019268992e-08
train5528,0.1147235669,7.6005550451144349e-30
train16057,0.4622859705,0
train7131,-0.0023566855,0.8821868287
train14261,-0.0281211539,0.0009751397
train2551,-0.0071852334,0.545465118
train8654,-0.686434576,0
train6474,0.0142972943,0.5809455158
train2921,0.1624491766,6.84434766724815e-09
train9451,-0.098593013,1.0067949996187136e-05
train1662,-0.270632172,1.221059905004679e-20
train2303,0.6126050183,0
train13204,0.0195613191,0.218924832
train15333,-0.1709326431,4.1593786700267798e-09
train353,0.2342936877,6.1923950181504997e-20
train5087,0.4321819869,2.3212102811309048e-126
train2723,0.0393989398,4.6524321924676882e-05
train2899,0.0020752591,0.9425197243
train14974,-0.2316903691,5.8364694273666204e-38
train1310,0.1444289541,1.285676248164749e-06
train14881,0.0435263905,1.3691693612238501e-05
train4935,0.0025652608,0.802763392
train793,-0.0123376898,0.1756304482
train1409,-0.6081229882,0
train9956,-0.5107065888,1.2914300023453356e-155
train2020,-0.0009368413,0.9723922407
train16034,0.0744214358,2.1503645607758002e-14
train14515,-0.3129718558,1.5679808679460423e-30
train11960,-0.0525439958,1.7966749694099336e-08
train8141,0.4950590803,4.6758098359890567e-162
train7058,0.0029936072,0.7763434633
train11231,0.5815553115,1.9086935823311185e-117
train8457,0.0181801132,0.1503694961
train11877,0.4012638308,0
train6927,0.7201904491,4.708341187690776e-284
train4569,0.2430541286,1.1524872089706108e-55
train7774,-0.0138378143,0.189953106
train11276,0.0070303176,0.4288524764
train1804,-0.0445840443,6.0704194370404835e-05
train10172,-0.2673197197,1.4787508576003972e-179
train11671,-0.4557907539,0
train4565,-0.0272283245,0.2790179706
train4217,-0.3036719346,4.7634694407878004e-60
train13913,-0.1083768565,6.8024793147388283e-07
train13591,-0.1160398556,3.113710877631845e-22
train6823,0.2791471578,2.3799470902874804e-211
train15448,0.0845894165,7.2151179078378382e-05
train15076,-0.0385482858,0.1706311766
train11894,-0.0045921977,0.8050780708
train3970,-0.0333449635,0.1073314791
train10661,0.0091046644,0.3607976974
train2616,-0.0121247214,0.18709492
train10778,0.1530029218,5.6327981028197269e-19
train11872,0.015291889,0.4687871384
train11394,-0.0136088837,0.0723707689
train11201,-0.8197540947,0
train6360,-0.1048205673,9.8407578103603814e-05
train3740,-0.1156853407,3.9291602559893132e-28
train13137,-0.0039191789,0.7621513842
train10215,0.2992421582,3.6238249162251711e-99
train677,-0.0141223609,0.2412324461
train8745,0.1219631232,9.5137557126670526e-23
train13415,-0.3302195895,9.6185013082399046e-62
train12465,-0.52650252,0
train2271,0.0965300848,2.0972574607153215e-20
train5445,-0.5919098443,6.9815028836121144e-168
train8174,0.0921164541,2.8721460974464903e-10
train11899,-0.0009152483,0.9287554372
train11803,0.2267906114,2.307299363341924e-15
train2877,0.3946505576,5.396380875514199e-59
train10496,-0.1004052032,2.6796406456612177e-28
train7405,-0.0040918866,0.813302793
train13466,-0.0072378124,0.3588275121
train15509,0.0924811657,1.2915145808340902e-19
train11755,-0.0310223434,0.0001947477
train4822,0.5937955264,2.6273405713108137e-145
train5747,-0.0789695632,2.1077997944838369e-09
train14210,-0.070045258,0.0058346622
train1938,0.0769501909,0.004157267
train8651,-0.3379492436,3.0605300770794979e-207
train14597,-0.2402165134,2.8618104212658777e-169
train6978,0.0544436898,0.0002887796
train12088,-0.0020744552,0.9149660069
train4255,-0.7488503496,0
train8178,-0.0033155534,0.7917191885
train9638,0.834509199,2.7471692494872011e-190
train4756,-0.2954687701,8.1208474379534512e-39
train9590,-0.0219398513,0.3128461686
train13942,0.6335092144,0
train3229,0.608672628,1.2506560366197364e-134
train13932,0.7833476986,0
train8334,0.260600851,2.706055291519222e-44
train1978,-0.4749624018,0
train13143,0.0038017673,0.6132094641
train1321,-0.0262105626,0.0038649453
train10829,-0.2774196632,2.1197265485131415e-28
train1856,0.127154963,0.01773116
train7839,0.1430898518,3.1164404908097903e-29
train2767,0.6135958279,0
train11430,-0.0147105667,0.4472103653
train13704,0.0130520546,0.1865090908
train344,-0.0278883786,0.0916828172
train12412,-0.0917768153,7.211305043364428e-06
train15058,0.2713055398,1.2799179991532578e-42
train3965,-0.0130773662,0.4553219685
train6203,0.1642278655,2.5915745264602823e-67
train2413,-0.297545813,1.3066281042421143e-211
train2700,-0.0992441026,4.0608311054661914e-16
train632,-0.2211320167,2.5612976660398455e-177
train4660,0.2901763858,1.1283526915839715e-47
train9748,-0.1010431729,3.002722113914489e-18
train11013,0.1174391283,8.1944167751064533e-12
train5953,0.0682898118,0.0093626719
train5163,-0.460374475,0
train15154,-0.0105307646,0.4446520819
train3353,-0.2064762465,1.5920168817014117e-92
train13328,0.0096405709,0.5475814435
train14781,-0.0031785568,0.8773636625
train10264,0.1195712103,3.1781937430243264e-13
train45,-0.0587448571,3.4912626767592294e-10
train3377,-0.0185506726,0.0345505886
train4365,0.3684702879,7.3422752231879086e-43
train7328,0.0188871871,0.1198301314
train12981,0.0487999178,1.9931784934252896e-10
train11865,0.3662574646,2.3778053740517501e-153
train721,-0.0666721359,0.0217455765
train4067,0.2897140079,3.7160138368695919e-111
train7960,-0.0029824773,0.7358470652
train2847,-0.2862789056,5.4723249349002606e-139
train10422,-0.0204597919,0.2028950994
train11500,-0.0256280628,0.0446405635
train13449,0.0302716627,0.0350601459
train1160,-0.1644341125,4.3842392751561453e-93
train13102,0.0419308282,0.0482123939
train13796,-0.0003034199,0.9919002431
train6721,-0.4709868436,7.3183292740891234e-95
train14958,-0.5330758949,0
train4371,0.0262437958,0.3142516363
train5078,0.4366116391,1.402347049995266e-183
train3356,0.2406721739,4.9806824387462138e-19
train2754,-0.2615930259,7.3299785437361628e-20
train243,0.2505440562,8.5700171846846942e-149
train9043,-0.0305259172,0.2902241369
train168,0.2972631084,1.1332422906685503e-87
train1025,0.3114021039,2.2664083756527062e-17
train3607,0.7102648327,0
train11495,-0.0039269172,0.6288203898
train2447,-0.0309680585,0.0288903919
train2245,0.0045191437,0.8309761667
train8417,-0.0003144728,0.9715596051
train5211,-0.0103661182,0.2117618161
train12925,0.5786391143,4.3067323186350789e-288
train1993,0.0075775187,0.564734667
train810,0.0235864096,0.1177882504
train9549,0.7521983855,0
train15461,-0.1762702199,2.2736282420996669e-77
train2065,-0.0392512385,0.0903261005
train7721,0.0901731733,0.0010964165
train8771,0.2170692935,8.8724635106579516e-19
train3630,0.0857163303,0.0009348907
train8809,-0.1867442623,1.3914935169993009e-18
train10507,-0.707276475,3.1368947890783899e-185
train10475,-0.3628216049,4.1557796017559718e-185
train11300,0.0347811885,0.209138675
train16103,0.2012870986,1.6121110829200633e-10
train8066,-0.0734437691,0.0064444633
train9026,-0.0001614159,0.9854327966
train1898,0.2944816787,3.834562402749209e-24
train8525,-0.2892120731,3.201234785055142e-174
train2601,-0.2263595045,7.9526312132659031e-50
train8732,-0.4087717194,3.0616799571007082e-63
train3543,-0.4578464197,3.2869972411138938e-171
train4090,-0.1474371831,1.8896298525961203e-28
train700,0.1173159516,4.4924279607614023e-06
train5870,-0.0142984795,0.4663468113
train15936,-0.1301307597,2.0724435654915354e-29
train11349,0.0587195636,3.5075047400348128e-06
train3634,0.3423378937,3.5280283867260572e-45
train4188,0.0772108585,0.0007155237
train574,-0.0046550784,0.5532852796
train2812,-0.0713869283,1.6881509887787747e-05
train2829,0.0116018608,0.4296625157
train3338,-0.0338537103,0.1269141667
train12697,0.150533879,4.0896268883558184e-58
train9106,0.0337398133,0.1529380339
train1378,0.020429902,0.0683938013
train9805,-0.1426172761,4.0060266068777787e-12
train4895,-0.283822871,1.3974370239095216e-22
train9200,0.0935294065,5.4377553531493641e-06
train7316,-0.0168604218,0.5286994119
train3616,0.4489905026,7.4053010112977838e-104
train6612,0.6268557226,0
train1195,0.3392757779,1.6609928043053025e-31
train10450,-0.5049542581,2.5566428360135082e-142
train14238,-0.188270331,3.5290877633742218e-121
train7916,0.0123545153,0.1855403992
train11794,0.0819382046,6.6074381466879035e-23
train5619,-0.3542504183,2.0916720203378016e-164
train2167,-0.0009204129,0.9031782872
train14493,0.7033984561,0
train9490,0.022143223,0.181601067
train13819,-0.0866422155,0.0032890509
train13640,0.0516135516,0.0046805576
train9441,0.1086598261,8.7816074447779382e-13
train5860,-0.0071736331,0.7408714984
train7344,0.0870574752,1.5174102857121084e-05
train11330,-0.1508752069,2.3788825254193995e-12
train15867,0.0642034656,3.2975792596020287e-15
train6684,-0.1540444739,3.2174130297424284e-21
train9353,0.5346808873,0
train14758,0.042292744,0.0861978334
train4975,-0.0654451745,1.0380688471744134e-06
train3817,0.0074329568,0.7629929009
train12477,-0.1412238322,7.3368637367356364e-07
train15117,0.4006830539,0
train1557,-0.0232493437,0.4235849364
train10663,-0.0200004026,0.1639585636
train1512,0.521730377,1.0856696668604293e-182
train4120,0.0248227782,0.3106243249
train15790,-0.0667356517,6.0215617455270939e-11
train10010,0.0351985596,0.0013432608
train4874,0.0073809304,0.3464194962
train6175,0.0181566031,0.4628960324
train1642,-0.0925548417,5.7815798263629138e-15
train3271,0.7260083348,0
train11443,-0.0278614517,0.2237354827
train8498,0.0078312095,0.3345129597
train10786,-0.127792142,2.1963005066661632e-32
train14527,0.7068477722,2.1162061827934626e-211
train11450,0.3458625098,1.0498630253026984e-176
train11941,0.0159185586,0.0671615886
train15124,0.0009409656,0.9235912339
train11749,-0.4011221363,0
train1038,0.028822505,0.1937589731
train4134,-0.3139448428,9.2588686282463568e-67
train15576,0.0976794675,1.8319508670986612e-27
train5830,-0.2057482585,2.2239704886228213e-20
train5711,0.0803247138,0.0005365794
train2096,-0.1185517255,1.2201075971662673e-44
train7798,0.0015895383,0.9168894301
train15095,-0.6367049462,5.4417211501275075e-210
train2842,-0.0783826771,9.678650104792883e-07
train835,0.0026082941,0.7855523835
train4998,-0.1269190216,2.6986918554074505e-27
train11476,0.0984685621,0.0004091223
train8192,-0.346476572,3.6881845005841878e-39
train428,0.4314549346,2.5576779656149203e-21
train8876,-0.0036158465,0.7750373082
train7044,-0.0016563632,0.8926460135
train1456,0.1487399904,3.0639628937646583e-07
train6363,0.0713491976,1.0713984834899605e-08
train5345,0.3057236421,4.1829958494710679e-131
train14158,-0.0282787002,0.3313133134
train15943,-0.1899682969,4.5773660648855068e-55
train11716,-0.0114389451,0.3218482932
train8115,0.2051437229,1.1678289484021293e-107
train14804,0.1718791495,2.8008381349246836e-12
train4344,0.1286181149,1.0695419225825476e-29
train1489,-0.1580674134,6.7312123176391286e-58
train12785,0.0263973316,0.0035391229
train443,-0.592798179,3.1523689025258739e-218
train12847,0.0894656977,0.0020952572
train12463,-0.1103427722,1.897197821295979e-16
train15722,0.5958502963,2.2423838975246343e-189
train10739,-0.3455430025,1.0122538105149868e-89
train6064,-0.4136744956,6.1202663981232046e-285
train7191,-0.0793793926,2.0424257157706023e-09
train1492,0.0171401843,0.1443659373
train13200,0.0101578121,0.292018052
train3030,0.1115352541,1.2277575357929452e-34
train14836,-0.2847403885,3.3839395247760924e-97
train9836,-0.1815297534,9.0479606724179846e-43
train312,-0.0110119442,0.3990581915
train627,-0.0148756602,0.2457076179
train8535,0.2618368823,2.7260860896615649e-264
train7866,-0.2031859539,1.2023485048475987e-70
train294,0.0191682123,0.5094148359
train7236,0.0049035853,0.8624898392
train9032,0.4796208646,0
train5142,0.0254120911,0.2434091455
train9024,-0.0537737353,1.027950118090772e-08
train3123,-0.0221226707,0.0035806102
train14908,0.0108829668,0.445890321
train9296,-0.4845960323,6.8772896725092387e-185
train13209,0.3213721594,2.1733516502302696e-28
train6160,-0.5157872831,0
train772,0.0174479154,0.3150699279
train2078,0.0741272039,5.0623374173596948e-07
train3394,0.0705186142,6.5549532919243581e-10
train13602,0.0211338087,0.038278979
train3922,0.1719981706,0.0001575034
train4186,0.0375988215,0.101221906
train5580,-0.1366403109,1.9236970981441362e-08
train7478,0.3040559209,1.3585467051209163e-179
train12504,-0.0044690907,0.6490852857
train808,0.10600763,1.0417064292621134e-28
train1771,-0.0155315932,0.1364555211
train1316,0.6133780717,0
train12012,0.0379583304,0.0359889396
train468,-0.3036630755,6.4542611633139832e-253
train8633,-0.044979143,2.9422684276997123e-05
train8148,0.6970273904,4.3787028157561751e-259
train5612,0.2113908965,1.9589003668241922e-87
train8072,0.2990951345,8.3825514146489709e-250
train4347,0.0284698737,0.1242735888
train6166,-0.5580391566,7.4391003976634816e-147
train9570,0.2738684912,1.6080460233728291e-101
train6383,0.0196587473,0.4430922887
train14636,-0.1544885341,2.0085862384545003e-37
train12154,0.2712672661,7.4193647396635298e-121
train13945,-0.0213069974,0.116005685
train13504,0.3981625765,0
train5798,0.2724373567,7.7587756092696015e-208
train2394,0.2950379062,9.7974636696865365e-40
train16150,0.1193348758,9.7463124861643756e-09
train11855,-0.0115429026,0.3740731576
train9729,0.0404556169,0.1281734857
train4280,-0.007359504,0.420080529
train7353,0.4798919255,1.0906715994245777e-72
train14520,-0.0571007546,8.6913558469778953e-07
train6863,0.3780433136,0
train5422,0.5131037462,3.2999916266608558e-95
train11511,0.0418222793,0.0604767429
train362,0.2335061664,2.911011513893506e-22
train2033,-0.1163675794,6.195293058744111e-05
train7254,-0.0773334007,3.8418709032399156e-05
train660,0.1986357436,2.1056304114004907e-17
train15347,0.0014984146,0.9476453027
train12124,-0.0103555732,0.1695166142
train1584,-0.0004002447,0.9883796224
train5185,-0.1676731191,1.3190428247341585e-09
train3470,0.2101093349,2.710435655701867e-21
train11268,0.8001655025,0
train11336,0.0872874339,9.9317262741198327e-09
train7292,-0.0162543111,0.1209120358
train15031,-0.1067152354,7.9152232542092392e-16
train10870,0.2009458098,8.0935553021103233e-112
train6715,5.113036453543774e-06,0.999818313
train10199,0.138612127,7.3543778724340356e-43
train771,0.1409736364,5.7702276033712348e-58
train7186,0.4469856577,4.1279143453886713e-140
train1775,0.0457987495,0.1149466854
train13527,-0.0081377039,0.6967198016
train2436,0.0284335619,0.199841734
train11312,-0.1124798679,5.1024843218430139e-30
train14712,0.1711990935,7.652239106091758e-108
train3937,0.0638111888,0.0279208475
train5675,0.3750668844,0
train11963,-0.0768473671,5.5310000766986253e-14
train4382,-0.0096018149,0.7368063436
train12222,-0.0475098233,0.0927286318
train8216,-0.2201901905,1.365849974105487e-57
train4641,-0.2365224674,3.7255195597456961e-18
train8840,0.5118749092,0
train7069,0.1630097938,6.2639360159334732e-09
train12128,0.6859474744,4.3524776813526746e-186
train6797,-0.0004359128,0.9881091026
train7414,-0.0104932143,0.4079949932
train12818,0.147065597,1.9234810145951557e-18
train1909,-0.0246853188,0.3747961959
train2358,0.1866202473,1.6168440137000251e-13
train2854,-0.6166806258,0
train3269,0.2613439713,4.7543740121358655e-32
train10447,0.0117116894,0.1731014977
train5400,0.1931221392,4.6838144291441819e-61
train5322,0.0085408387,0.3711293466
train1010,0.0111786701,0.4069844999
train15176,0.6619310755,7.9950959372870188e-114
train4969,-0.089393301,2.7159742089042769e-22
train4181,0.0081022466,0.4091439726
train11845,-0.2256358864,3.0703302124975668e-25
train558,-0.0603470428,6.9986240252330044e-15
train3023,-0.0001637247,0.9901665513
train2297,0.021483769,0.4258865711
train4204,-0.0727332088,5.3738277172773225e-12
train4973,-0.3363773784,0
train10836,-0.0221874888,0.1546957431
train13593,0.0763762779,1.0836501081017562e-23
train6570,0.0926779326,6.3178360649596753e-11
train3927,0.608229564,0
train5216,0.0008095956,0.9657735631
train2608,0.2913142388,4.2671846683475339e-265
train2849,-0.2108389195,9.8819974423711191e-129
train3468,-0.3011548169,1.5560532516866522e-44
train5475,0.0547078515,3.5338364683909437e-13
train5664,0.1435894647,6.7800422471570024e-76
train4296,0.5917850389,0
train8603,-0.1396554226,1.7502947039792839e-16
train2272,0.0035159802,0.6799724526
train1431,0.2041551708,6.6846537176501735e-16
train9853,-0.0868382399,1.8123207991636628e-08
train7943,0.2876855488,8.3455491665679905e-146
train5277,-0.4894048513,2.9168269580637545e-60
train13061,-0.1103736686,4.1765899521630458e-37
train7132,-0.0456289943,0.0954287535
train3888,-0.0324276825,0.0065493973
train5383,0.034330254,0.0014124659
train2702,-0.0129802698,0.662813849
train9773,0.0808241565,0.000272494
train868,-0.0679707803,1.646020450707935e-05
train546,-0.0296288355,0.0515162198
train433,0.1814619835,2.3705149239561699e-14
train4313,0.487199557,1.4930199644352682e-296
train9738,0.227586545,9.1819773170890863e-47
train1291,-0.0190695969,0.2499717925
train3178,0.0776449932,5.6298940465442052e-24
train7113,0.3240062459,9.3163261369089919e-227
train4125,-0.0113055403,0.3947429175
train3700,0.0779778594,2.8179279915002179e-07
train14525,-0.1304557686,1.127297672249827e-29
train13506,-0.0125424002,0.452501774
train4470,0.0526678391,0.0086507776
train5869,0.7120906523,2.097339793418187e-197
train12671,-0.0080619797,0.2799443151
train15138,-0.7086196401,0
train8271,-0.0118486474,0.4655933848
train3741,-0.0002956892,0.9773970316
train8875,0.0487344107,0.079743582
train9030,-0.1218560639,2.0390345577841116e-57
train12773,0.0172078977,0.0802534848
train3679,0.1094829315,6.275130830525703e-07
train11419,-0.0347331278,0.0070950204
