SampleID,Moment 5 A,Moment 5 B,Moment 5 diff,Moment 5 ratio
train4077,676.6079898173,-2.1356508883,678.7436407056,-316.8158211244
train12269,1374.7078240466,4.3073594972,1370.4004645494,319.1532596586
train6897,4.1567344674,0.4769938815,3.6797405859,8.7144398039
train14641,-0.2818920163,3.8439678305,-4.1258598468,-0.0733336044
train5161,17.5399812605,50.0335684058,-32.4935871453,0.3505642675
train4039,-1.8880585429,-0.1429995206,-1.7450590222,13.2032508542
train13966,35.7135607142,56.3907861468,-20.6772254326,0.6333226251
train6668,21.0411116882,269.9502470283,-248.9091353401,0.0779444061
train7134,283679.337465289,-4.0332569981,283683.370722287,-70335.051201002
train3936,14.3351999915,1.7954422413,12.5397577503,7.9842167362
train16140,2.9638132313,8.2542957933,-5.290482562,0.3590631237
train5456,1.3207328724,78145.1076957814,-78143.786962909,1.6901030804216457e-05
train13397,17.1076272236,3.5874840061,13.5201432175,4.768697838
train2344,203.6287216189,0.3726829891,203.2560386298,546.3858763714
train8866,-4.3724380934,-16.5321681798,12.1597300864,0.2644806202
train14505,-14.2755265959,-4.8810386193,-9.3944879766,2.9246903598
train16166,-2.6925555178,-2.6995263413,0.0069708235,0.9974177605
train1878,44.830635613,31.4414553979,13.3891802151,1.4258447978
train13823,-60.909874103,256.0811082362,-316.9909823392,-0.2378538367
train7125,-3.0792602836,-1.2027260676,-1.876534216,2.5602340936
train3370,-2.0639585303,-3.1289659643,1.065007434,0.6596295881
train4716,-0.0054769551,-2.1105772401,2.105100285,0.0025950034
train15417,0.9457694489,7.3611725282,-6.4154030793,0.1284808154
train1772,1.7069998219,3.8027891245,-2.0957893026,0.4488810097
train5218,13.439751426,15488.7682184929,-15475.3284670669,0.0008677095
train2132,3.6272472393,-21.3436812291,24.9709284684,-0.1699447813
train7819,152.7671650131,4.8787573972,147.8884076158,31.3127201405
train3870,-0.1559540115,11.0389139266,-11.194867938,-0.014127659
train1426,-4.6933341114,38.9558138643,-43.6491479757,-0.1204783996
train186,0.8467799672,-87.1352011875,87.9819811547,-0.0097180009
train3699,0.6251483835,1.9000143207,-1.2748659372,0.3290229851
train6152,0.3676484491,-3.7993998829,4.167048332,-0.0967648735
train11090,-12.012843128,-64.3949117915,52.3820686635,0.1865495704
train6598,-102.0229301222,-7.6363729512,-94.3865571711,13.3601293146
train14103,32.5295726288,788.1058352163,-755.5762625875,0.0412756399
train6618,-2.4911821864,-28.1379900947,25.6468079084,0.0885344752
train10342,-11.4500227001,-6.9085611192,-4.5414615809,1.6573672148
train10257,3109.1698433117,32.0912610549,3077.0785822568,96.885249788
train7650,353.8082054701,2048.1342255601,-1694.32602009,0.172746591
train13290,5.8294654346,-0.1299507094,5.959416144,-44.8590505095
train6591,9.0040006739,2.2052717063,6.7987289677,4.0829439058
train15472,107.4918334789,-4.3348506328,111.8266841116,-24.797125111
train3928,-5.8053860321,18.9180743708,-24.7234604029,-0.3068698176
train15863,20020.6270513049,-908.4274703273,20929.0545216321,-22.0387732706
train12835,7.5521668499,-1.6124634282,9.1646302781,-4.6836205508
train6802,16.6101508774,1.4642134422,15.1459374353,11.3440775772
train12966,-8.3073963624,10.7254961396,-19.0328925019,-0.7745465808
train5862,13.279593759,-74.916569796,88.1961635549,-0.1772584329
train3386,10.3405695886,-31.6724727686,42.0130423572,-0.3264844417
train3666,-8.2787324517,3.185915848,-11.4646482998,-2.5985408424
train11240,7.7848821401,775.6634128397,-767.8785306995,0.0100364179
train13063,-6.3040329696,8.8733453676,-15.1773783372,-0.7104460278
train3003,-4.7310933873,0.6397208379,-5.3708142251,-7.3955592925
train4068,-31.2225160548,104.6709810451,-135.8934971,-0.2982919979
train3531,1.6132442018,4.5649496719,-2.95170547,0.3533980258
train14612,10.911841646,3.222189625,7.689652021,3.386467873
train15084,-6.4115573772,-52.0813187161,45.6697613389,0.1231066635
train8738,-17.5598082703,-1.0045216889,-16.5552865814,17.4807656861
train7169,-69.5171363954,19.39741869,-88.9145550854,-3.5838344012
train5500,2607.2612412477,1.4682222042,2605.7930190435,1775.794722214
train2584,-1.7732592987,3.1716254283,-4.944884727,-0.5591011104
train2267,10.0531972705,-3.8214855314,13.8746828019,-2.6307039993
train6996,1374.9736588121,8.2967450273,1366.6769137848,165.7244683652
train7974,21.8966350041,-6.4583728025,28.3550078067,-3.3904259902
train9558,-1.6357294983,-22.6914650937,21.0557355954,0.0720856715
train11485,6.7936846059,2.5467472155,4.2469373904,2.6675928277
train5624,-4.8434810512,-1.1589592683,-3.684521783,4.1791641724
train8030,-13.7244988706,1.0273886344,-14.751887505,-13.3586243911
train1058,5.0301853046,3.0213650164,2.0088202881,1.664871764
train10811,9.1355911803,16.019442407,-6.8838512267,0.570281471
train2653,4.130631138,-34.4607777624,38.5914089004,-0.1198647101
train11546,11.2502219549,-5.5074723183,16.7576942732,-2.0427196551
train4446,-2.3909621148,197.3793180518,-199.7702801666,-0.0121135392
train1375,-2.2253353886,-18.1126307319,15.8872953433,0.1228609704
train3345,-0.029550689,48.4051220997,-48.4346727887,-0.0006104868
train6181,-1.4954288229,1.6405481585,-3.1359769813,-0.9115421666
train4354,16.888980025,58.9620778372,-42.0730978122,0.2864380063
train15703,-0.1519340617,-3.8155793946,3.6636453329,0.0398193946
train8033,30.3640565705,-0.9354938724,31.2995504429,-32.4577824268
train3165,-0.1502314734,14.3964183935,-14.5466498669,-0.0104353367
train14904,-2.553211139,2.6864720106,-5.2396831497,-0.9503955853
train6475,992.7015679008,2.2697635756,990.4318043252,437.359017732
train7247,-2.2028141072,-248.1634767212,245.960662614,0.0088764638
train2093,1.464794807,23.2646459058,-21.7998510989,0.0629622653
train5315,-37.2380915386,4.559483782,-41.7975753207,-8.1671727149
train14755,-4.138641222,-1.0394043675,-3.0992368546,3.9817431516
train12976,-2.1004943956,9.1121896215,-11.2126840171,-0.2305147811
train15054,-1.5475282845,3356.5555421617,-3358.1030704463,-0.0004610465
train3361,3.0978505497,0.229844877,2.8680056727,13.478005645
train7020,1393.6674101031,1209.4723969755,184.1950131276,1.152293689
train6660,-53.942871638,-0.858496087,-53.084375551,62.834149687
train13573,1.705351737,0.3735276114,1.3318241256,4.5655305922
train10012,-1335.3505410015,-133.2983260805,-1202.052214921,10.0177592642
train736,-4.526238729,3.1672393851,-7.6934781141,-1.4290800848
train9091,54.9551465576,-14.8960254663,69.8511720239,-3.6892489666
train12275,-1.6951591043,46.7975910558,-48.4927501601,-0.0362232129
train10508,-2.041784454,-8.8996263906,6.8578419367,0.2294236145
train2846,-35.0761622345,1.2414051186,-36.3175673531,-28.2552099303
train505,-118.2670748564,-0.3438725454,-117.923202311,343.9270637796
train10916,-8.7793962077,14.4663679617,-23.2457641695,-0.6068832364
train16010,18.6418484448,4.5902475072,14.0516009376,4.061185898
train9724,-21.5561594987,-407.0686925117,385.512533013,0.0529545993
train11429,-5.2296209479,-1.9997797879,-3.22984116,2.6150984121
train8914,27.7421967706,-3.9503611145,31.6925578852,-7.0226989296
train5007,110.9547668365,12.5582628315,98.396504005,8.8352002443
train8443,-169.3658894726,330.230088383,-499.5959778556,-0.5128723742
train7040,5.2370130138,7.2945838038,-2.0575707899,0.7179317086
train12499,-2.7286168644,-26.5883275221,23.8597106578,0.1026246146
train14782,-27.790914047,7900.6051820839,-7928.396096131,-0.0035175678
train11554,101.1722970081,-15.9546783451,117.1269753532,-6.341230755
train9041,-39.1658899832,-4.0448713698,-35.1210186135,9.6828517901
train15714,-644.6199547589,-71.7367418824,-572.8832128765,8.9859106762
train2155,-10.6372572647,-9.2594549927,-1.377802272,1.1487994999
train7939,0.2158515735,5.785256757,-5.5694051835,0.0373106299
train7406,225.9838178795,9.8333979642,216.1504199152,22.9812541607
train9842,11.9622413029,5.6651488084,6.2970924945,2.1115493533
train5172,2.5157166002,-0.2136508335,2.7293674337,-11.7748971958
train9907,4.8066858459,5030.847806947,-5026.0411211011,0.0009554425
train2409,-38.4751110769,-13.3893210965,-25.0857899803,2.8735669867
train6701,-21960.1305049676,-1.0135894729,-21959.1169154946,21665.7049937223
train3232,-1.160975333,65.4760722581,-66.6370475911,-0.0177312916
train6917,4.2192351248,38.8960697179,-34.6768345931,0.1084745877
train7831,8.3075071616,1.856882749,6.4506244126,4.4738996936
train11709,65414.7647010994,-6.4395250089,65421.2042261083,-10158.3213995882
train3004,0.8052564259,2.0614370041,-1.2561805781,0.3906286849
train9508,8.0490849153,-121.844293963,129.8933788784,-0.0660604174
train14900,117.4316153462,-65.1550408339,182.5866561801,-1.8023412133
train8858,259.0871526555,5.1546071728,253.9325454826,50.2632196728
train360,3.5266430759,18.5650649366,-15.0384218606,0.1899612572
train6079,6.2658464775,-2.8489078059,9.1147542834,-2.1993854854
train7689,7.0062160502,-63.1536704101,70.1598864603,-0.1109391743
train1454,18.9180307681,-0.1069573101,19.0249880783,-176.8745936564
train8663,-1.7588816728,1.6056450029,-3.3645266756,-1.0954362077
train12156,-0.715568179,122.7952618038,-123.5108299828,-0.0058273273
train11068,-3.2397257082,-3.0622054696,-0.1775202386,1.0579713675
train12910,-3.2722275534,2536.3781179396,-2539.650345493,-0.0012901182
train14630,-52.4897135285,1.1042894684,-53.5940029969,-47.5325673493
train1872,9.9088207937,-13.2031740217,23.1119948153,-0.7504877825
train6724,4.319748386,-89.6886242407,94.0083726266,-0.0481638382
train11377,10.4633728271,0.0408595129,10.4225133142,256.0816831557
train2474,21.9408078566,-0.219689641,22.1604974976,-99.8718362662
train13728,5.2802525931,3.8256554615,1.4545971316,1.3802216761
train12790,-0.0953428199,3.6039327797,-3.6992755995,-0.0264552159
train2467,-0.8235165077,53.5579773837,-54.3814938914,-0.0153761689
train13323,0.0064777753,-24.3388681686,24.3453459439,-0.0002661494
train7332,1.2562506362,0.2338570769,1.0223935594,5.3718735091
train6550,44.8297040323,0.7745963142,44.0551077181,57.8749255718
train14986,-26.4305233082,-1.0351000482,-25.39542326,25.534269227
train12675,-4.424690772,-3.0267730794,-1.3979176926,1.4618508411
train799,-26.3611051713,-0.2005405396,-26.1605646317,131.4502555064
train16162,2.9210701188,0.7560933887,2.1649767301,3.8633721211
train5089,-3.4700381617,49.1281793411,-52.5982175028,-0.0706323379
train5994,-4.7358918457,-24.0081072165,19.2722153707,0.1972621916
train927,48.0768869949,-7.5050278896,55.5819148844,-6.40595714
train10375,-0.8313903391,-4.7116582875,3.8802679484,0.17645387
train5836,-15.335709891,-23.3528845595,8.0171746686,0.656694459
train8808,-4.6887377524,6.5810361739,-11.2697739263,-0.7124619328
train15009,28.4600376023,0.235831066,28.2242065363,120.6797649054
train1786,-92.1670991782,-316.1875866589,224.0204874806,0.2914949956
train2880,-0.5739870426,-15.5818592003,15.0078721577,0.0368368778
train14060,10.7460396566,4.4105301661,6.3355094904,2.4364507784
train2603,-1.8860903054,0.3991138414,-2.2852041468,-4.7256950519
train1117,-5.6210112235,-18.0062606842,12.3852494606,0.3121698237
train3505,7.3078619664,-2.7921510259,10.1000129924,-2.6172874957
train2758,12.194805063,0.2029031781,11.9919018849,60.1015971092
train4397,52.5757724532,4.5964300868,47.9793423664,11.4383927223
train4409,311.1506258735,-4.7031769523,315.8538028258,-66.1575418121
train11227,5.9995786894,-10.9517096596,16.9512883489,-0.5478211965
train11700,-28.7422355457,-1.0693360923,-27.6728994534,26.8785798528
train12712,2.4125863935,-2.1832111157,4.5957975092,-1.1050632603
train11929,1.262362364,29.2400341071,-27.9776717431,0.0431723971
train16193,4.6028268538,3.8023082561,0.8005185977,1.2105349024
train4346,4.896809828,5884.0171162206,-5879.1203063926,0.0008322222
train6216,-1.6605112204,-2.2283027419,0.5677915215,0.7451910322
train12881,-0.1162166954,-1.8583599894,1.7421432939,0.062537235
train7288,8313.6507682562,-50.9060977324,8364.5568659885,-163.3134563165
train12447,-3.1850390107,-0.0520924318,-3.1329465788,61.1420680191
train4056,-1641.7037743826,-3.8608592845,-1637.8429150981,425.2171999559
train8510,13.6553304213,38.5379598692,-24.8826294479,0.3543345436
train4919,0.7302950532,17.6642306585,-16.9339356053,0.0413431565
train2721,41.1967906029,29.4656498364,11.7311407665,1.3981293754
train8820,1619.0096829921,-1.4180673416,1620.4277503337,-1141.7015508034
train9401,7.5578182075,-20.1592201165,27.717038324,-0.3749062793
train11392,3.5381109042,-510.2528280654,513.7909389697,-0.0069340349
train5382,4.0048493249,-995.1138378928,999.1186872177,-0.0040245138
train6303,-32802.2212076333,-116338.920952617,83536.6997449835,0.281953975
train12608,0.5453273268,-0.1038949105,0.6492222373,-5.2488358104
train3002,17.0572556784,32.6683030002,-15.6110473218,0.5221347334
train10288,69.3072818221,-3.4455513652,72.7528331874,-20.1150046757
train6459,22.6570794287,-0.5972071623,23.2542865911,-37.9383919984
train2942,585.1511006606,-3.6199886446,588.7710893052,-161.6444575128
train2646,-6.1643534009,-3.3586058081,-2.8057475928,1.8353905618
train2480,-0.5801928768,-7.6144944512,7.0343015744,0.07619585
train8083,-3038.6474756193,149.3361347392,-3187.9836103586,-20.3477040632
train12897,-3.4895308589,-742.2846471038,738.7951162449,0.0047010683
train11721,-0.4219335295,0.0796767784,-0.5016103079,-5.2955646294
train5227,64.487945563,-0.1468236615,64.6347692245,-439.2203880111
train7810,-13.7700758058,-0.9940786465,-12.7759971594,13.8520989808
train1097,16.3840466469,-3.316896928,19.7009435749,-4.9395706296
train828,28.8507596349,-112.7430393552,141.5937989901,-0.2558983668
train2820,-0.1553578355,7.7583386697,-7.9136965052,-0.0200246267
train7886,-3.1856872452,4260.9076295192,-4264.0933167644,-0.0007476546
train80,-8.7818566002,1.2439929624,-10.0258495626,-7.0594101942
train11873,2.5126625985,-21.4467163068,23.9593789053,-0.1171583828
train10064,0.7866015507,0.2224769739,0.5641245768,3.5356537666
train1868,522.249760541,-176.4422735381,698.6920340791,-2.959890224
train1500,-4.9509453436,5.6659400033,-10.616885347,-0.8738082897
train3863,14.4180026851,-4.8337405963,19.2517432814,-2.982783705
train9375,-2.2938978626,6125.7845728801,-6128.0784707428,-0.000374466
train14936,0,3.6470793129,-3.6470793129,0
train13083,-2.3938818227,5.736611886,-8.1304937087,-0.4172988988
train4813,-0.4637684054,63.2101275235,-63.6738959289,-0.007336932
train14768,-17.7806152454,2.5518724572,-20.3324877026,-6.9676739508
train4963,1.5570083494,37.3928192928,-35.8358109434,0.0416392339
train1162,16.3665545294,2408.1190812401,-2391.7525267107,0.0067964058
train7274,20.1150775613,-55.1231714362,75.2382489975,-0.3649114708
train4123,-8.3541677924,78774.2461747798,-78782.6003425722,-0.000106052
train2530,53.6254647692,33.0607171499,20.5647476193,1.6220296894
train13020,27.285114243,2.6189224299,24.6661918131,10.4184507076
train3124,44.2216246245,-15.1342864528,59.3559110773,-2.9219497571
train10890,-14.4626722968,352.3501049982,-366.8127772951,-0.0410463119
train3780,-0.9921628072,-0.9701231537,-0.0220396535,1.0227184078
train10452,2.0540011355,0.7207759744,1.3332251612,2.8497081043
train7884,-0.1698590341,7.4244036625,-7.5942626966,-0.0228784751
train7869,20425.6175019635,24803.4998626357,-4377.8823606722,0.8234973941
train12828,-4.2117714378,1712.3785842328,-1716.5903556706,-0.002459603
train2904,0.2234746511,4.8760316816,-4.6525570305,0.0458312549
train3015,167.811935973,15.3253660128,152.4865699603,10.9499463721
train2598,1.5124779475,56.1139839745,-54.601506027,0.0269536725
train14692,-2.1456872973,-11.4390615358,9.2933742385,0.1875754659
train2232,6.5506013416,-17.1914993611,23.7421007027,-0.3810372326
train13702,-3.7569854438,12.8724561449,-16.6294415886,-0.2918623611
train9141,658.9673700249,730.2448151144,-71.2774450894,0.9023923983
train13473,-626.8410128524,98.6472440373,-725.4882568897,-6.3543692373
train6874,0.48730218,14.1082696291,-13.620967449,0.0345401805
train5232,-26.6635155391,-28.0381776376,1.3746620985,0.9509717744
train10497,-14.2763777472,6.8292517239,-21.1056294711,-2.0904746705
train12216,-0.6773458574,14.8043808853,-15.4817267426,-0.0457530688
train6514,-16.6823578827,32.4271986809,-49.1095565636,-0.5144557212
train12524,4.5280705666,-0.829896008,5.3579665747,-5.4561903212
train1099,-1.4004333567,18.3780757155,-19.7785090722,-0.0762013052
train5988,-4.2238299262,25.0034879704,-29.2273178966,-0.1689296282
train114,4.1431875344,-2.0532072588,6.1963947932,-2.0179100365
train4054,-2.2605952265,11.2512719674,-13.5118671939,-0.2009190812
train415,-4.3251944042,116.6342029281,-120.9593973322,-0.0370834137
train9222,-6432.5310565865,376.0419823293,-6808.5730389158,-17.1058854034
train15262,-112.3344672789,14530.5746898202,-14642.9091570992,-0.0077309033
train14025,-51.5217843531,-10.4867992666,-41.0349850864,4.9130133078
train2659,-2.9345537326,7.3078619664,-10.242415699,-0.4015611879
train404,2.5582089742,69.1922239057,-66.6340149315,0.0369724924
train896,-0.3954306335,-17.284959526,16.8895288924,0.0228771513
train9391,34.3249288991,19.0515879702,15.2733409289,1.8016833533
train13459,-0.5611140668,0.4335040589,-0.9946181257,-1.2943686575
train15214,0.5202493294,0.0316643473,0.4885849821,16.4301295826
train8762,-254.6952441909,214.3687264148,-469.0639706057,-1.1881175414
train12700,37.61881165,0.0991062361,37.5197054139,379.5806716967
train10827,-9.9945098676,-3.7993083668,-6.1952015008,2.6306129702
train6563,1.1448773561,-1.7003678011,2.8452451572,-0.6733115949
train14933,4.1733087275,-2.9172197872,7.0905285147,-1.43057741
train13189,-24.9285143155,-183.8189375951,158.8904232797,0.1356145055
train7204,695.1447175423,-2477.6836998614,3172.8284174037,-0.2805623323
train4738,-227.3015086053,52.9226725647,-280.22418117,-4.294974112
train1263,-6.0838915898,-8.4102662195,2.3263746298,0.7233887051
train11111,3.2464579247,10.142305543,-6.8958476183,0.320090724
train6639,20.3666015926,-65.8200423797,86.1866439724,-0.30942857
train4277,4.941242169,14.5081115991,-9.5668694302,0.3405847918
train7796,9.4694964157,-4.1942398608,13.6637362765,-2.2577384056
train14036,-35.7650252441,21.0077676163,-56.7727928603,-1.7024667208
train6911,-172198.049995881,-46.1638352973,-172151.886160584,3730.1504280732
train2759,-2.1993687604,3.835661686,-6.0350304463,-0.5734000912
train12350,-2.4492386762,6.5777334764,-9.0269721527,-0.3723529822
train14280,0.8142433651,0.2225491616,0.5916942035,3.658712346
train12353,-7.1656925494,-4.549775878,-2.6159166714,1.5749550619
train11723,-3.4680452781,0.3097745786,-3.7778198568,-11.1953837319
train6045,66378.041737787,37.1826853729,66340.8590524141,1785.1868705036
train14731,20468.1051408142,-44.7819780055,20512.8871188197,-457.0612119519
train5396,7.9887452581,204.2056827197,-196.2169374616,0.0391210722
train7723,-4.9413116982,5.0148494401,-9.9561611383,-0.985336002
train6680,1.0261626596,1.7376559955,-0.7114933359,0.5905441942
train11765,-1.4103578368,-49.4232073665,48.0128495298,0.0285363478
train11084,27.1502221766,1.1784958361,25.9717263404,23.0380297867
train13400,-0.5391406972,-0.6233558169,0.0842151197,0.8649004029
train4484,-0.6604704316,0.1047976549,-0.7652680865,-6.302339799
train13782,-53.6309852528,-12.6409701899,-40.9900150629,4.2426320486
train14703,-4.642441149,-1.4240524045,-3.2183887445,3.2600212845
train13678,11.9172713469,-1.6818188361,13.599090183,-7.0859423687
train6329,-48.4924273136,413.1474675734,-461.639894887,-0.1173731685
train12021,15.2532866882,737.3080680479,-722.0547813597,0.0206878066
train11844,17.0497801371,11.6866031632,5.3631769739,1.4589166671
train13105,4.7143853553,1.8078133639,2.9065719914,2.60778322
train3254,-7.1760759978,-24.4871815232,17.3111055254,0.2930543881
train5725,47.0876466966,-0.0933704684,47.181017165,-504.3098478847
train5164,-5.5961242203,-224.2706496445,218.6745254242,0.0249525483
train92,-33.4160377531,13.8641675951,-47.2802053482,-2.4102447928
train4361,5.2954777563,47.2184583288,-41.9229805725,0.1121484679
train9647,-2598.4489947271,2.2632916658,-2600.712286393,-1148.0840202558
train14353,0.2494739978,390.332930922,-390.0834569242,0.0006391313
train5332,-12.7856461423,-6.9387492382,-5.8468969042,1.8426442149
train4273,10.2668217121,-2310.4998132573,2320.7666349694,-0.0044435501
train15905,-44.1115666433,-75.7861747396,31.6746080963,0.5820529509
train12318,2346.7780051483,0.8920128656,2345.8859922827,2630.8791000842
train10896,1.0424033299,15.2108054867,-14.1684021568,0.068530449
train12157,5.0767565408,-2.4735896005,7.5503461414,-2.0523843324
train8516,-1.516540828,17.259194497,-18.7757353249,-0.0878685751
train13363,2.5254071839,3.4889145854,-0.9635074015,0.7238374922
train10467,0.7178354613,445.6549138916,-444.9370784303,0.0016107428
train969,-3.1382423545,55.1869010163,-58.3251433708,-0.0568657108
train13604,3.4825059141,2.2540259259,1.2284799882,1.5450159087
train942,-1.7523513326,746.5657907491,-748.3181420818,-0.0023472162
train15063,65.621380045,-4.9702096392,70.5915896841,-13.2029400788
train7249,-35.6939839279,9.2117217686,-44.9057056965,-3.8748439026
train12453,-10.1455986732,1.6367012599,-11.7822999331,-6.1988091056
train3244,-2.0613908621,31.9734386602,-34.0348295224,-0.0644719789
train10971,0.9668844552,-15.3268596709,16.2937441261,-0.0630843158
train11341,-36.2958863376,-90.6878178123,54.3919314747,0.4002289085
train821,-3.4589086358,-17854.3433779471,17850.8844693113,0.0001937293
train5919,-24.4312661526,1.4441905605,-25.8754567131,-16.9169269077
train8492,4.4120934365,34.5171201216,-30.105026685,0.1278233358
train14560,12.9345386315,-0.8734482942,13.8079869257,-14.8085910951
train4177,-2.441609634,2.2855077661,-4.7271174001,-1.0683007383
train8454,13.7026459632,31.3299567047,-17.6273107415,0.4373656208
train3422,-1.3469393616,-2558.8552287363,2557.5082893748,0.0005263836
train118,1.1720626922,-491.9329522063,493.1050148985,-0.0023825659
train1259,25.3386686033,-0.0166327355,25.3553013388,-1523.4216021492
train15216,-0.1074727989,-15.8575127136,15.7500399147,0.0067774058
train13868,1.8075431399,-3.8233528378,5.6308959777,-0.4727638846
train9301,-11.6213386573,-124.9801845639,113.3588459067,0.0929854496
train7736,-12.8376860052,8.9624227298,-21.800108735,-1.4323901463
train10904,-1.9065970794,23.8170971916,-25.7236942709,-0.0800516144
train7666,-0.6205475793,4.727875285,-5.3484228643,-0.1312529502
train5317,-68.8526137992,-1.6205529973,-67.2320608018,42.4871102103
train13481,-9.1292883357,6.6339843278,-15.7632726634,-1.3761395693
train10032,23.7942082378,-1272.2132179101,1296.0074261479,-0.0187030035
train8106,6.3890235934,-1.6221238434,8.0111474368,-3.9386780605
train2856,-21.1155783772,148.9719002805,-170.0874786577,-0.1417420221
train8326,7.1353788456,1.7359694541,5.3994093915,4.1103135937
train10416,-7.2704379383,-26.1890922418,18.9186543035,0.277613209
train15388,0.9245606543,4.8870206463,-3.9624599921,0.1891869753
train4647,6.3900737504,-117.6589802093,124.0490539597,-0.0543101235
train12875,2.5024963883,-4.8602608677,7.362757256,-0.5148893149
train8705,-6.4260513199,6.1067104869,-12.5327618067,-1.0522934293
train15670,964.5585171723,14.3617241915,950.1967929808,67.1617491266
train12140,0.3509193057,-2.5102091645,2.8611284702,-0.1397968387
train13195,2.3205983751,2.5329056565,-0.2123072814,0.9161803438
train6878,-12.4749404726,59.8628047024,-72.337745175,-0.2083921817
train15895,-0.6048478937,-20.4638792318,19.8590313382,0.0295568541
train5805,-1.7466885072,-1.5843885856,-0.1622999215,1.1024369419
train13372,12.8156493822,-0.2904781094,13.1061274916,-44.1191572338
train5014,15.4505436565,-3.9112056681,19.3617493246,-3.9503275889
train13166,-391.9794106757,-2.6190041855,-389.3604064902,149.6673479346
train3737,1.7882053368,0,1.7882053368,0
train7852,-1.0827159861,0.3634615223,-1.4461775084,-2.9789012583
train2537,5.3389089548,1.8631928364,3.4757161185,2.8654623669
train4769,-543.721796097,4.5330259896,-548.2548220866,-119.9467634534
train2166,16.2795305883,0.2243539315,16.0551766568,72.5618244349
train7436,-4.5647803529,22.2794930879,-26.8442734408,-0.2048870832
train10696,-0.1838035237,5.2941509728,-5.4779544964,-0.0347182248
train1142,68.5844620478,24.3260655864,44.2583964614,2.8193816137
train4218,-18.480685473,-10.1854069005,-8.2952785726,1.8144278038
train15330,52.6881416978,-30.9187586227,83.6069003204,-1.7040833476
train3841,6.412467799,3.8893476916,2.5231201074,1.6487257781
train8140,1.7175059603,5.2946430341,-3.5771370738,0.3243856005
train435,-3.9281215043,13.3746745215,-17.3027960258,-0.2936984745
train10262,-0.9018077228,0.0667271838,-0.9685349066,-13.5148476466
train577,-3.7072666599,1.537577585,-5.244844245,-2.411108679
train7861,-15.0108847622,-160.3009978272,145.290113065,0.0936418673
train13643,-1.1502694417,-3.7751505816,2.6248811398,0.3046949829
train9403,-6.1553019073,34.4785532133,-40.6338551206,-0.1785255277
train10193,-9.0242741156,-3819.2601666755,3810.2358925599,0.002362833
train1588,8.3070673798,32.3711602743,-24.0640928945,0.2566193893
train9832,-0.3989521714,21.0739862104,-21.4729383818,-0.0189310255
train1999,1128.3976537031,-8763.539876485,9891.9375301881,-0.128760486
train14268,8.2669212788,3.2956320502,4.9712892287,2.508447895
train9077,44.6766538927,9.9544382172,34.7222156754,4.488114037
train14048,14.7074995786,-2243.8973826535,2258.6048822321,-0.0065544439
train5288,30929.2583904763,-15.3948006063,30944.6531910827,-2009.0717107307
train1076,-51.2822712729,-3.0784957028,-48.2037755701,16.6582240886
train16040,-2.0670060763,3.7053107589,-5.7723168352,-0.5578495869
train15979,23.6763588987,-12.8326126392,36.5089715378,-1.8450146953
train7658,-12.5702800648,6.268433917,-18.8387139818,-2.0053302358
train388,-2.9629281448,-0.3537899195,-2.6091382253,8.374823537
train12589,-0.7551726322,-0.2492101748,-0.5059624574,3.0302640441
train5371,107.2097595064,4.5076626432,102.7020968632,23.7838915627
train4906,2.5728891388,17.0528294215,-14.4799402827,0.1508775509
train16145,-1.8208990331,-3.7654609806,1.9445619475,0.4835793127
train6352,-1.636065891,20.5709612373,-22.2070271283,-0.0795327876
train15379,-1.6300800087,11.9881766009,-13.6182566096,-0.1359739736
train13130,4.3803230281,5.8773842546,-1.4970612265,0.7452844392
train11705,-63.2451549583,2.5261971438,-65.7713521021,-25.03571628
train4886,-12666.0389510804,16.1702097909,-12682.2091608713,-783.2946581914
train13278,-20.9781107928,1.0920476437,-22.0701584365,-19.2098860463
train16087,-1.186829184,1.465082392,-2.6519115761,-0.8100767509
train13798,-1.7982406602,0.3060299225,-2.1042705826,-5.8760288723
train6754,188047.583555478,31.3714623612,188016.212093116,5994.2243492052
train15231,175.1025957028,-1.6620905201,176.7646862229,-105.3508178927
train12805,1.7240881575,-2.2801463393,4.0042344967,-0.756130485
train13825,0.690024317,-78.6905605649,79.3805848819,-0.0087688321
train11488,-3.5202677177,5.3656554481,-8.8859231658,-0.6560741277
train14019,-2.2317564916,6.375,-8.6067564916,-0.3500794497
train7925,3170.1453122137,8.9754595527,3161.169852661,353.201448194
train8630,341.344884428,62.9855903743,278.3592940538,5.4194123195
train15969,-18.8348683445,-2.3758383974,-16.4590299471,7.9276723389
train1320,0.0790795592,5.2760598223,-5.1969802631,0.0149883743
train2736,0.5213968246,5.5966234111,-5.0752265865,0.0931627494
train6096,5.3571071027,3.9652915778,1.3918155249,1.3509995413
train1372,-7.4507826473,6.8196740965,-14.2704567438,-1.0925423329
train5000,-5.9416132864,-38.0906943345,32.1490810481,0.1559859538
train5614,13.6653447138,1.1392306895,12.5261140243,11.9952392787
train5508,40.6374567233,68017.6216686583,-67976.984211935,0.0005974548
train1377,1.1500363945,2.9509670894,-1.8009306949,0.3897150865
train5526,-97392.4031821638,1.0417386307,-97393.4449207945,-93490.2482394187
train11061,1.0876274104,-0.1523991662,1.2400265767,-7.136701843
train6298,-63.0702162339,-4.9914165058,-58.078799728,12.6357349983
train3664,2333.1062055648,-3.5236895606,2336.6298951254,-662.120247949
