SampleID,Number of samples,Max A,Max B,Min A,Min B,Mean A,Mean B,Median A,Median B,Sd A,Sd B
train3927,3340.0,1.0,19811.0,0.0,-23466.0,0.7311377245508982,0.0,0.99981595026640069,565.94769769769573,0.44336819043480719,9998.5018749666979
train5216,1252.0,21677.0,26108.0,-15890.0,-137088.0,0.0079872204472843447,-0.0015974440894568689,-1506.2387387387389,553.92878592878276,9996.0096710330672,9995.9896353853965
train2608,6340.0,9.0,167076.0,1.0,-21316.0,4.2088328075709782,-0.0026813880126182964,4.00449354463953,-1755.7274116221499,2.1898642829465338,9999.2101327562177
train2849,5829.0,50905.0,13.0,-11266.0,1.0,0.011322696860524962,6.6212043232115283,-2232.2804395304406,7.0042549838468204,9999.1385172177343,2.7455611220745459
train3468,964.0,24560.0,103034.0,-6510.0,-19935.0,0.001037344398340249,-0.010373443983402489,-6501.6418890980294,202.59867476171729,9994.8310811781867,9994.8364145817268
train5475,7857.0,27755.0,37164.0,-54195.0,-45657.0,-0.0029273259513809343,0.00076365024818633069,905.62294437294418,-823.5253522753527,9999.3663380815487,9999.3647421743681
train5664,7330.0,101456.0,26924.0,-24915.0,-23336.0,-0.0034106412005457027,0.0027285129604365621,-1491.2507059298073,517.94758394758435,9999.3197262400554,9999.3171924864291
train4296,2513.0,39375.0,20595.0,-38778.0,-34768.0,-0.0067648229208117786,-0.00079586152009550337,-19.314376876877759,3050.4523690357014,9998.0085229680753,9998.0053853971203
train8603,1550.0,7408.0,39447.0,-81977.0,-67318.0,-0.0032258064516129032,0.013548387096774193,1463.2106518282919,385.33083083083329,9996.7530938795117,9996.7752687881821
train2272,6121.0,129627.0,28556.0,-23638.0,-54187.0,-0.0021238359745139684,-0.0029406959647116484,-127.47970192414634,1139.3574981231282,9999.184809699007,9999.1845106464934
train1431,699.0,15649.0,71737.0,-35998.0,-8121.0,0.071530758226037203,0.12017167381974249,3215.8076209542883,-1496.5466677439772,9992.9391102263598,9992.83309142094
train9853,1871.0,20636.0,22680.0,-50096.0,-63557.0,0.00427578834847675,0.011758417958311064,1944.0600600600592,2527.4277914277986,9997.3326996459891,9997.3320344171079
train7943,3554.0,38957.0,65056.0,-97222.0,-25336.0,0.0045019696117051212,-0.0028137310073157004,327.64520402756943,-1259.6759112053242,9998.5931771528794,9998.5937850048995
train5277,501.0,31079.0,18562.0,-30267.0,-54378.0,0.0079840319361277438,0.0079840319361277438,-484.40740740740512,1458.7017017016951,9990.0066207870714,9990.003456946175
train13061,5913.0,1.0,1.0,0.0,0.0,0.56773211567732118,0.47556232031117873,0.9996189218709326,0.0004538559843300249,0.49539111871921665,0.49940244273675888
train7132,597.0,190753.0,21992.0,-3690.0,-5261.0,0.0067001675041876048,-0.023450586264656615,-857.88133060596829,-5225.340776490777,9991.6111329345131,9991.6344916732887
train3888,3128.0,22440.0,4.0,-30568.0,1.0,0.0070332480818414318,2.5607416879795397,1565.7785785785788,2.9992642539162184,9998.3990358137962,0.9894680491210337
train5383,3846.0,53045.0,4109.0,-37478.0,-96311.0,-0.011180447217888715,-0.0036401456058242328,-180.4298187075967,1528.2448970709868,9998.6997551265031,9998.7000802523598
train2702,505.0,129513.0,35889.0,-3572.0,-23123.0,-0.029702970297029702,-0.01782178217821782,-2539.5588088088089,-2034.6276276276294,9990.0932740821117,9990.098386104055
train9773,905.0,31073.0,32545.0,-42444.0,-39456.0,-0.019889502762430938,-0.0022099447513812156,1535.5767017017033,-14.010760760760604,9994.4775924790429,9994.4738826038392
train868,1789.0,34912.0,1.0,-9486.0,0.0,-0.29904974846282839,0.53158188932364447,-4546.5789611866203,0.99955897011627814,9997.3960703964349,0.4990015874391075
train546,1923.0,6.0,134436.0,1.0,-28367.0,4.7888715548621947,-0.0083203328133125334,4.9986653319986649,-384.78502031443435,1.2318958013375638,9997.4004308032927
train433,789.0,17768.0,27745.0,-20480.0,-31680.0,-0.013941698352344741,-0.0050697084917617234,-60.647313980646985,248.29704704704454,9993.658647464219,9993.6565434132099
train4313,2540.0,33647.0,17200.0,-46669.0,-10234.0,-0.0055118110236220472,0.0047244094488188976,242.29729729730025,-3794.2872872872867,9998.0369231417208,9998.0363288128301
train9738,1773.0,45806.0,42594.0,-32665.0,-50274.0,0.02820078962210942,-0.0067681895093062603,-1338.4577702702704,320.0030030030066,9997.1759604219114,9997.1761393593279
train1291,1621.0,15.0,32211.0,1.0,-32528.0,9.0838988278840223,-0.0055521283158544111,9.0044949651048753,-35.372772772774262,2.7484042545777405,9996.9074760698859
train3178,7521.0,8764.0,31113.0,-142645.0,-42563.0,-0.0079776625448743522,-0.00066480521207286261,2531.0719469469623,888.36698236698874,9999.3249935560216,9999.3360632206368
train7113,4379.0,57759.0,4475.0,-52435.0,-91772.0,0.0022836263987211693,-0.0057090659968029233,884.59655109654886,3607.9099099099039,9998.86010000032,9998.8615315961342
train4125,2522.0,19308.0,119423.0,-52385.0,-5596.0,-0.0067406819984139575,0.00039651070578905631,1843.5318890318854,-3318.6676094699351,9998.0248765717679,9998.0149989639558
train3700,1931.0,31805.0,34990.0,-18354.0,-21243.0,-0.033661315380631794,-0.0010357327809425167,-2374.5098549636577,-1932.2556931931947,9997.4661645564211,9997.4075288950698
train14525,3346.0,30524.0,13566.0,-44781.0,-14761.0,0.0071727435744172148,0.011954572624028692,251.92451542451852,494.18118118118127,9998.490593553639,9998.5255555792428
train13506,1598.0,8524.0,1.0,-17864.0,0.0,-0.028785982478097622,0.18585732165206509,5803.315315315318,0.00011425722417267379,9996.8564214362486,0.38899148787652182
train4470,1108.0,40468.0,57091.0,-25421.0,-25527.0,0.01895306859205776,-0.0036101083032490976,-1413.3963963963943,-137.8848848848811,9995.4778585859476,9995.4857270952398
train5869,791.0,1483.0,50203.0,-274198.0,-49292.0,0.0012642225031605564,-0.0075853350189633373,890.84236319658885,-650.00000000000659,9993.6780554434372,9993.676747976815
train12671,7986.0,3.0,2007.0,1.0,-98264.0,2.8890558477335335,0.0050087653393438517,2.9999261060172717,1985.7703460766625,0.42782384612393226,9999.3751085113036
train15138,2195.0,33641.0,49492.0,-41427.0,-7332.0,-0.0068337129840546698,0.0050113895216400911,266.70970970970353,-4225.4288134288136,9997.7138831686207,9997.7243437788875
train8271,1689.0,32315.0,16724.0,-42772.0,-95212.0,-0.005920663114268798,-0.0082889283599763171,-260.28108108107699,3762.441870441864,9997.0339051093379,9997.0368317894063
train3741,4084.0,636998.0,525070.0,-1158.0,-3938.0,-0.0017140058765915769,0.0048971596474045058,-376.05186718249769,-1903.2701468591877,9998.77978998861,9998.7696543553684
train8875,578.0,9788.0,66435.0,-29646.0,-17585.0,0.012110726643598616,-0.0051903114186851208,3551.1911911911957,-2824.7297297297318,9991.3338217635137,9991.3521765866135
train9030,7638.0,26883.0,35699.0,-44678.0,-46228.0,0.00091647028017805704,0.0058915946582875096,154.25994175993799,107.09009009008878,9999.3456294867774,9999.3512415684363
train12773,4596.0,15.0,49383.0,1.0,-15571.0,8.5319843342036545,0.0010879025239338555,8.0087952535869196,-3640.9130519408313,3.8170834189771994,9998.914429273007
train3679,924.0,80699.0,58487.0,-25361.0,-21283.0,0.003246753246753247,-0.011904761904761904,-1349.7520854187508,-1759.7117117117159,9994.5957280575058,9994.6015573900622
train11419,2674.0,58067.0,30787.0,-13228.0,-161032.0,-0.0082273747195213166,0.0011219147344801795,-674.65615615615502,452.16951800284778,9998.1406877653044,9998.1372962436817
train3448,1726.0,23915.0,6484.0,-41685.0,-113556.0,0.0,0.019698725376593278,27.621712621712838,3641.2635793688396,9997.0975741032635,9997.1127680535174
train8635,7796.0,34664.0,10558.0,-21770.0,-93590.0,-0.00012827090815802975,0.0033350436121087736,-670.80180180180469,2671.4280237684507,9999.3577762283821,9999.3612711989608
train12172,547.0,26249.0,36527.0,-27417.0,-16756.0,0.0,0.018281535648994516,235.22572572572881,-2928.5548048048086,9990.8703322755464,9990.8496962128575
train8707,920.0,65587.0,21229.0,-38373.0,-91085.0,-0.0076086956521739134,0.0021739130434782609,-511.02469135802193,1310.7847847847781,9994.5717690494967,9994.5598291398655
train5690,3171.0,98905.0,134539.0,-26586.0,-1237.0,-0.0031535793125197099,0.070955534531693468,-1206.9571357071366,-1231.41044867393,9998.4305756465019,9998.4064602127019
train4816,1995.0,32887.0,85480.0,-35843.0,-116299.0,0.016040100250626566,0.011528822055137845,167.43793793794248,3417.4579772079737,9997.4826124985739,9997.4899144656374
train2470,4263.0,111337.0,74619.0,-42942.0,-71026.0,-0.00211118930330753,-0.0018766127140511376,-3800.1443261443242,1132.7682419261373,9998.8228513937538,9998.8268531659687
train53,530.0,36683.0,27271.0,-23928.0,-20747.0,0.0037735849056603774,0.013207547169811321,-1995.1906906906879,-1833.003003003003,9990.5676785460182,9990.5382259026319
train10421,5334.0,32072.0,138232.0,-41363.0,-7915.0,0.00093738282714660669,0.0013123359580052493,697.64971221221049,-3074.0219310219304,9999.066125207135,9999.0639535754854
train1225,1571.0,5.0,8085.0,1.0,-83003.0,3.7842138765117759,0.0019096117122851686,3.9987662423276849,1840.9796719796686,0.65976892746113913,9996.8097155152627
train14449,2852.0,16.0,24324.0,1.0,-109355.0,7.5350631136044877,-0.0056100981767180924,8.9998646187170799,1083.1473746473746,2.5329174875668419,9998.2379751615663
train4026,1051.0,60499.0,54798.0,-15386.0,-16074.0,0.0047573739295908657,-0.016175071360608945,1462.1411411411398,-1702.9867009867,9995.2424804305483,9995.2143211210259
train7754,6910.0,107642.0,40934.0,-2460.0,-31524.0,-0.0024602026049204053,-0.0013024602026049203,-1830.5359424465112,-471.53082712341347,9999.2786069821996,9999.2787979079167
train3095,870.0,31179.0,1.0,-7784.0,0.0,-0.0011494252873563218,0.44482758620689655,-4761.3448448448453,0.00040102214015257499,9994.259328843862,0.49694668200546604
train11827,5806.0,24595.0,49286.0,-106613.0,-39661.0,-0.0037891836031691355,0.063554943162245955,969.55455455454785,-3409.1772441506278,9999.1367029694356,9999.1165307257015
train6426,6577.0,65342.0,34149.0,-56338.0,-57425.0,0.0018245400638589023,-0.0019765850691804772,-3781.8758758758754,1808.2747335570821,9999.2401740827227,9999.2424197829769
train3901,773.0,1.0,20.0,0.0,1.0,0.33247089262613194,12.467011642949547,0.00024928028803997799,11.9844538415967,0.47109871384086088,5.2189336859891133
train8864,923.0,9598.0,30211.0,-27913.0,-47170.0,0.010834236186348862,-0.0043336944745395447,4153.4604604604574,673.50784117450655,9994.5693002337084,9994.577064473815
train2031,3766.0,1.0,20626.0,0.0,-30879.0,0.61975570897503984,0.0023898035050451409,0.99969292342899874,4072.9829612220938,0.4854467737743221,9998.6754017167168
train11824,2242.0,20497.0,20366.0,-50959.0,-11833.0,-0.0089206066012488851,-0.00044603033006244426,2529.2850850850873,-3773.1127579192103,9997.7765410769443,9997.8815124650082
train6151,570.0,11681.0,43401.0,-11138.0,-35241.0,-0.021052631578947368,-0.005263157894736842,-185.33683683683557,458.8468468468418,9991.2341537642988,9991.2273940854338
train10312,4202.0,79628.0,3338.0,-95443.0,-52510.0,-0.0047596382674916704,-0.20109471680152308,-906.4124624624601,3287.6627983916105,9998.8185057378887,9998.756620023898
train14729,2887.0,56171.0,8340.0,-31812.0,-34165.0,0.0,-0.0017319016279875303,-859.91135580024434,3854.272844272848,9998.2735935461787,9998.271341598278
train15622,5466.0,48144.0,1.0,-28084.0,0.0,0.008598609586534944,0.75448225393340651,-16.355187901661402,0.99983713102044813,9999.1043553958043,0.43039375278107994
train1740,2991.0,31365.0,26818.0,-37122.0,-62688.0,0.0010030090270812437,-0.0040120361083249749,240.77777777777737,1009.9886886886856,9998.329438311348,9998.3304732376891
train6206,1275.0,56251.0,21999.0,-38746.0,-27577.0,-0.0031372549019607842,-0.0031372549019607842,1913.7937103770455,1023.9022355689031,9996.0665125794203,9996.0820733547935
train9297,2327.0,4561.0,34455.0,-124741.0,-31620.0,0.004727116458960034,-0.0085947571981091538,3066.9595975285556,-486.81368868869066,9997.8607031203428,9997.8488310178436
train9710,3155.0,40439.0,72778.0,-25390.0,-32476.0,0.012995245641838352,-0.00095087163232963554,-423.15648982315906,-1640.8274941608258,9998.4158938404707,9998.4067716072623
train13716,4139.0,62734.0,13.0,-20000.0,1.0,-0.0057985020536361438,8.5583474269147128,-1902.5536965536962,9.0033548700215373,9998.7913254315044,4.2640175466540899
train9412,4476.0,122365.0,27554.0,-12660.0,-60715.0,0.00067024128686327079,-0.0060321715817694367,-2504.3452072762429,1539.0694980695018,9998.8877276755738,9998.8872374717648
train3829,930.0,82390.0,67133.0,-5455.0,-4961.0,-0.027956989247311829,0.18279569892473119,-5432.2636706853664,-4948.307985310892,9994.6873183015396,9994.4207870022074
train8947,5661.0,58368.0,74240.0,-23876.0,-38275.0,0.0058293587705352413,-0.003003003003003003,-55.625898625901669,-965.33854166666708,9999.1153090625921,9999.1126881285727
train10017,5469.0,139503.0,250814.0,-102839.0,-6943.0,0.0098738343390016459,-0.0020113366246114462,-2931.7167429897004,-464.5278975294313,9999.0835805491515,9999.0830328989359
train10335,1817.0,30473.0,1.0,-11277.0,0.0,0.042377545404512933,0.31535498073747936,-4961.215465465466,0.00023053600224018226,9997.134337052621,0.46465709599827137
train2492,3576.0,36259.0,166829.0,-36777.0,-35669.0,0.098713646532438484,0.0095078299776286349,-230.0222076622083,-1058.8895426038359,9998.5953287241773,9998.5940523355457
train12984,707.0,29978.0,1.0,-62196.0,0.0,-0.01272984441301273,0.52333804809052331,-1638.5739072405788,0.99954413873332792,9992.9387188592482,0.49945503852831635
train13681,2395.0,1.0,28148.0,0.0,-38388.0,0.44258872651356995,0.0029227557411273487,0.00039740114646481686,-985.88130988131525,0.49669300949042772,9997.9064468012239
train867,1256.0,7280.0,15401.0,-23445.0,-40437.0,0.042197452229299361,-0.0039808917197452229,5665.3228228228254,2757.002717002717,9996.0572666425087,9996.014614552505
train910,575.0,27740.0,63791.0,-24403.0,-9763.0,0.076521739130434779,0.01391304347826087,1676.2227584727586,-3145.7169669669674,9991.3196857057301,9991.3072515356653
train12063,1461.0,1.0,30051.0,0.0,-18565.0,0.17659137577002054,0.0034223134839151265,0.0001073392594589602,-3303.761161161161,0.38132251674097872,9996.5766470574745
train4478,2411.0,36059.0,122687.0,-28501.0,-26265.0,0.00953961012028204,0.00082953131480713392,607.77734877735384,972.57614757614806,9997.9219285185427,9997.9185514830951
train5178,1755.0,35183.0,50909.0,-31642.0,-36120.0,0.0051282051282051282,-0.0022792022792022791,-1732.9628378378402,-1409.0675119563975,9997.1421369572618,9997.1592628351518
train6034,2839.0,55833.0,46657.0,-34008.0,-33969.0,-0.0056357872490313491,-0.0098626276858048614,-302.63651151151316,-196.91172991173352,9998.2379360899449,9998.2451853008006
train5596,2037.0,25763.0,29335.0,-17456.0,-41680.0,0.0,0.0093274423171330386,-1891.764941411999,734.6980313647,9997.5465512140381,9997.5370990825595
train15958,1687.0,31689.0,21320.0,-48246.0,-307544.0,-0.010077059869590991,0.011262596324836989,425.99056199056002,256.20776331882126,9997.0409460419705,9997.0430959949663
train11535,3969.0,39249.0,35334.0,-158880.0,-38901.0,0.0045351473922902496,-0.00050390526581002776,-156.16084834834328,505.79833679833496,9998.7438127590376,9998.7406351872742
train9837,1292.0,48869.0,48232.0,-92332.0,-40177.0,-0.0046439628482972135,-0.0061919504643962852,176.56306306306215,1520.0709042375699,9996.1234459837906,9996.119356548521
train13399,1607.0,37443.0,69783.0,-27625.0,-2059.0,0.10765401369010578,0.11947728686994399,-95.726690104738594,-2056.2803640320376,9996.7942554935271,9996.8868122001732
train4258,6825.0,32416.0,35655.0,-44385.0,-70969.0,-0.0063003663003663004,0.00058608058608058608,-297.07459459459409,715.69469469469982,9999.2655049432833,9999.2641142129869
train5270,1324.0,91636.0,9147.0,-52086.0,-77581.0,0.0037764350453172208,-0.00075528700906344411,-3281.2176938843604,4263.6666666666679,9996.2340073672967,9996.2271667985333
train15977,2017.0,27489.0,43021.0,-29742.0,-21472.0,0.024293505205751114,-0.0029747149231531978,4555.4989116960978,-2708.3458958958954,9997.6508680506467,9997.5230011063759
train5547,5699.0,44576.0,50190.0,-60228.0,-26676.0,0.0035093876118617302,-0.0021056325671170379,831.60770770770796,-2173.6524800662705,9999.1210578279333,9999.1231785795026
train8611,4017.0,15949.0,50183.0,-38590.0,-48499.0,-0.0004978839930296241,-0.0092108538710480459,2420.707507507514,-571.11394728060861,9998.751718405314,9998.7492429486083
train7879,575.0,29049.0,23843.0,-25535.0,-65353.0,-0.020869565217391306,0.012173913043478261,-182.67167167167099,1484.4764764764834,9991.2917603062924,9991.2955271654409
train1865,629.0,22421.0,123213.0,-41047.0,-4664.0,0.028616852146263912,-0.009538950715421303,1392.0630630630658,-1615.153517153517,9992.0494463891446,9992.0593703679697
train6488,3288.0,78196.0,35267.0,-16880.0,-30065.0,0.0033454987834549877,-0.00091240875912408756,-2276.5125125125091,-315.72392392392504,9998.4787620436291,9998.4702383898493
train9700,931.0,40660.0,33567.0,-14265.0,-38077.0,0.0010741138560687433,-0.0085929108485499461,-3402.526812526813,-282.81781781782411,9994.6532673463898,9994.6318313150114
train9916,3437.0,27967.0,23168.0,-72413.0,-68658.0,0.0034914169333721268,-0.00087285423334303169,736.78978978979285,1291.5355355355423,9998.5396826078504,9998.5404140070132
train6726,737.0,39335.0,35940.0,-26787.0,-21127.0,-0.014925373134328358,-0.0040705563093622792,-245.53653653653419,-390.94294294294377,9993.2103241084023,9993.2160536517476
train15788,4230.0,34847.0,24270.0,-34495.0,-50678.0,0.36170212765957449,0.00094562647754137111,215.56526979018784,1425.4894894894969,9998.8524344217749,9998.8185647022165
train11136,1785.0,37793.0,69258.0,-33796.0,-7747.0,-0.0028011204481792717,-0.0016806722689075631,-111.01069819820214,-3707.8988988988999,9997.2009148943889,9997.2014904058506
train2306,2692.0,17603.0,69996.0,-16080.0,-50249.0,-0.0044576523031203564,0.0007429420505200594,104.02402402402186,235.01189651190697,9998.1538646922309,9998.1436633619051
train1924,960.0,13677.0,8268.0,-31270.0,-37174.0,0.063541666666666663,0.059374999999999997,2435.6417893664589,683.32057320477884,9994.6574957534322,9994.8210578662383
train5902,2438.0,108741.0,18021.0,-8797.0,-26868.0,-0.005742411812961444,-0.0090237899917965554,-3132.7205777205781,4069.013513513517,9997.9493773995055,9997.9501586073038
train6505,3014.0,26263.0,12606.0,-105436.0,-107710.0,-0.0063039150630391505,0.0046449900464499002,934.61839746723467,2121.0279116325482,9998.3400134312524,9998.34682011716
train2592,3120.0,29653.0,29001.0,-24374.0,-36022.0,-0.0051282051282051282,0.0060897435897435898,-1646.4256756756768,1089.058224891555,9998.3995420215524,9998.3932922527783
train11766,978.0,6.0,41827.0,1.0,-74904.0,3.6482617586912065,-0.082822085889570546,3.0040942581926191,-213.1029379379342,1.2609447414910215,9994.8048577995014
train1961,1117.0,37913.0,203750.0,-52303.0,-2056.0,-0.011638316920322292,0.01432408236347359,-381.3891891891875,-1819.6658736658735,9995.5094248096339,9995.5044088102386
train5287,7642.0,873847.0,25493.0,-870.0,-60296.0,0.0040565297042658988,0.0052342318764721273,-49.28509898910545,-195.85542685542583,9999.3505599168366,9999.3461752351432
train13165,620.0,791.0,2539.0,-246940.0,-246477.0,0.02903225806451613,-0.0016129032258064516,721.84003350085607,643.467870855922,9991.94103712986,9991.9335465356453
train14922,1697.0,8265.0,55381.0,-34265.0,-20746.0,-0.017678255745433118,0.0076605774896876845,4036.1244577911311,-2369.5975475475452,9997.03770571528,9997.0452100990369
train13361,1802.0,47717.0,10503.0,-20158.0,-102695.0,0.010543840177580466,0.0066592674805771362,-2764.6066066066051,2217.1103603603497,9997.2172367514977,9997.2329741684098
train4451,7442.0,51613.0,54570.0,-36188.0,-31863.0,0.0038968019349637194,0.0038968019349637194,102.12121212121036,-507.78537912913021,9999.3282576644451,9999.3272618167812
train9382,718.0,27467.0,21540.0,-27014.0,-45293.0,0.0097493036211699167,0.0069637883008356544,-427.9264264264275,1068.630630630636,9993.0377241722381,9993.0319169263748
train1922,1627.0,68784.0,45690.0,-23414.0,-29650.0,-0.005531653349723417,0.082974800245851257,-1097.0541791791809,-2033.9586892281507,9996.9304625463519,9996.9356341032235
train12636,2623.0,22100.0,49872.0,-14701.0,-26616.0,0.025162028211971027,0.002287457110179184,239.37451737451752,-1035.2320892320865,9998.0716133864789,9998.0887004955184
train141,787.0,35841.0,47734.0,-14140.0,-17588.0,-0.0012706480304955528,0.0038119440914866584,-2282.6456456456472,-1260.0428428428465,9993.6390865322992,9993.6357007687857
train5214,839.0,17441.0,28226.0,-70315.0,-6094.0,0.0083432657926102508,-0.010727056019070322,809.23223223222396,-5308.1441441441439,9994.0462575010042,9994.0214815728668
train15879,506.0,28214.0,1.0,-30055.0,0.0,0.30830039525691699,0.27075098814229248,-948.61743357707428,0.0001858226790476112,9990.1249894163029,0.44434771357830249
train4702,610.0,27524.0,35659.0,-28782.0,-19383.0,-0.011475409836065573,-0.018032786885245903,-1136.2612612612647,-3134.8660660660662,9991.7834415329107,9991.7893749212672
train7120,4299.0,28517.0,11466.0,-25669.0,-49472.0,0.007210979297511049,0.0088392649453361248,-3270.0407907907884,2175.383229383227,9998.8415759682448,9998.8415459215921
train14143,3067.0,8194.0,10709.0,-33447.0,-78885.0,-0.0045647212259537009,-0.014998369742419302,4348.772522522524,2263.0390890890922,9998.3591314345122,9998.3742328474891
train11717,5021.0,38399.0,127496.0,-39418.0,-173921.0,0.0033857797251543517,-0.012746464847639912,-1222.2382882882878,3682.6178457869623,9998.9984818829489,9998.989439310646
train938,2662.0,115980.0,39392.0,-7251.0,-4139.0,0.010894064613072877,0.1183320811419985,-1986.671524465643,-3971.7825700700705,9998.1288968623303,9998.0690157385543
train9835,6282.0,94064.0,103669.0,-37833.0,-119734.0,0.0022285896211397642,0.0,-835.65233266053133,9.6725600600662744,9999.201175081922,9999.2078571482489
train11093,3177.0,1.0,31225.0,0.0,-3983.0,0.51746931067044377,0.063267233238904624,0.99953329241650402,-3913.7925021795986,0.49969472999493569,9998.4139567584953
train15191,7294.0,187948.0,29346.0,-37461.0,-68284.0,-0.0031532766657526735,-0.093501508088840141,-727.10293113625971,40.889663445353065,9999.3127601177639,9999.3058515200355
train4710,6642.0,19868.0,14751.0,-12293.0,-30091.0,-0.0012044564890093346,-0.0042155977115326711,-3230.6161161161162,-64.878878878876492,9999.2520410582074,9999.2481020537853
train5839,907.0,26321.0,30790.0,-29331.0,-26702.0,0.015435501653803748,0.005512679162072767,653.67367367367569,-785.51951951952049,9994.4784031498966,9994.4943328363879
train8094,3952.0,24563.0,29465.0,-74112.0,-43316.0,0.0063259109311740889,-0.013410931174089069,1005.4549549549702,359.88538538538705,9998.736289317294,9998.7339199569578
train4803,1465.0,27345.0,42748.0,-17901.0,-48356.0,0.0047781569965870303,0.0020477815699658703,1695.0320320320322,-79.543543543541091,9996.5888578971662,9996.5928666367436
train8873,2338.0,9565.0,11511.0,-54468.0,-49329.0,-0.0012831479897348161,-0.0034217279726261761,3678.7499165832414,2429.1531531531491,9997.8635386927399,9997.8631676334826
train13513,1364.0,22034.0,24848.0,-81265.0,-29183.0,0.019794721407624633,-0.086510263929618775,3697.3073073073124,281.41378453283068,9996.3414069982646,9996.5008528934723
train10515,4050.0,35760.0,15068.0,-50300.0,-16622.0,0.0022222222222222222,-0.027654320987654323,944.28840605311291,66.797797797797827,9998.7691693019133,9998.786497344674
train3457,1045.0,9727.0,24398.0,-23145.0,-51024.0,-0.0086124401913875593,-0.012440191387559809,3837.0220220220217,3686.5198531865208,9995.2221786653008,9995.2173889075493
train8135,7226.0,31074.0,26465.0,-41160.0,-64773.0,-0.0067810683642402433,-0.0035981179075560477,175.1051051051048,508.66737325561212,9999.3071108600852,9999.3051389355151
train6193,541.0,151607.0,59920.0,-12243.0,-13930.0,0.014787430683918669,-0.020332717190388171,-1327.8673673673663,-3922.5487987987999,9990.75169533599,9990.7654887572335
train4894,1598.0,34636.0,36639.0,-33895.0,-30992.0,-0.0043804755944931162,-0.008135168961201502,-201.16332999666582,-516.3024691357956,9996.8759245535966,9996.8877358061618
train9745,2190.0,77198.0,47556.0,-26130.0,-17274.0,0.0022831050228310501,0.0018264840182648401,-858.2535869202535,-1979.084459459461,9997.7173683606488,9997.7187427611389
train13476,3001.0,80838.0,31876.0,-186881.0,-52171.0,0.0083305564811729429,-0.0069976674441852718,-591.47015955350889,434.61883758758768,9998.3333297674872,9998.3357743609195
train2163,612.0,45098.0,20877.0,-9600.0,-23881.0,-0.062091503267973858,0.027777777777777776,-3141.0002669335995,-3231.3881881881875,9991.8868475339732,9991.6787753224289
train2725,2813.0,40685.0,42890.0,-18627.0,-13190.0,0.0014219694276573053,0.00071098471382865266,-2008.5820820820836,-1602.5658992325657,9998.2207333918923,9998.222622423249
train159,7418.0,37127.0,16.0,-15607.0,1.0,0.0091668913453761113,8.0745483957940145,-1147.2297761679199,7.9917625783899977,9999.3185669508457,3.2321804394633706
train4093,6045.0,19413.0,470943.0,-22503.0,-854.0,-0.00049627791563275434,-0.0028122415219189413,-2806.7357357357359,-815.68090143594861,9999.1704000381251,9999.1756788365528
train5212,5499.0,30546.0,22956.0,-39654.0,-42569.0,0.0016366612111292963,-0.011092925986543007,193.92792792792824,2126.3024453024454,9999.0931761138017,9999.0959264386347
train891,982.0,31444.0,27871.0,-20780.0,-37481.0,-0.0091649694501018328,-0.0030549898167006109,-549.08108108108172,-1485.0660660660633,9994.9037974093535,9994.8992558918999
train13511,4822.0,1.0,18.0,0.0,1.0,0.2961426793861468,9.8515138946495231,0.00021058182519584985,10.997683137683138,0.45655469862015979,5.2049191060945965
train6344,1372.0,42629.0,31806.0,-35903.0,-47498.0,0.0072886297376093291,-0.0065597667638483967,2586.7202202202216,118.7994661327951,9996.3643380750473,9996.3529815714719
train10297,5432.0,6.0,1.0,1.0,0.0,1.5567010309278351,0.91163475699558172,1.0006787737890008,0.99995148621966068,1.2014148570650034,0.28382534564974909
train12382,1522.0,22326.0,72563.0,-51080.0,-51335.0,-0.0019710906701708277,-0.047963206307490146,1739.4991658324918,227.58038860779089,9996.7121883253003,9996.7088764771561
train3911,146.0,4.0,39710.0,1.0,-10127.0,2.4109589041095889,-0.020547945205479451,2.0015015015015014,-3338.8200343200342,1.076977206082244,9965.7033427659353
train9672,510.0,72169.0,26671.0,-41245.0,-36546.0,0.0098039215686274508,0.017647058823529412,968.31898565231916,821.00550550550543,9990.1840520593814,9990.2041511693642
train11482,5725.0,28521.0,71761.0,-43392.0,-122268.0,0.0010480349344978166,0.0057641921397379916,-46.241291291290686,-515.69116286096596,9999.1301671476449,9999.128087550107
train4133,562.0,88119.0,27198.0,-29227.0,-51169.0,-0.01601423487544484,-0.021352313167259787,-213.52452452452417,408.88038038038212,9991.0935849322941,9991.099056609075
train15370,704.0,8830.0,89156.0,-116335.0,-71532.0,0.01278409090909091,0.004261363636363636,2659.4532032032075,-34.686686686691246,9992.8963451490617,9992.9067008027105
train4924,4832.0,41411.0,84762.0,-33575.0,-51077.0,-0.00062086092715231791,0.00020695364238410596,-1161.1317984651334,58.458523741131131,9998.9589757492577,9998.9686686617479
train14656,6390.0,222.0,639642.0,-797163.0,-133889.0,-0.031298904538341159,0.0018779342723004694,211.48746851585332,593.19527271176025,9999.2202149312161,9999.2186256227651
train15479,1976.0,1.0,4.0,0.0,1.0,0.25202429149797573,1.7327935222672064,0.0001686395461767586,1.0013054681928852,0.43417513516197026,0.87327475368500806
train2678,676.0,9366.0,53143.0,-17374.0,-12533.0,-0.0044378698224852072,0.017751479289940829,5016.4004004004018,-3164.801801801801,9992.6060111940078,9992.6015099950146
