SampleID,Target [1 for A->B; -1 otherwise],Details [1 for A->B; 2 for A<-B; 3 for A-B; 4 for A|B]
train1661,0,4
train2074,0,3
train2203,1,1
train2884,1,1
train3538,-1,2
train7641,0,3
train3198,-1,2
train5509,0,3
train3258,0,3
train2488,0,3
train977,0,3
train7236,1,1
train3381,1,1
train5631,0,3
train3988,-1,2
train5153,0,4
train2729,0,3
train4957,-1,2
train7161,0,4
train2175,0,3
train931,0,3
train5633,-1,2
train2970,0,4
train6792,0,4
train247,0,4
train908,0,3
train5728,0,3
train4788,1,1
train3863,0,4
train5015,0,3
train4201,0,4
train3702,0,3
train6416,0,4
train3666,0,4
train8,-1,2
train7635,0,3
train5175,0,3
train6555,1,1
train1525,0,4
train1019,0,3
train5339,-1,2
train2033,-1,2
train229,-1,2
train633,1,1
train2940,0,4
train6585,0,3
train3510,1,1
train2469,0,4
train630,0,3
train437,0,3
train7047,-1,2
train2908,1,1
train1943,1,1
train5548,1,1
train2180,1,1
train214,1,1
train5949,0,3
train1962,-1,2
train2653,1,1
train5142,-1,2
train4229,1,1
train4633,-1,2
train7185,-1,2
train7115,1,1
train3786,0,4
train2004,-1,2
train3217,0,4
train6337,-1,2
train3781,0,4
train3218,0,4
train2187,-1,2
train888,0,3
train5727,0,4
train845,0,3
train2915,1,1
train4724,1,1
train7517,-1,2
train1251,1,1
train423,-1,2
train2429,1,1
train2739,0,3
train2301,-1,2
train2190,-1,2
train1801,0,3
train482,0,3
train7611,0,4
train2771,1,1
train1895,1,1
train5959,-1,2
train7268,0,3
train7632,0,4
train3306,-1,2
train7027,0,3
train1849,0,3
train4234,1,1
train7788,0,3
train656,1,1
train5368,1,1
train2903,-1,2
train5736,1,1
train4423,1,1
train6053,0,3
train59,0,4
train402,0,4
train4433,0,4
train7167,1,1
train3647,0,4
train52,-1,2
train2311,0,4
train1449,0,3
train1651,-1,2
train3307,0,3
train5893,1,1
train5482,-1,2
train1190,0,3
train730,0,3
train5404,0,4
train835,1,1
train7079,0,3
train7191,1,1
train7078,-1,2
train5660,-1,2
train5492,-1,2
train5127,0,3
train2338,0,3
train4044,-1,2
train7100,1,1
train5842,1,1
train3446,0,4
train159,0,3
train5292,1,1
train7824,0,3
train7441,0,3
train7012,1,1
train3336,1,1
train2258,0,4
train491,-1,2
train4723,0,3
train6880,1,1
train6652,0,3
train5636,-1,2
train2220,-1,2
train709,0,3
train799,0,4
train6594,-1,2
train86,0,4
train6872,0,4
train432,0,3
train6435,-1,2
train2939,-1,2
train3669,1,1
train7028,0,3
train1515,-1,2
train4416,0,4
train578,-1,2
train3967,0,4
train2788,1,1
train4317,0,3
train6564,0,4
train4473,-1,2
train651,-1,2
train4480,0,3
train4704,1,1
train3972,-1,2
train7684,1,1
train5348,-1,2
train921,1,1
train2440,0,4
train3522,0,3
train4141,0,4
train1501,0,3
train624,0,3
train925,-1,2
train4662,0,3
train452,0,4
train5195,-1,2
train1918,0,4
train3533,0,4
train5670,1,1
train1593,-1,2
train6806,1,1
train5684,0,4
train803,1,1
train1970,1,1
train4150,1,1
train3597,1,1
train5892,-1,2
train5324,-1,2
train1929,0,4
train6342,1,1
train2922,1,1
train5986,1,1
train3767,0,4
train183,1,1
train5222,-1,2
train7498,0,4
train6578,1,1
train5014,0,3
train5477,1,1
train7619,-1,2
train2945,1,1
train3564,1,1
train3835,-1,2
train1042,0,3
train1076,1,1
train1148,0,4
train5369,0,4
train1217,0,3
train6296,-1,2
train3102,-1,2
train84,1,1
train4482,0,4
train4083,-1,2
train6127,1,1
train7631,1,1
train6655,-1,2
train6243,1,1
train2920,0,4
train2297,0,4
train4804,1,1
train1814,0,3
train4859,0,4
train5428,0,3
train3553,1,1
train97,0,3
train5796,1,1
train7319,0,4
train4750,0,4
train6051,0,3
train7728,0,3
train1017,-1,2
train1084,0,3
train6424,0,4
train5117,-1,2
train6838,1,1
train4652,1,1
train6184,0,3
train605,0,3
train7211,-1,2
train404,0,4
train2691,0,4
train5679,0,3
train4280,0,4
train307,0,4
train3818,0,3
train6970,-1,2
train2545,0,3
train2007,-1,2
train2795,0,4
train4854,-1,2
train2975,1,1
train4569,0,3
train5925,0,3
train3041,0,3
train4748,0,3
train6235,0,3
train3025,-1,2
train1273,0,4
train1111,0,4
train4962,0,4
train4456,-1,2
train3970,0,4
train2952,0,4
train6514,0,4
train3408,0,4
train2242,-1,2
train3757,0,4
train2056,0,3
train5380,-1,2
train7085,0,4
train1745,0,3
train2803,0,3
train2597,-1,2
train2793,0,4
train6090,1,1
train1178,1,1
train4918,0,4
train6258,0,4
train2830,1,1
train789,0,3
train4064,1,1
train2963,0,4
train5692,0,4
train2169,-1,2
train3940,1,1
train6376,-1,2
train80,0,3
train6602,-1,2
train3707,1,1
train796,0,3
train4503,1,1
train4602,1,1
train2666,-1,2
train2641,1,1
train397,-1,2
train3027,0,4
train5057,-1,2
train269,-1,2
train1244,1,1
train6834,0,4
train935,0,3
train5289,0,3
train4304,1,1
train6114,0,4
train7222,-1,2
train2446,0,3
train7476,0,3
train2672,0,3
train4424,0,4
train5838,-1,2
train5706,0,3
train486,0,4
train7713,1,1
train70,0,3
train511,-1,2
train6767,-1,2
train2930,-1,2
train3168,-1,2
train1263,-1,2
train3005,1,1
train7106,0,4
train371,0,3
train5039,0,4
train4699,-1,2
train6033,1,1
train4415,0,4
train4731,0,3
train7610,0,3
train1782,0,4
train5880,-1,2
train7249,1,1
train1001,0,3
train6070,1,1
train6146,0,4
train3337,1,1
train1451,1,1
train5624,0,3
train5267,0,4
train6411,1,1
train4894,0,3
train7692,0,3
train163,-1,2
train6997,-1,2
train3292,1,1
train868,0,4
train1796,-1,2
train1322,-1,2
train1489,1,1
train2134,0,4
train6801,0,4
train4237,-1,2
train7402,1,1
train5599,1,1
train2814,1,1
train6057,1,1
train1685,1,1
train7297,0,3
train745,0,4
train7670,0,4
train4511,-1,2
train6629,0,4
train5748,-1,2
train5413,-1,2
train6857,0,4
train1847,1,1
train6359,1,1
train7010,-1,2
train4841,1,1
train1385,0,4
train3121,-1,2
train7351,0,3
train737,1,1
train7508,1,1
train6945,0,3
train4850,0,3
train1877,0,4
train1521,0,4
train3496,-1,2
train2513,-1,2
train7529,-1,2
train7436,0,4
train841,0,3
train4159,0,4
train6828,1,1
train4257,-1,2
train6593,1,1
train5886,0,3
train3294,1,1
train1906,1,1
train3976,-1,2
train5238,0,3
train1620,-1,2
train3841,1,1
train5028,0,3
train6899,0,3
train4206,1,1
train2631,0,3
train1452,1,1
train1049,1,1
train6004,0,4
train5901,-1,2
train485,0,4
train2466,-1,2
train3206,0,3
train2500,-1,2
train2708,0,4
train7209,0,3
train3093,0,4
train5906,-1,2
train7378,0,3
train692,0,4
train6223,0,3
train3693,1,1
train212,0,4
train5737,0,4
train4266,0,4
train1863,1,1
train4950,0,4
train504,0,4
train4651,-1,2
train4016,1,1
train1674,1,1
train5948,0,3
train7113,1,1
train1307,1,1
train5156,0,3
train6050,0,4
train2109,0,4
train5888,0,3
train1630,-1,2
train2110,-1,2
train4513,-1,2
train7807,0,4
train2417,0,4
train6988,1,1
train4204,-1,2
train6526,0,3
train4288,0,4
train3382,0,3
train2106,0,4
train4742,0,3
train6320,1,1
train2944,0,4
train3557,0,4
train5226,0,4
train3161,0,3
train3463,0,4
train411,1,1
train4801,-1,2
train2537,0,4
train3727,-1,2
train6046,0,4
train7046,1,1
train2016,0,4
train5246,0,4
train134,0,4
train7595,0,3
train982,1,1
train3359,0,4
train2061,1,1
train3298,0,3
train6294,1,1
train1154,-1,2
train4889,1,1
train2276,0,3
train6597,0,3
train2341,0,4
train1657,1,1
train194,1,1
train2619,1,1
train725,1,1
train7282,1,1
train6156,0,4
train5867,-1,2
train4052,0,4
train2649,1,1
train149,-1,2
train4449,1,1
train1950,-1,2
train2927,1,1
train6062,0,4
train387,0,3
train3442,-1,2
train6797,0,4
train946,1,1
train544,0,3
train1613,1,1
train5037,0,3
train2077,1,1
train3099,0,3
train2349,1,1
train1343,0,3
train6238,0,4
train7726,0,4
train3632,0,4
train1582,1,1
train7381,-1,2
train3138,0,4
train5287,-1,2
train6952,-1,2
train5928,0,3
train1465,-1,2
train4701,-1,2
train7767,1,1
train1913,-1,2
train4641,0,3
train2571,-1,2
train94,0,4
train6942,-1,2
train5950,-1,2
train481,-1,2
train3296,0,4
train2333,1,1
train3006,0,3
train7820,-1,2
train838,0,4
train6116,-1,2
train26,1,1
train6805,1,1
train2528,0,4
train5370,1,1
train3598,1,1
train7176,1,1
train1275,-1,2
train131,0,4
train4331,0,4
train5487,-1,2
train3326,0,4
train6671,-1,2
train6203,0,3
train5870,1,1
train4627,0,3
train4643,-1,2
train903,0,3
train2886,-1,2
train5211,0,3
train4086,0,4
train2705,1,1
train2700,0,4
train2198,1,1
train6181,0,4
train1007,1,1
train6174,0,3
train7593,0,4
train5462,-1,2
train7723,-1,2
train3985,0,3
train2626,0,3
train4674,1,1
train5321,0,3
train4227,-1,2
train1384,1,1
train4164,0,4
train7600,1,1
train829,0,4
train270,-1,2
train1214,1,1
train6818,1,1
train5215,-1,2
train5596,0,3
train1503,0,3
train2730,0,4
train1320,0,3
train3532,-1,2
train5563,0,3
train3823,0,3
train3922,-1,2
train2688,0,4
train3682,-1,2
train4413,1,1
train7217,0,3
train1135,-1,2
train4486,1,1
train3229,0,4
train4228,0,3
train5503,-1,2
train5960,0,3
train4973,0,3
train7430,1,1
train2425,0,3
train1192,0,3
train2554,1,1
train4207,1,1
train2909,1,1
train4754,1,1
train5000,0,4
train5403,-1,2
train228,-1,2
train7288,-1,2
train5879,1,1
train4184,1,1
train3219,0,3
train1865,0,4
train7062,1,1
train3249,0,4
train6694,0,4
train5782,0,4
train7480,0,4
train4065,-1,2
train1765,1,1
train1421,0,3
train2958,1,1
train1577,0,3
train2675,1,1
train7144,0,4
train4761,0,3
train2523,0,3
train6580,0,3
train7389,0,3
train7287,-1,2
train5830,-1,2
train2997,0,3
train6539,-1,2
train1457,0,4
train5128,0,4
train2094,-1,2
train3526,0,4
train2355,-1,2
train2599,0,4
train6959,1,1
train2841,0,3
train2934,0,3
train5580,1,1
train7396,0,4
train5693,0,3
train660,1,1
train753,0,3
train3176,0,3
train1261,0,3
train4128,0,3
train3585,0,4
train2371,1,1
train6598,0,3
train3885,0,4
train6630,1,1
train1708,-1,2
train4475,-1,2
train5918,0,4
train7334,0,4
train3733,0,3
train4014,-1,2
train4243,-1,2
train5183,-1,2
train6455,0,4
train3654,1,1
train1689,0,3
train3861,-1,2
train4800,0,4
train2392,0,4
train2734,-1,2
train7247,-1,2
train2397,-1,2
train5827,0,3
train6292,0,4
train1113,1,1
train420,1,1
train7665,0,3
train5632,1,1
train10,-1,2
train1243,1,1
train4657,0,4
train1254,0,3
train5878,-1,2
train3802,0,4
train733,0,3
train29,1,1
train2408,1,1
train275,0,3
train6348,0,3
train6674,-1,2
train5018,-1,2
train713,0,3
train6721,-1,2
train1262,0,3
train589,0,4
train255,1,1
train3625,-1,2
train6202,0,4
train6098,0,3
train6861,1,1
train5617,1,1
train2000,1,1
train580,-1,2
train4314,0,3
train1985,1,1
train3071,0,4
train7647,-1,2
train4264,0,3
train3902,1,1
train3573,1,1
train7701,0,4
train7618,0,4
train3244,1,1
train2456,0,4
train2426,0,4
train695,-1,2
train3156,1,1
train6043,-1,2
train1182,1,1
train1540,1,1
train2176,-1,2
train2821,-1,2
train1844,-1,2
train3036,-1,2
train5484,0,3
train6286,0,4
train4851,-1,2
train2538,1,1
train7533,-1,2
train2736,0,3
train5802,0,3
train2369,1,1
train4158,1,1
train7500,-1,2
train3171,0,4
train7475,0,4
train6855,1,1
train821,0,4
train2438,1,1
train2279,0,3
train5586,-1,2
train7345,0,4
train6867,0,4
train7800,-1,2
train7644,-1,2
train4814,1,1
train6440,1,1
train2334,-1,2
train1438,1,1
train7411,0,3
train493,1,1
train2167,1,1
train3236,0,4
train6020,-1,2
train3152,-1,2
train7086,0,3
train1982,-1,2
train5335,0,4
train1442,-1,2
train33,1,1
train621,0,3
train2184,1,1
train5569,0,3
train3563,0,3
train7431,-1,2
train6991,0,4
train3124,0,3
train4813,-1,2
train7071,-1,2
train5494,-1,2
train45,1,1
train3562,-1,2
train873,1,1
train6456,-1,2
train5511,0,3
train885,0,3
train5180,0,4
train901,-1,2
train708,0,3
train1466,-1,2
train1696,1,1
train3551,0,3
train6087,-1,2
train2512,1,1
train438,0,3
train440,0,3
train918,0,3
train5315,-1,2
train5448,0,4
train1020,-1,2
train3460,1,1
train7109,-1,2
train3024,0,3
train4126,-1,2
train3137,-1,2
train5332,0,3
train652,0,4
train6964,1,1
train2917,0,4
train6470,1,1
train2143,0,3
train3768,1,1
train557,0,4
train5956,0,3
train5872,1,1
train3621,1,1
train7200,0,4
train6607,0,4
train7571,1,1
train136,0,3
train2598,-1,2
train4543,0,4
train1336,0,3
train3904,1,1
train3320,-1,2
train5641,1,1
train5455,0,4
train7409,1,1
train1079,-1,2
train6976,0,3
train5502,-1,2
train501,0,3
train6994,0,4
train7551,0,3
train5932,0,4
train4988,0,4
train7543,0,4
train7041,1,1
train3758,0,4
train2912,0,4
train696,1,1
train3094,1,1
train5261,1,1
train5745,0,3
train7565,0,4
train7738,-1,2
train2421,0,4
train3957,-1,2
train6502,0,3
train717,-1,2
train7432,-1,2
train4153,-1,2
train1321,-1,2
train4174,1,1
train4494,1,1
train3335,0,3
train6035,0,4
train4545,-1,2
train3842,0,3
train32,0,4
train995,1,1
train4412,0,4
train5249,1,1
train6431,0,4
train6230,0,4
train3305,0,4
train6129,1,1
train2239,0,3
train6415,0,3
train5691,-1,2
train1974,0,4
train7526,1,1
train6367,0,4
train7379,-1,2
train4497,0,3
train2147,0,4
train3246,0,3
train2217,1,1
train5820,0,4
train5588,1,1
train7490,0,3
train5534,1,1
train6236,-1,2
train768,-1,2
train2172,1,1
train4642,0,3
train4769,-1,2
train5716,1,1
train2314,1,1
train5310,0,3
train3407,-1,2
train1481,-1,2
train1346,1,1
train1098,-1,2
train3594,0,3
train3536,-1,2
train5048,1,1
train4420,-1,2
train4615,0,3
train495,0,4
train2588,0,4
train6793,1,1
train1077,1,1
train3984,0,3
train859,1,1
train2255,-1,2
train6651,1,1
train1750,1,1
train4436,1,1
train2805,1,1
train1894,0,3
train4127,0,3
train1927,0,3
train3799,-1,2
train1152,1,1
train6232,0,3
train7683,1,1
train7360,0,4
train4105,0,4
train7408,0,4
train4095,1,1
train2251,0,3
train6083,-1,2
train3282,0,3
train6725,0,3
train7064,-1,2
train3849,0,4
train2681,-1,2
train2221,-1,2
train1053,-1,2
train3942,0,3
train4654,0,3
train6034,1,1
train7744,0,4
train5681,-1,2
train2750,-1,2
train175,1,1
train7397,1,1
train7576,0,4
train5734,-1,2
train7038,0,4
train6301,0,3
train5217,1,1
train2103,1,1
train264,1,1
train1550,1,1
train3104,-1,2
train4001,-1,2
train6874,0,4
train2433,-1,2
train7443,0,3
train6532,0,4
train5470,0,3
train3807,0,3
train2600,1,1
train6601,0,3
train2587,1,1
train1475,1,1
train3087,1,1
train2858,0,3
train2829,0,4
train6333,1,1
train4319,0,3
train2674,1,1
train6686,0,4
train3499,1,1
train3348,0,4
train905,1,1
train6893,-1,2
train2185,1,1
train5998,-1,2
train2865,1,1
train174,0,4
train2495,0,4
train4425,-1,2
train7239,1,1
train7604,0,4
train736,-1,2
train5108,-1,2
train6897,-1,2
train7252,0,3
train5419,1,1
train129,-1,2
train6577,0,4
train5273,1,1
train2566,1,1
train38,1,1
train6123,1,1
train6984,0,4
train3719,0,3
train909,1,1
train5772,1,1
train3049,0,4
train5786,0,3
train1490,1,1
train6950,0,3
train7400,1,1
train1856,-1,2
train1584,0,3
train6712,0,4
train4474,0,4
train5856,1,1
train3186,0,3
train6239,0,3
train6760,1,1
train5800,0,4
train1602,0,4
train4226,0,3
train6080,-1,2
train1153,0,3
train971,-1,2
train3622,-1,2
train7275,1,1
train2489,1,1
train244,0,3
train1898,0,4
train4135,0,4
train6010,0,3
train219,1,1
train3118,0,3
train6318,-1,2
train2207,0,3
train6696,1,1
train634,0,4
train4289,0,3
train1736,0,3
train7343,-1,2
train5236,0,4
train5709,0,4
train343,1,1
train533,0,4
train3287,1,1
train5776,0,3
train3672,0,4
train3026,0,3
train91,-1,2
train4333,0,3
train4085,0,4
train1175,-1,2
train2327,0,4
train819,-1,2
train2373,0,4
train2573,0,3
train1265,-1,2
train5327,0,3
train7789,0,3
train7666,-1,2
train5338,0,4
train3738,0,4
train4467,0,3
train5026,0,4
train5993,-1,2
train2360,0,4
train359,0,3
train515,0,3
train5554,1,1
train2380,0,4
train4732,0,4
train5106,0,4
train348,-1,2
train2592,0,4
train2072,-1,2
train6969,0,3
train2755,-1,2
train1288,0,3
train5900,1,1
train128,-1,2
train4888,-1,2
train6915,-1,2
train7584,1,1
train792,-1,2
train5742,0,3
train6581,1,1
train3417,-1,2
train5558,0,3
train3012,0,3
train2350,1,1
train7737,-1,2
train7285,0,3
train5425,1,1
train7095,-1,2
train5478,1,1
train3629,0,4
train3712,0,3
train3182,0,3
train4377,0,3
train2229,1,1
train1065,-1,2
train3065,0,4
train1596,0,4
train3052,0,4
train4335,-1,2
train7507,1,1
train5469,0,4
train5068,0,4
train227,-1,2
train4292,0,3
train3918,-1,2
train259,1,1
train3700,-1,2
train6026,0,4
train7577,0,4
train6687,1,1
train7097,1,1
train1737,0,4
train1701,0,4
train4693,-1,2
train1749,0,4
train7428,-1,2
train5452,-1,2
train3753,1,1
train556,1,1
train3929,1,1
train2312,1,1
train6371,-1,2
train4235,0,3
train4994,-1,2
train3725,0,3
train292,0,4
train5530,0,4
train314,1,1
train5131,0,4
train4311,0,3
train3231,-1,2
train900,-1,2
train843,1,1
train403,-1,2
train2058,-1,2
train2718,0,3
train4005,0,3
train4512,0,3
train1850,-1,2
train6815,0,4
train6622,1,1
train7082,0,4
train2119,0,4
train6362,0,4
train5689,0,4
train6249,1,1
train6929,0,4
train3641,0,3
train747,0,3
train1286,0,3
train31,-1,2
train2342,0,3
train7812,1,1
train7707,1,1
train3517,0,3
train3194,0,3
train164,-1,2
train2213,0,4
train4793,1,1
train856,-1,2
train5600,1,1
train3140,0,4
train260,0,4
train5941,0,3
train7676,0,3
train4225,-1,2
train5237,0,4
train2612,0,3
train5150,-1,2
train1693,-1,2
train75,0,4
train204,0,4
train613,1,1
train7716,1,1
train5230,1,1
train5963,0,3
train1709,0,3
train6361,0,4
train4295,1,1
train7504,-1,2
train7781,0,4
train1114,1,1
train6485,0,3
train4773,1,1
train7747,-1,2
train3447,0,3
train3046,0,4
train5041,1,1
train3037,1,1
train529,0,4
train6852,0,4
train6405,0,4
train1861,0,3
train6047,1,1
train1690,0,4
train4958,-1,2
train3372,-1,2
train7044,-1,2
train4281,-1,2
train4617,0,3
train6389,0,3
train3592,1,1
train107,1,1
train1551,1,1
train5461,0,3
train4172,1,1
train2797,1,1
train3816,0,3
train6452,1,1
train6892,0,4
train7205,1,1
train6280,-1,2
train4496,0,4
train1057,0,4
train5102,0,3
train5746,0,4
train5385,1,1
train5325,0,4
train1293,0,3
train7624,0,4
train3775,-1,2
train3662,0,4
train6444,-1,2
train7452,1,1
train6749,1,1
train2921,-1,2
train1942,0,3
train6961,1,1
train5144,-1,2
train4124,1,1
train5431,0,4
train3436,-1,2
train751,0,3
train1074,-1,2
train4495,0,4
train1159,1,1
train1187,0,4
train6833,-1,2
train7640,1,1
train7208,-1,2
train1282,0,3
train5103,1,1
train5318,1,1
train6938,-1,2
train6467,-1,2
train3283,1,1
train6482,1,1
train6352,0,3
train861,0,4
train299,-1,2
train963,0,4
train7,0,3
train6754,0,3
train4109,-1,2
train5356,1,1
train2210,1,1
train7626,-1,2
train6941,1,1
train6519,0,3
train3868,-1,2
train7105,-1,2
train63,-1,2
train5119,1,1
train2266,0,4
train6163,-1,2
train6279,1,1
train2422,0,4
train4670,1,1
train4937,1,1
train4019,-1,2
train7539,-1,2
train6643,0,3
train2260,1,1
train3884,0,3
train1434,-1,2
train6669,1,1
train6716,-1,2
train2336,1,1
train3634,-1,2
train1422,-1,2
train4712,0,4
train1991,1,1
train7527,-1,2
train3999,0,4
train4678,1,1
train236,0,4
train5086,0,3
train143,1,1
train3411,0,4
train2777,1,1
train4961,1,1
train3136,0,3
train6911,0,3
train1806,-1,2
train3926,1,1
train7170,-1,2
train6727,-1,2
train3790,0,4
train6201,-1,2
train2140,0,3
train7782,0,4
train3392,0,3
train1859,1,1
train2789,-1,2
train7150,0,3
train7700,-1,2
train1628,0,3
train1040,0,4
train2019,0,4
train619,1,1
train251,0,3
train6432,-1,2
train189,0,3
train5056,-1,2
train5562,1,1
train1743,1,1
train4156,-1,2
train1037,0,4
train3160,0,4
train7774,0,3
train4130,1,1
train6409,-1,2
train543,0,4
train1164,0,3
train4725,-1,2
train5445,1,1
train1168,1,1
train7369,1,1
train152,0,3
train1707,0,3
train5677,0,3
train5813,-1,2
train2284,0,3
train1026,-1,2
train5070,0,3
train3558,1,1
train6016,-1,2
train958,0,3
train22,0,4
train2704,0,4
train7493,-1,2
train6385,-1,2
train291,1,1
train3207,0,3
train4760,1,1
train5100,0,3
train3684,0,4
train1829,0,3
train2839,-1,2
train2655,0,3
train5185,1,1
train6847,0,4
train2282,-1,2
train1228,0,3
train2486,0,4
train3022,1,1
train1504,0,4
train6198,1,1
train2936,0,3
train6753,1,1
train434,1,1
train463,1,1
train4544,0,3
train1570,0,3
train313,-1,2
train171,0,4
train7128,1,1
train153,0,4
train1052,0,3
train5094,1,1
train3754,1,1
train2480,1,1
train2122,0,3
train4675,1,1
train1811,0,3
train7674,-1,2
train5054,1,1
train3073,-1,2
train2391,-1,2
train6700,-1,2
train5062,-1,2
train7413,1,1
train413,-1,2
train2678,0,4
train5475,1,1
train5729,0,4
train4905,-1,2
train4215,-1,2
train1808,-1,2
train5915,-1,2
train2191,-1,2
train7368,0,3
train6654,-1,2
train3453,1,1
train4614,1,1
train4558,-1,2
train1537,1,1
train89,-1,2
train3183,1,1
train2506,0,4
train3679,1,1
train5828,1,1
train7158,0,4
train6297,1,1
train4398,-1,2
train4133,0,4
train2472,0,3
train5316,-1,2
train5710,-1,2
train5125,1,1
train1494,1,1
train4869,1,1
train3986,0,4
train5424,0,3
train5471,0,4
train5357,0,4
train536,-1,2
train3576,0,3
train6836,0,4
train7136,-1,2
train910,-1,2
train178,1,1
train4104,1,1
train2299,0,3
train3878,-1,2
train5678,0,3
train1202,0,3
train7264,0,3
train4410,0,3
train1639,-1,2
train4734,1,1
train3637,0,4
train1686,-1,2
train5840,1,1
train1556,0,3
train4639,0,3
train4941,0,4
train4741,-1,2
train7563,0,3
train5181,0,4
train831,0,3
train4535,-1,2
train857,-1,2
train6040,-1,2
train3623,-1,2
train5218,-1,2
train4640,0,4
train5178,0,4
train2002,0,4
train1751,1,1
train5158,-1,2
train7756,-1,2
train5516,0,3
train7069,-1,2
train1633,0,3
train1838,1,1
train3777,1,1
train4260,-1,2
train7063,0,4
train2091,0,3
train1418,0,3
train3814,-1,2
train2013,-1,2
train3928,0,3
train3067,-1,2
train7762,0,3
train6591,0,3
train6145,1,1
train7602,-1,2
train3458,0,4
train1274,1,1
train278,0,4
train5855,0,3
train5330,0,3
train3015,0,4
train545,1,1
train3113,1,1
train6494,-1,2
train2926,1,1
train5409,0,3
train698,-1,2
train576,0,3
train836,1,1
train3256,0,4
train6922,-1,2
train5722,-1,2
train336,0,3
train5126,0,3
train3262,1,1
train512,1,1
train6612,0,4
train7091,-1,2
train5044,0,4
train2436,0,3
train1804,-1,2
train6091,0,4
train2212,0,3
train5212,-1,2
train4766,1,1
train1429,0,4
train1331,-1,2
train3718,-1,2
train1486,0,3
train2615,0,3
train315,-1,2
train205,0,4
train2307,-1,2
train3234,1,1
train2292,0,3
train7145,0,3
train6266,-1,2
train727,0,3
train2411,1,1
train3222,0,4
train6543,0,3
train2817,0,3
train6895,0,3
train4835,0,4
train5590,0,4
train998,0,3
train4653,-1,2
train28,1,1
train1158,0,4
train7708,1,1
train1891,0,3
train7687,1,1
train5009,0,3
train3488,1,1
train4134,1,1
train6647,-1,2
train6618,1,1
train6796,1,1
train6810,1,1
train3675,0,4
train4500,0,4
train3264,-1,2
train2515,1,1
train6252,-1,2
train7828,0,4
train3650,0,3
train7376,-1,2
train4366,1,1
train4355,-1,2
train1237,0,3
train4551,0,3
train407,0,4
train1333,1,1
train604,0,3
train1670,1,1
train2772,0,4
train356,1,1
train4187,1,1
train6711,0,3
train1401,0,4
train7567,0,3
train2783,-1,2
train5764,0,3
train2779,0,3
train5640,1,1
train3174,1,1
train6507,0,3
train924,-1,2
train3748,-1,2
train5069,0,4
train3199,0,4
train3114,-1,2
train6418,-1,2
train7710,-1,2
train1204,1,1
train2363,0,4
train3299,-1,2
train755,-1,2
train2062,-1,2
train5382,-1,2
train1624,-1,2
train5208,1,1
train7479,-1,2
train6256,0,4
train7163,1,1
train4450,-1,2
train296,0,3
train47,0,3
train4797,0,4
train5320,0,3
train4922,-1,2
train6219,0,4
train477,0,4
train3780,0,3
train73,1,1
train6377,0,3
train3385,1,1
train184,0,3
train4460,0,4
train377,1,1
train5352,0,4
train2156,0,4
train433,0,3
train4685,0,3
train2287,0,4
train4993,1,1
train3427,0,3
train2984,0,3
train3398,1,1
train2546,-1,2
train4806,-1,2
train1004,1,1
train4252,-1,2
train2744,1,1
train5016,1,1
train7721,1,1
train4526,0,3
train2677,1,1
train2104,0,4
train7575,0,3
train5607,-1,2
train2906,1,1
train4571,0,4
train2960,-1,2
train3829,0,4
train4520,0,4
train4137,0,4
train3747,-1,2
train2089,0,4
train2991,0,4
train1180,-1,2
train6635,0,4
train1797,0,3
train3825,-1,2
train2453,0,3
train2206,1,1
train5718,-1,2
train256,0,4
train4299,1,1
train6562,1,1
train5454,0,4
train2047,0,4
train1825,0,3
train738,1,1
train7403,1,1
train4203,0,3
train3803,0,4
train1855,1,1
train294,-1,2
train6390,0,3
train874,1,1
train7117,1,1
train2026,0,3
train5513,0,3
train1682,-1,2
train5501,1,1
train4908,0,3
train3413,0,3
train5113,-1,2
train1132,0,4
train7547,1,1
train4555,0,3
train5568,1,1
train2163,0,4
train57,0,4
train4484,0,4
train5066,0,4
train14,0,4
train1477,0,4
train3504,0,3
train4622,-1,2
train3354,-1,2
train1035,0,3
train6798,1,1
train3290,1,1
train1800,0,4
train3133,-1,2
train5572,-1,2
train2895,0,3
train3240,-1,2
train5778,0,3
train4998,0,4
train4055,1,1
train2012,0,4
train5787,0,3
train6905,0,3
train3422,0,3
train2132,1,1
train1483,-1,2
train2332,-1,2
train5295,1,1
train3035,1,1
train2972,0,3
train421,-1,2
train6904,-1,2
train2687,0,3
train3237,0,3
train616,1,1
train4637,0,3
train3074,-1,2
train1036,-1,2
train5396,1,1
train4012,0,3
train7290,1,1
train534,0,4
train568,0,4
train150,0,4
train964,-1,2
train338,0,3
train3061,1,1
train2123,1,1
train5505,0,3
train1772,-1,2
train2305,0,4
train5869,1,1
train6900,-1,2
train6551,-1,2
train1142,0,3
train4240,0,3
train749,-1,2
train7250,0,3
train1344,-1,2
train4645,-1,2
train6999,0,4
train6846,0,4
train2138,-1,2
train3459,-1,2
train2648,-1,2
train7065,1,1
train952,-1,2
train7013,1,1
train2519,0,4
train822,0,3
train1368,-1,2
train6285,-1,2
train4426,-1,2
train181,0,3
train2702,0,3
train53,0,3
train902,1,1
train6870,1,1
train4934,1,1
train1500,0,4
train1524,-1,2
train6545,0,4
train517,-1,2
train6001,1,1
train7140,0,3
train74,-1,2
train2550,0,4
train216,-1,2
train2635,1,1
train516,1,1
train577,1,1
train5300,1,1
train7060,1,1
train6745,-1,2
train222,-1,2
