SampleID,Target [1 for A->B; -1 otherwise],Details [1 for A->B; 2 for A<-B; 3 for A-B; 4 for A|B]
train1807,-1,2
train1808,-1,2
train1809,0,3
train1810,0,3
train1811,0,3
train1812,-1,2
train1813,0,4
train1814,0,3
train1815,0,3
train1816,-1,2
train1817,0,4
train1818,-1,2
train1819,-1,2
train1820,-1,2
train1821,0,3
train1822,1,1
train1823,0,4
train1824,1,1
train1825,0,3
train1826,-1,2
train1827,0,4
train1828,-1,2
train1829,0,3
train1830,0,3
train1831,-1,2
train1832,1,1
train1833,0,3
train1834,0,3
train1835,-1,2
train1836,-1,2
train1837,0,3
train1838,1,1
train1839,-1,2
train1840,0,3
train1841,1,1
train1842,0,4
train1843,1,1
train1844,-1,2
train1845,0,3
train1846,0,4
train1847,1,1
train1848,0,4
train1849,0,3
train1850,-1,2
train1851,-1,2
train1852,1,1
train1853,-1,2
train1854,-1,2
train1855,1,1
train1856,-1,2
train1857,1,1
train1858,0,4
train1859,1,1
train1860,1,1
train1861,0,3
train1862,0,3
train1863,1,1
train1864,1,1
train1865,0,4
train1866,-1,2
train1867,0,3
train1868,0,4
train1869,0,3
train1870,1,1
train1871,0,4
train1872,1,1
train1873,-1,2
train1874,0,4
train1875,1,1
train1876,0,4
train1877,0,4
train1878,0,4
train1879,1,1
train1880,0,3
train1881,0,4
train1882,-1,2
train1883,0,4
train1884,0,3
train1885,1,1
train1886,0,4
train1887,0,4
train1888,0,4
train1889,1,1
train1890,0,3
train1891,0,3
train1892,1,1
train1893,-1,2
train1894,0,3
train1895,1,1
train1896,-1,2
train1897,0,3
train1898,0,4
train1899,0,4
train1900,0,3
train1901,-1,2
train1902,0,3
train1903,0,3
train1904,0,4
train1905,0,4
train1906,1,1
train1907,-1,2
train1908,-1,2
train1909,1,1
train1910,0,4
train1911,0,3
train1912,0,3
train1913,-1,2
train1914,0,4
train1915,0,3
train1916,1,1
train1917,-1,2
train1918,0,4
train1919,0,3
train1920,0,4
train1921,-1,2
train1922,0,3
train1923,0,4
train1924,1,1
train1925,0,4
train1926,0,4
train1927,0,3
train1928,0,3
train1929,0,4
train1930,0,3
train1931,-1,2
train1932,-1,2
train1933,0,3
train1934,-1,2
train1935,-1,2
train1936,1,1
train1937,-1,2
train1938,-1,2
train1939,0,3
train1940,0,4
train1941,-1,2
train1942,0,3
train1943,1,1
train1944,0,3
train1945,0,3
train1946,0,4
train1947,1,1
train1948,-1,2
train1949,0,4
train1950,-1,2
train1951,0,3
train1952,0,3
train1953,1,1
train1954,0,3
train1955,0,3
train1956,0,3
train1957,0,4
train1958,0,3
train1959,1,1
train1960,0,3
train1961,-1,2
train1962,-1,2
train1963,0,3
train1964,0,3
train1965,-1,2
train1966,0,3
train1967,0,3
train1968,-1,2
train1969,-1,2
train1970,1,1
train1971,0,3
train1972,0,3
train1973,-1,2
train1974,0,4
train1975,0,4
train1976,1,1
train1977,-1,2
train1978,0,4
train1979,1,1
train1980,1,1
train1981,1,1
train1982,-1,2
train1983,0,4
train1984,0,3
train1985,1,1
train1986,1,1
train1987,1,1
train1988,0,4
train1989,0,4
train1990,1,1
train1991,1,1
train1992,-1,2
train1993,1,1
train1994,0,4
train1995,0,4
train1996,-1,2
train1997,0,4
train1998,1,1
train1999,0,4
train2000,1,1
train2001,0,3
train2002,0,4
train2003,0,4
train2004,-1,2
train2005,1,1
train2006,1,1
train2007,-1,2
train2008,0,3
train2009,0,3
train2010,-1,2
train2011,0,4
train2012,0,4
train2013,-1,2
train2014,1,1
train2015,1,1
train2016,0,4
train2017,-1,2
train2018,0,3
train2019,0,4
train2020,0,3
train2021,1,1
train2022,1,1
train2023,0,3
train2024,0,4
train2025,0,3
train2026,0,3
train2027,-1,2
train2028,-1,2
train2029,-1,2
train2030,0,4
train2031,1,1
train2032,-1,2
train2033,-1,2
train2034,-1,2
train2035,0,3
train2036,1,1
train2037,0,3
train2038,1,1
train2039,1,1
train2040,-1,2
train2041,-1,2
train2042,0,3
train2043,0,4
train2044,0,4
train2045,0,3
train2046,-1,2
train2047,0,4
train2048,-1,2
train2049,-1,2
train2050,1,1
train2051,-1,2
train2052,-1,2
train2053,0,3
train2054,0,4
train2055,0,3
train2056,0,3
train2057,0,4
train2058,-1,2
train2059,0,3
train2060,1,1
train2061,1,1
train2062,-1,2
train2063,-1,2
train2064,-1,2
train2065,0,4
train2066,0,3
train2067,-1,2
train2068,1,1
train2069,0,3
train2070,0,4
train2071,-1,2
train2072,-1,2
train2073,-1,2
train2074,0,3
train2075,1,1
train2076,1,1
train2077,1,1
train2078,0,3
train2079,-1,2
train2080,1,1
train2081,0,3
train2082,1,1
train2083,0,3
train2084,0,4
train2085,0,3
train2086,0,3
train2087,0,3
train2088,0,3
train2089,0,4
train2090,-1,2
train2091,0,3
train2092,-1,2
train2093,0,3
train2094,-1,2
train2095,0,3
train2096,0,4
train2097,-1,2
train2098,0,3
train2099,0,3
train2100,0,3
train2101,0,3
train2102,1,1
train2103,1,1
train2104,0,4
train2105,0,4
train2106,0,4
train2107,0,4
train2108,-1,2
train2109,0,4
train2110,-1,2
train2111,-1,2
train2112,1,1
train2113,1,1
train2114,1,1
train2115,-1,2
train2116,1,1
train2117,0,3
train2118,1,1
train2119,0,4
train2120,0,3
train2121,1,1
train2122,0,3
train2123,1,1
train2124,0,4
train2125,-1,2
train2126,-1,2
train2127,-1,2
train2128,1,1
train2129,1,1
train2130,-1,2
train2131,0,4
train2132,1,1
train2133,-1,2
train2134,0,4
train2135,0,3
train2136,-1,2
train2137,-1,2
train2138,-1,2
train2139,1,1
train2140,0,3
train2141,0,4
train2142,1,1
train2143,0,3
train2144,0,3
train2145,0,4
train2146,0,3
train2147,0,4
train2148,0,4
train2149,0,3
train2150,0,4
train2151,0,3
train2152,0,4
train2153,1,1
train2154,0,4
train2155,1,1
train2156,0,4
train2157,0,4
train2158,0,3
train2159,1,1
train2160,0,4
train2161,1,1
train2162,-1,2
train2163,0,4
train2164,-1,2
train2165,-1,2
train2166,1,1
train2167,1,1
train2168,0,4
train2169,-1,2
train2170,1,1
train2171,1,1
train2172,1,1
train2173,0,3
train2174,1,1
train2175,0,3
train2176,-1,2
train2177,-1,2
train2178,1,1
train2179,0,3
train2180,1,1
train2181,0,3
train2182,-1,2
train2183,0,3
train2184,1,1
train2185,1,1
train2186,0,3
train2187,-1,2
train2188,-1,2
train2189,0,3
train2190,-1,2
train2191,-1,2
train2192,-1,2
train2193,0,4
train2194,0,4
train2195,0,4
train2196,1,1
train2197,0,4
train2198,1,1
train2199,1,1
train2200,0,3
train2201,0,3
train2202,1,1
train2203,1,1
train2204,0,4
train2205,0,4
train2206,1,1
train2207,0,3
train2208,0,4
train2209,-1,2
train2210,1,1
train2211,0,4
train2212,0,3
train2213,0,4
train2214,0,3
train2215,1,1
train2216,-1,2
train2217,1,1
train2218,1,1
train2219,0,3
train2220,-1,2
train2221,-1,2
train2222,1,1
train2223,0,4
train2224,1,1
train2225,0,4
train2226,1,1
train2227,-1,2
train2228,0,3
train2229,1,1
train2230,-1,2
train2231,-1,2
train2232,1,1
train2233,0,4
train2234,1,1
train2235,0,3
train2236,1,1
train2237,1,1
train2238,1,1
train2239,0,3
train2240,0,3
train2241,0,3
train2242,-1,2
train2243,0,4
train2244,0,4
train2245,-1,2
train2246,0,4
train2247,0,3
train2248,0,4
train2249,0,3
train2250,-1,2
train2251,0,3
train2252,0,4
train2253,0,3
train2254,1,1
train2255,-1,2
train2256,0,4
train2257,0,4
train2258,0,4
train2259,0,4
train2260,1,1
train2261,-1,2
train2262,1,1
train2263,0,4
train2264,1,1
train2265,1,1
train2266,0,4
train2267,0,3
train2268,1,1
train2269,0,3
train2270,-1,2
train2271,0,4
train2272,-1,2
train2273,0,4
train2274,0,3
train2275,1,1
train2276,0,3
train2277,0,3
train2278,1,1
train2279,0,3
train2280,1,1
train2281,0,3
train2282,-1,2
train2283,-1,2
train2284,0,3
train2285,0,4
train2286,1,1
train2287,0,4
train2288,0,4
train2289,-1,2
train2290,0,3
train2291,0,4
train2292,0,3
train2293,0,4
train2294,-1,2
train2295,-1,2
train2296,-1,2
train2297,0,4
train2298,0,4
train2299,0,3
train2300,1,1
train2301,-1,2
train2302,0,4
train2303,0,3
train2304,0,4
train2305,0,4
train2306,0,3
train2307,-1,2
train2308,-1,2
train2309,0,4
train2310,1,1
train2311,0,4
train2312,1,1
train2313,-1,2
train2314,1,1
train2315,0,4
train2316,0,3
train2317,0,3
train2318,1,1
train2319,0,4
train2320,-1,2
train2321,0,3
train2322,0,3
train2323,1,1
train2324,-1,2
train2325,-1,2
train2326,-1,2
train2327,0,4
train2328,0,4
train2329,0,3
train2330,1,1
train2331,0,3
train2332,-1,2
train2333,1,1
train2334,-1,2
train2335,-1,2
train2336,1,1
train2337,0,4
train2338,0,3
train2339,-1,2
train2340,0,3
train2341,0,4
train2342,0,3
train2343,0,4
train2344,0,4
train2345,0,3
train2346,0,3
train2347,0,3
train2348,0,3
train2349,1,1
train2350,1,1
train2351,-1,2
train2352,0,3
train2353,0,3
train2354,-1,2
train2355,-1,2
train2356,-1,2
train2357,1,1
train2358,1,1
train2359,-1,2
train2360,0,4
train2361,-1,2
train2362,0,3
train2363,0,4
train2364,-1,2
train2365,0,4
train2366,0,3
train2367,-1,2
train2368,0,3
train2369,1,1
train2370,0,4
train2371,1,1
train2372,0,4
train2373,0,4
train2374,0,4
train2375,0,3
train2376,-1,2
train2377,0,3
train2378,-1,2
train2379,-1,2
train2380,0,4
train2381,-1,2
train2382,-1,2
train2383,0,3
train2384,0,4
train2385,1,1
train2386,-1,2
train2387,0,3
train2388,-1,2
train2389,-1,2
train2390,0,3
train2391,-1,2
train2392,0,4
train2393,0,4
train2394,1,1
train2395,0,3
train2396,0,4
train2397,-1,2
train2398,1,1
train2399,0,3
train2400,0,3
train2401,0,3
train2402,0,4
train2403,0,3
train2404,-1,2
train2405,0,4
train2406,1,1
train2407,0,3
train2408,1,1
train2409,0,4
train2410,0,4
train2411,1,1
train2412,1,1
train2413,0,4
train2414,0,4
train2415,0,4
train2416,0,3
train2417,0,4
train2418,-1,2
train2419,0,3
train2420,-1,2
train2421,0,4
train2422,0,4
train2423,1,1
train2424,0,4
train2425,0,3
train2426,0,4
train2427,0,4
train2428,-1,2
train2429,1,1
train2430,-1,2
train2431,1,1
train2432,0,3
train2433,-1,2
train2434,0,4
train2435,1,1
train2436,0,3
train2437,0,4
train2438,1,1
train2439,0,3
train2440,0,4
train2441,0,3
train2442,0,3
train2443,1,1
train2444,-1,2
train2445,0,4
train2446,0,3
train2447,0,4
train2448,0,4
train2449,-1,2
train2450,0,4
train2451,0,4
train2452,1,1
train2453,0,3
train2454,0,4
train2455,0,3
train2456,0,4
train2457,-1,2
train2458,1,1
train2459,-1,2
train2460,0,4
train2461,0,3
train2462,0,3
train2463,0,3
train2464,0,3
train2465,0,3
train2466,-1,2
train2467,-1,2
train2468,1,1
train2469,0,4
train2470,0,3
train2471,-1,2
train2472,0,3
train2473,0,4
train2474,0,3
train2475,0,3
train2476,0,4
train2477,1,1
train2478,0,4
train2479,1,1
train2480,1,1
train2481,0,4
train2482,-1,2
train2483,1,1
train2484,1,1
train2485,1,1
train2486,0,4
train2487,0,3
train2488,0,3
train2489,1,1
train2490,-1,2
train2491,0,3
train2492,0,3
train2493,0,4
train2494,0,3
train2495,0,4
train2496,-1,2
train2497,-1,2
train2498,1,1
train2499,1,1
train2500,-1,2
train2501,0,3
train2502,0,3
train2503,0,3
train2504,-1,2
train2505,-1,2
train2506,0,4
train2507,-1,2
train2508,-1,2
train2509,-1,2
train2510,1,1
train2511,0,3
train2512,1,1
train2513,-1,2
train2514,-1,2
train2515,1,1
train2516,1,1
train2517,1,1
train2518,0,3
train2519,0,4
train2520,-1,2
train2521,0,4
train2522,0,4
train2523,0,3
train2524,0,3
train2525,-1,2
train2526,1,1
train2527,1,1
train2528,0,4
train2529,0,4
train2530,0,4
train2531,-1,2
train2532,1,1
train2533,-1,2
train2534,0,3
train2535,0,4
train2536,1,1
train2537,0,4
train2538,1,1
train2539,0,4
train2540,1,1
train2541,-1,2
train2542,0,4
train2543,-1,2
train2544,0,3
train2545,0,3
train2546,-1,2
train2547,-1,2
train2548,-1,2
train2549,-1,2
train2550,0,4
train2551,-1,2
train2552,0,3
train2553,1,1
train2554,1,1
train2555,1,1
train2556,0,3
train2557,-1,2
train2558,-1,2
train2559,0,4
train2560,1,1
train2561,0,4
train2562,0,4
train2563,0,4
train2564,0,4
train2565,0,4
train2566,1,1
train2567,-1,2
train2568,0,3
train2569,0,3
train2570,0,4
train2571,-1,2
train2572,0,4
train2573,0,3
train2574,0,3
train2575,-1,2
train2576,0,4
train2577,0,4
train2578,-1,2
train2579,-1,2
train2580,-1,2
train2581,1,1
train2582,0,3
train2583,0,3
train2584,-1,2
train2585,0,4
train2586,-1,2
train2587,1,1
train2588,0,4
train2589,0,3
train2590,0,4
train2591,-1,2
train2592,0,4
train2593,1,1
train2594,0,4
train2595,0,3
train2596,0,4
train2597,-1,2
train2598,-1,2
train2599,0,4
train2600,1,1
train2601,1,1
train2602,-1,2
train2603,0,4
train2604,0,4
train2605,0,4
train2606,1,1
train2607,-1,2
train2608,0,4
train2609,1,1
train2610,0,3
train2611,1,1
train2612,0,3
train2613,0,4
train2614,-1,2
train2615,0,3
train2616,1,1
train2617,1,1
train2618,-1,2
train2619,1,1
train2620,1,1
train2621,0,3
train2622,0,3
train2623,1,1
train2624,0,3
train2625,-1,2
train2626,0,3
train2627,0,3
train2628,0,3
train2629,0,3
train2630,0,3
train2631,0,3
train2632,0,4
train2633,1,1
train2634,1,1
train2635,1,1
train2636,1,1
train2637,-1,2
train2638,-1,2
train2639,0,3
train2640,1,1
train2641,1,1
train2642,1,1
train2643,0,4
train2644,0,4
train2645,0,4
train2646,1,1
train2647,-1,2
train2648,-1,2
train2649,1,1
train2650,0,3
train2651,0,4
train2652,0,4
train2653,1,1
train2654,1,1
train2655,0,3
train2656,0,3
train2657,-1,2
train2658,1,1
train2659,-1,2
train2660,0,3
train2661,1,1
train2662,0,3
train2663,-1,2
train2664,0,3
train2665,0,3
train2666,-1,2
train2667,0,3
train2668,-1,2
train2669,0,4
train2670,0,3
train2671,1,1
train2672,0,3
train2673,0,3
train2674,1,1
train2675,1,1
train2676,0,3
train2677,1,1
train2678,0,4
train2679,1,1
train2680,0,3
train2681,-1,2
train2682,0,4
train2683,-1,2
train2684,0,3
train2685,0,4
train2686,0,4
train2687,0,3
train2688,0,4
train2689,0,3
train2690,-1,2
train2691,0,4
train2692,1,1
train2693,1,1
train2694,1,1
train2695,0,4
train2696,1,1
train2697,0,3
train2698,1,1
train2699,0,3
train2700,0,4
train2701,-1,2
train2702,0,3
train2703,-1,2
train2704,0,4
train2705,1,1
train2706,-1,2
train2707,0,4
train2708,0,4
train2709,0,3
train2710,0,3
train2711,0,4
train2712,0,4
train2713,0,4
train2714,-1,2
train2715,-1,2
train2716,0,4
train2717,-1,2
train2718,0,3
train2719,1,1
train2720,0,4
train2721,-1,2
train2722,0,3
train2723,0,3
train2724,0,4
train2725,0,4
train2726,-1,2
train2727,1,1
train2728,-1,2
train2729,0,3
train2730,0,4
train2731,0,4
train2732,1,1
train2733,0,4
train2734,-1,2
train2735,0,4
train2736,0,3
train2737,-1,2
train2738,-1,2
train2739,0,3
train2740,0,3
train2741,-1,2
train2742,0,3
train2743,1,1
train2744,1,1
train2745,-1,2
train2746,0,3
train2747,1,1
train2748,0,3
train2749,0,3
train2750,-1,2
train2751,-1,2
train2752,0,4
train2753,1,1
train2754,-1,2
train2755,-1,2
train2756,1,1
train2757,0,4
train2758,0,3
train2759,0,4
train2760,1,1
train2761,1,1
train2762,-1,2
train2763,0,3
train2764,-1,2
train2765,-1,2
train2766,0,4
train2767,1,1
train2768,0,3
train2769,0,3
train2770,0,3
train2771,1,1
train2772,0,4
train2773,-1,2
train2774,1,1
train2775,0,4
train2776,1,1
train2777,1,1
train2778,1,1
train2779,0,3
train2780,-1,2
train2781,0,3
train2782,1,1
train2783,-1,2
train2784,0,3
train2785,1,1
train2786,0,3
train2787,1,1
train2788,1,1
train2789,-1,2
train2790,1,1
train2791,-1,2
train2792,-1,2
train2793,0,4
train2794,1,1
train2795,0,4
train2796,0,4
train2797,1,1
train2798,0,4
train2799,1,1
train2800,-1,2
train2801,0,4
train2802,0,3
train2803,0,3
train2804,0,4
train2805,1,1
train2806,1,1
train2807,-1,2
train2808,-1,2
train2809,0,3
train2810,-1,2
train2811,0,4
train2812,0,3
train2813,0,4
train2814,1,1
train2815,0,4
train2816,0,3
train2817,0,3
train2818,-1,2
train2819,0,3
train2820,0,3
train2821,-1,2
train2822,-1,2
train2823,0,4
train2824,-1,2
train2825,0,4
train2826,-1,2
train2827,0,4
train2828,1,1
train2829,0,4
train2830,1,1
train2831,1,1
train2832,1,1
train2833,-1,2
train2834,0,3
train2835,0,4
train2836,-1,2
train2837,1,1
train2838,0,4
train2839,-1,2
train2840,0,4
train2841,0,3
train2842,0,4
train2843,0,4
train2844,1,1
train2845,0,3
train2846,0,3
train2847,1,1
train2848,-1,2
train2849,1,1
train2850,-1,2
train2851,0,3
train2852,-1,2
train2853,0,3
train2854,-1,2
train2855,1,1
train2856,0,4
train2857,0,3
train2858,0,3
train2859,0,3
train2860,0,4
train2861,-1,2
train2862,0,3
train2863,0,4
train2864,1,1
train2865,1,1
train2866,1,1
train2867,1,1
train2868,1,1
train2869,0,3
train2870,1,1
train2871,-1,2
train2872,0,4
train2873,-1,2
train2874,0,4
train2875,0,4
train2876,0,3
train2877,0,4
train2878,0,3
train2879,1,1
train2880,0,4
train2881,1,1
train2882,-1,2
train2883,0,3
train2884,1,1
train2885,-1,2
train2886,-1,2
train2887,-1,2
train2888,-1,2
train2889,1,1
train2890,0,3
train2891,0,3
train2892,0,3
train2893,0,3
train2894,1,1
train2895,0,3
train2896,0,4
train2897,-1,2
train2898,0,3
train2899,1,1
train2900,-1,2
train2901,-1,2
train2902,1,1
train2903,-1,2
train2904,-1,2
train2905,-1,2
train2906,1,1
train2907,0,4
train2908,1,1
train2909,1,1
train2910,0,3
train2911,0,4
train2912,0,4
train2913,1,1
train2914,0,3
train2915,1,1
train2916,1,1
train2917,0,4
train2918,0,3
train2919,1,1
train2920,0,4
train2921,-1,2
train2922,1,1
train2923,0,4
train2924,0,3
train2925,0,3
train2926,1,1
train2927,1,1
train2928,-1,2
train2929,-1,2
train2930,-1,2
train2931,0,4
train2932,0,4
train2933,-1,2
train2934,0,3
train2935,0,4
train2936,0,3
train2937,0,3
train2938,0,4
train2939,-1,2
train2940,0,4
train2941,-1,2
train2942,0,3
train2943,-1,2
train2944,0,4
train2945,1,1
train2946,1,1
train2947,0,4
train2948,1,1
train2949,1,1
train2950,-1,2
train2951,0,4
train2952,0,4
train2953,0,3
train2954,0,4
train2955,-1,2
train2956,-1,2
train2957,0,4
train2958,1,1
train2959,-1,2
train2960,-1,2
train2961,1,1
train2962,0,4
train2963,0,4
train2964,1,1
train2965,-1,2
train2966,-1,2
train2967,0,3
train2968,0,4
train2969,0,4
train2970,0,4
train2971,0,4
train2972,0,3
train2973,0,4
train2974,-1,2
train2975,1,1
train2976,-1,2
train2977,0,3
train2978,0,4
train2979,0,4
train2980,0,3
train2981,0,3
train2982,-1,2
train2983,0,3
train2984,0,3
train2985,1,1
train2986,0,4
train2987,-1,2
train2988,0,4
train2989,0,3
train2990,0,4
train2991,0,4
train2992,1,1
train2993,1,1
train2994,-1,2
train2995,1,1
train2996,0,3
train2997,0,3
train2998,0,3
train2999,0,3
train3000,1,1
train3001,1,1
train3002,1,1
train3003,0,3
train3004,0,3
train3005,1,1
train3006,0,3
train3007,0,3
train3008,-1,2
train3009,0,4
train3010,0,4
train3011,0,3
train3012,0,3
train3013,0,4
train3014,-1,2
train3015,0,4
train3016,0,3
train3017,-1,2
train3018,0,4
train3019,0,3
train3020,0,4
train3021,1,1
train3022,1,1
train3023,-1,2
train3024,0,3
train3025,-1,2
train3026,0,3
train3027,0,4
train3028,0,4
train3029,0,3
train3030,0,3
train3031,0,3
train3032,-1,2
train3033,-1,2
train3034,0,4
train3035,1,1
train3036,-1,2
train3037,1,1
train3038,0,4
train3039,-1,2
train3040,0,4
train3041,0,3
train3042,0,3
train3043,0,4
train3044,1,1
train3045,0,4
train3046,0,4
train3047,0,4
train3048,-1,2
train3049,0,4
train3050,0,3
train3051,-1,2
train3052,0,4
train3053,0,3
train3054,1,1
train3055,-1,2
train3056,-1,2
train3057,0,4
train3058,0,3
train3059,0,3
train3060,0,4
train3061,1,1
train3062,1,1
train3063,0,4
train3064,0,4
train3065,0,4
train3066,-1,2
train3067,-1,2
train3068,1,1
train3069,0,3
train3070,1,1
train3071,0,4
train3072,0,4
train3073,-1,2
train3074,-1,2
train3075,1,1
train3076,-1,2
train3077,0,4
train3078,0,3
train3079,1,1
train3080,1,1
train3081,0,4
train3082,0,3
train3083,1,1
train3084,0,4
train3085,0,4
train3086,0,4
train3087,1,1
train3088,1,1
train3089,0,4
train3090,0,4
train3091,0,4
train3092,0,4
train3093,0,4
train3094,1,1
train3095,-1,2
train3096,1,1
train3097,0,3
train3098,1,1
train3099,0,3
train3100,0,3
train3101,1,1
train3102,-1,2
train3103,-1,2
train3104,-1,2
train3105,0,3
train3106,1,1
train3107,-1,2
train3108,0,4
train3109,1,1
train3110,0,4
train3111,0,3
train3112,0,4
train3113,1,1
train3114,-1,2
train3115,1,1
train3116,1,1
train3117,0,4
train3118,0,3
train3119,-1,2
train3120,0,4
train3121,-1,2
train3122,1,1
train3123,0,4
train3124,0,3
train3125,0,3
train3126,0,3
train3127,0,3
train3128,1,1
train3129,1,1
train3130,1,1
train3131,1,1
train3132,0,3
train3133,-1,2
train3134,-1,2
train3135,1,1
train3136,0,3
train3137,-1,2
train3138,0,4
train3139,0,4
train3140,0,4
train3141,-1,2
train3142,0,4
train3143,-1,2
train3144,0,4
train3145,0,4
train3146,-1,2
train3147,-1,2
train3148,-1,2
train3149,0,3
train3150,0,4
train3151,0,3
train3152,-1,2
train3153,-1,2
train3154,0,4
train3155,-1,2
train3156,1,1
train3157,0,4
train3158,-1,2
train3159,1,1
train3160,0,4
train3161,0,3
train3162,-1,2
train3163,-1,2
train3164,-1,2
train3165,0,3
train3166,0,3
train3167,0,3
train3168,-1,2
train3169,-1,2
train3170,-1,2
train3171,0,4
train3172,0,3
train3173,1,1
train3174,1,1
train3175,1,1
train3176,0,3
train3177,0,4
train3178,0,3
train3179,0,3
train3180,-1,2
train3181,0,4
train3182,0,3
train3183,1,1
train3184,0,3
train3185,0,4
train3186,0,3
train3187,1,1
train3188,0,3
train3189,0,3
train3190,0,4
train3191,0,4
train3192,-1,2
train3193,0,3
train3194,0,3
train3195,-1,2
train3196,0,3
train3197,0,3
train3198,-1,2
train3199,0,4
train3200,0,4
train3201,0,4
train3202,-1,2
train3203,0,3
train3204,-1,2
train3205,1,1
train3206,0,3
train3207,0,3
train3208,0,4
train3209,-1,2
train3210,0,4
train3211,0,4
train3212,0,4
train3213,0,3
train3214,1,1
train3215,0,4
train3216,0,3
train3217,0,4
train3218,0,4
train3219,0,3
train3220,0,3
train3221,-1,2
train3222,0,4
train3223,0,3
train3224,1,1
train3225,-1,2
train3226,-1,2
train3227,-1,2
train3228,0,3
train3229,0,4
train3230,-1,2
train3231,-1,2
train3232,0,4
train3233,0,4
train3234,1,1
train3235,0,3
train3236,0,4
train3237,0,3
train3238,-1,2
train3239,0,3
train3240,-1,2
train3241,-1,2
train3242,1,1
train3243,0,3
train3244,1,1
train3245,0,4
train3246,0,3
train3247,0,4
train3248,0,3
train3249,0,4
train3250,0,3
train3251,0,3
train3252,1,1
train3253,-1,2
train3254,1,1
train3255,1,1
train3256,0,4
train3257,0,4
train3258,0,3
train3259,-1,2
train3260,-1,2
train3261,-1,2
train3262,1,1
train3263,1,1
train3264,-1,2
train3265,-1,2
train3266,0,3
train3267,0,4
train3268,0,4
train3269,-1,2
train3270,0,3
train3271,0,4
train3272,1,1
train3273,1,1
train3274,0,3
train3275,-1,2
train3276,0,3
train3277,0,3
train3278,0,4
train3279,0,3
train3280,1,1
train3281,-1,2
train3282,0,3
train3283,1,1
train3284,-1,2
train3285,1,1
train3286,-1,2
train3287,1,1
train3288,0,3
train3289,1,1
train3290,1,1
train3291,0,4
train3292,1,1
train3293,0,4
train3294,1,1
train3295,0,4
train3296,0,4
train3297,0,4
train3298,0,3
train3299,-1,2
train3300,1,1
train3301,1,1
train3302,0,4
train3303,-1,2
train3304,0,3
train3305,0,4
train3306,-1,2
train3307,0,3
train3308,0,4
train3309,0,4
train3310,0,3
train3311,0,3
train3312,0,4
train3313,0,3
train3314,1,1
train3315,0,4
train3316,0,4
train3317,0,4
train3318,0,4
train3319,0,3
train3320,-1,2
train3321,-1,2
train3322,0,3
train3323,-1,2
train3324,-1,2
train3325,0,4
train3326,0,4
train3327,0,3
train3328,0,3
train3329,0,4
train3330,0,4
train3331,0,4
train3332,0,3
train3333,0,3
train3334,0,4
train3335,0,3
train3336,1,1
train3337,1,1
train3338,-1,2
train3339,0,3
train3340,0,4
train3341,0,3
train3342,-1,2
train3343,-1,2
train3344,-1,2
train3345,0,3
train3346,0,3
train3347,-1,2
train3348,0,4
train3349,0,4
train3350,1,1
train3351,0,3
train3352,0,3
train3353,0,4
train3354,-1,2
train3355,1,1
train3356,0,4
train3357,0,3
train3358,-1,2
train3359,0,4
train3360,0,3
train3361,0,3
train3362,1,1
train3363,-1,2
train3364,0,4
train3365,0,3
train3366,0,3
train3367,-1,2
train3368,-1,2
train3369,-1,2
train3370,0,4
train3371,0,4
train3372,-1,2
train3373,0,4
train3374,0,4
train3375,0,3
train3376,0,4
train3377,1,1
train3378,0,3
train3379,0,3
train3380,-1,2
train3381,1,1
train3382,0,3
train3383,0,4
train3384,1,1
train3385,1,1
train3386,-1,2
train3387,0,4
train3388,-1,2
train3389,0,4
train3390,0,4
train3391,0,3
train3392,0,3
train3393,0,3
train3394,-1,2
train3395,-1,2
train3396,0,4
train3397,0,3
train3398,1,1
train3399,1,1
train3400,1,1
train3401,0,4
train3402,1,1
train3403,0,4
train3404,1,1
train3405,1,1
train3406,1,1
train3407,-1,2
train3408,0,4
train3409,-1,2
train3410,0,3
train3411,0,4
train3412,0,3
train3413,0,3
train3414,0,3
train3415,1,1
train3416,0,3
train3417,-1,2
train3418,0,3
train3419,-1,2
train3420,0,4
train3421,0,3
train3422,0,3
train3423,1,1
train3424,1,1
train3425,0,4
train3426,1,1
train3427,0,3
train3428,1,1
train3429,-1,2
train3430,0,4
train3431,1,1
train3432,1,1
train3433,1,1
train3434,1,1
train3435,0,4
train3436,-1,2
train3437,-1,2
train3438,0,4
train3439,0,3
train3440,0,3
train3441,1,1
train3442,-1,2
train3443,0,3
train3444,-1,2
train3445,-1,2
train3446,0,4
train3447,0,3
train3448,0,4
train3449,0,3
train3450,-1,2
train3451,0,4
train3452,0,4
train3453,1,1
train3454,0,4
train3455,0,4
train3456,0,3
train3457,-1,2
train3458,0,4
train3459,-1,2
train3460,1,1
train3461,1,1
train3462,-1,2
train3463,0,4
train3464,-1,2
train3465,0,4
train3466,1,1
train3467,-1,2
train3468,-1,2
train3469,-1,2
train3470,0,4
train3471,-1,2
train3472,0,4
train3473,-1,2
train3474,0,4
train3475,0,4
train3476,0,4
train3477,-1,2
train3478,-1,2
train3479,-1,2
train3480,0,3
train3481,0,3
train3482,1,1
train3483,-1,2
train3484,0,3
train3485,-1,2
train3486,1,1
train3487,0,3
train3488,1,1
train3489,0,3
train3490,0,4
train3491,1,1
train3492,0,4
train3493,0,3
train3494,1,1
train3495,0,4
train3496,-1,2
